"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.252,0.498,0.471,0.419
"P04","Realizo changas o trabajos de vez en cuando",0.203,0.176,0.177,0.201
"P04","No tengo trabajo",0.419,0.148,0.165,0.168
"P04","Soy jubilado o pensionado",0.126,0.178,0.187,0.212
"P05","1",0.291,0.27,0.286,0.144
"P05","2",0.066,0.107,0.061,0.045
"P05","3",0.007,0.006,0.123,0.022
"P05","4",0.031,0.055,0.106,0.02
"P05","5",0.134,0.227,0.122,0.133
"P05","6",0.044,0.097,0.041,0.08
"P05","7",0.08,0.041,0.052,0.159
"P05","8",0.059,0.03,0.018,0.09
"P05","9",0.288,0.167,0.191,0.307
"P06","1",0.471,0.338,0.469,0.479
"P06","2",0.056,0.136,0.036,0.071
"P06","3",0.013,0.03,0.072,0.063
"P06","4",0.007,0.138,0.05,0.032
"P06","5",0.165,0.199,0.153,0.157
"P06","6",0,0.013,0.029,0.018
"P06","7",0.014,0.012,0.024,0.031
"P06","8",0.064,0.017,0.054,0.018
"P06","9",0.21,0.117,0.113,0.131
"P07","1",0.438,0.327,0.554,0.756
"P07","2",0.04,0.092,0.018,0.019
"P07","3",0.015,0.065,0.098,0.024
"P07","4",0,0.095,0,0.023
"P07","5",0.064,0.165,0.039,0.056
"P07","6",0,0.003,0.004,0.002
"P07","7",0.083,0.01,0.03,0.007
"P07","8",0.009,0,0.032,0.01
"P07","9",0.351,0.243,0.225,0.103
"P10","A Alberto Fernández",0.81,0.041,0.082,0.098
"P10","A Sergio Massa",0.082,0.812,0.062,0.129
"P10","A algún candidato del peronismo",0.033,0.076,0.806,0.05
"P10","A algún candidato del kirchnerismo",0.075,0.071,0.05,0.723
"P14","Lo votaría",0.153,0.045,0.116,0.023
"P14","Puede que lo vote",0.032,0.185,0.071,0.01
"P14","Nunca lo votaría",0.711,0.758,0.764,0.884
"P14","No sabe",0.104,0.012,0.049,0.083
"P15","Lo votaría",0.339,0.618,0.114,0.217
"P15","Puede que lo vote",0.142,0.167,0.497,0.435
"P15","Nunca lo votaría",0.334,0.175,0.316,0.217
"P15","No sabe",0.185,0.04,0.073,0.131
"P16","Lo votaría",0.747,0.292,0.168,0.185
"P16","Puede que lo vote",0.12,0.474,0.248,0.51
"P16","Nunca lo votaría",0.055,0.15,0.426,0.196
"P16","No sabe",0.078,0.084,0.158,0.109
"P17","La votaría",0.827,0.5,0.498,0.954
"P17","Puede que la vote",0.042,0.24,0.176,0.032
"P17","Nunca la votaría",0.131,0.22,0.322,0.013
"P17","No sabe",0,0.04,0.004,0.001
"P18","Lo votaría",0.056,0.092,0.052,0.057
