"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P18","Puede que lo vote",0.075,0.147,0.171,0.014
"P18","Nunca lo votaría",0.74,0.758,0.732,0.906
"P18","No sabe",0.129,0.003,0.045,0.023
"P19","Lo votaría",0.077,0.067,0.034,0.014
"P19","Puede que lo vote",0.062,0.181,0.205,0.078
"P19","Nunca lo votaría",0.712,0.607,0.536,0.786
"P19","No sabe",0.149,0.145,0.225,0.122
"P20","La votaría",0.061,0.012,0.183,0.007
"P20","Puede que la vote",0.157,0.103,0.058,0.011
"P20","Nunca la votaría",0.721,0.853,0.749,0.959
"P20","No sabe",0.061,0.032,0.01,0.023
"P21","Lo votaría",0.065,0.05,0.037,0.006
"P21","Puede que lo vote",0.077,0.086,0.179,0.008
"P21","Nunca lo votaría",0.747,0.806,0.762,0.969
"P21","No sabe",0.111,0.058,0.022,0.017
"P22","La votaría",0.091,0.014,0.045,0.01
"P22","Puede que la vote",0.042,0.112,0.191,0.007
"P22","Nunca la votaría",0.774,0.795,0.73,0.946
"P22","No sabe",0.093,0.079,0.034,0.037
"P23","Mauricio Macri por Juntos por el Cambio",0.012,0,0.046,0
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.024,0.018,0.022,0.002
"P23","Patricia Bullrich por Juntos por el Cambio",0.04,0.037,0.164,0.003
"P23","María Eugenia Vidal por Juntos por el Cambio",0,0.004,0.008,0.004
"P23","Facundo Manes por Juntos por el Cambio",0.01,0.004,0.014,0.018
"P23","Alberto Fernández por el Frente de Todos",0.814,0.132,0.246,0.285
"P23","Sergio Massa por el Frente de Todos",0.1,0.785,0.315,0.386
"P23","Javier Milei por los liberales libertarios",0,0.005,0.006,0.006
"P23","Al candidato del Frente de Izquierda",0,0,0.061,0.091
"P23","No sabe",0,0.015,0.118,0.205
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.026,0.003,0.12,0.001
"P24","Mauricio Macri por Juntos por el Cambio",0.056,0.039,0.077,0.001
"P24","Alberto Fernández por el Frente de Todos",0.781,0.137,0.201,0.26
"P24","Sergio Massa por el Frente de Todos",0.128,0.737,0.347,0.405
"P24","Javier Milei por los liberales libertarios",0,0.005,0.063,0.008
"P24","Al candidato del Frente de Izquierda",0.009,0,0.081,0.093
"P24","No sabe",0,0.079,0.111,0.232
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.012,0.011,0.024,0.001
"P25","Patricia Bullrich por Juntos por el Cambio",0.134,0.044,0.19,0.003
"P25","Alberto Fernández por el Frente de Todos",0.743,0.058,0.207,0.297
"P25","Sergio Massa por el Frente de Todos",0.102,0.851,0.411,0.438
"P25","Javier Milei por los liberales libertarios",0,0.005,0.045,0.003
"P25","Al candidato del Frente de Izquierda",0.009,0.017,0.045,0.076
"P25","No sabe",0,0.014,0.078,0.182
"P26","Sergio Massa por el Frente de Todos",0.598,0.859,0.527,0.668
"P26","Mauricio Macri por Juntos por el Cambio",0.22,0.047,0.248,0.009
"P26","Javier Milei por los liberales libertarios",0,0.026,0.067,0.017
"P26","Al candidato del Frente de Izquierda",0.014,0,0.047,0.071
"P26","No sabe",0.168,0.068,0.111,0.235
"P27","Alberto Fernández por el Frente de Todos",0.911,0.705,0.539,0.706
"P27","Mauricio Macri por Juntos por el Cambio",0.062,0.07,0.258,0.006
"P27","Javier Milei por los liberales libertarios",0,0.022,0.016,0.012
"P27","Al candidato del Frente de Izquierda",0,0.047,0.027,0.076
"P27","No sabe",0.027,0.156,0.16,0.2
"P28","Alberto Fernández por el Frente de Todos",0.86,0.734,0.482,0.711
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.001,0.059,0.191,0.004
"P28","Javier Milei por los liberales libertarios",0.065,0.025,0.054,0.011
"P28","Al candidato del Frente de Izquierda",0,0.033,0.054,0.083
"P28","No sabe",0.074,0.149,0.219,0.191
"P29","Sergio Massa por el Frente de Todos",0.651,0.861,0.525,0.711
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.11,0.076,0.202,0
"P29","Javier Milei por los liberales libertarios",0.08,0.016,0.054,0.012
"P29","Al candidato del Frente de Izquierda",0,0,0.062,0.083
"P29","No sabe",0.159,0.047,0.157,0.194
"P30","Sergio Massa por el Frente de Todos",0.6,0.809,0.451,0.641
"P30","Patricia Bullrich por Juntos por el Cambio",0.195,0.154,0.28,0.047
"P30","Javier Milei por los liberales libertarios",0,0.014,0.074,0.026
"P30","Al candidato del Frente de Izquierda",0,0,0.062,0.071
"P30","No sabe",0.205,0.023,0.133,0.215
"P32","Alberto Fernández por el Frente de Todos",0.719,0.662,0.455,0.692
"P32","Patricia Bullrich por Juntos por el Cambio",0.24,0.167,0.311,0.027
"P32","Javier Milei por los liberales libertarios",0,0.032,0.061,0.009
"P32","Al candidato del Frente de Izquierda",0,0.085,0.026,0.087
"P32","No sabe",0.041,0.054,0.147,0.185
"P34","Sergio Massa por el Frente de Todos",0.659,0.935,0.629,0.834
"P34","Mauricio Macri por Juntos por el Cambio",0.19,0.061,0.188,0.003
"P34","No sabe",0.151,0.004,0.183,0.163
"P35","Sergio Massa",0.661,0.922,0.686,0.854
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.189,0.073,0.184,0.001
"P35","No sabe",0.15,0.005,0.13,0.145
"P36","Alberto Fernández por el Frente de Todos",0.914,0.804,0.626,0.884
"P36","Mauricio Macri por Juntos por el Cambio",0.086,0.074,0.238,0.002
"P36","No sabe",0,0.122,0.136,0.114
"P37","Alberto Fernández",0.913,0.77,0.656,0.887
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.087,0.106,0.218,0.003
"P37","No sabe",0,0.124,0.126,0.11
"P38","Sergio Massa por el Frente de Todos",0.643,0.902,0.694,0.854
"P38","Patricia Bullrich por Juntos por el Cambio",0.199,0.098,0.183,0.006
"P38","No sabe",0.158,0,0.123,0.14
"P39","Alberto Fernández por el Frente de Todos",0.905,0.847,0.734,0.883
"P39","Patricia Bullrich por Juntos por el Cambio",0.095,0.07,0.187,0.005
"P39","No sabe",0,0.083,0.079,0.112
"P40","Mauricio Macri por Juntos por el Cambio",0.155,0.105,0.19,0.096
"P40","Javier Milei por los liberales libertarios",0.081,0.146,0.136,0.033
"P40","No sabe",0.764,0.749,0.674,0.871
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.266,0.133,0.202,0.041
"P41","Javier Milei por los liberales libertarios",0.01,0.076,0.159,0.033
"P41","No sabe",0.724,0.791,0.639,0.926
"P42","Patricia Bullrich por Juntos por el Cambio",0.248,0.075,0.195,0.012
"P42","Javier Milei por los liberales libertarios",0.01,0.112,0.091,0.045
"P42","No sabe",0.742,0.813,0.714,0.943
"P43","Muy buena",0.211,0.064,0.05,0.135
"P43","Buena",0.429,0.303,0.265,0.392
"P43","Ni buena ni mala",0.156,0.409,0.487,0.386
"P43","Mala",0,0.154,0.067,0.078
"P43","Muy mala",0.204,0.07,0.131,0.008
"P43","No sabe",0,0,0,0.001
"P44","Muy buena",0.527,0.063,0,0.101
"P44","Buena",0.183,0.372,0.302,0.373
"P44","Ni buena ni mala",0.061,0.319,0.397,0.366
"P44","Mala",0.124,0.176,0.074,0.144
"P44","Muy mala",0.105,0.07,0.227,0.011
"P44","No sabe",0,0,0,0.005
"P45","Muy buena",0.341,0.42,0.246,0.848
"P45","Buena",0.35,0.13,0.297,0.116
"P45","Ni buena ni mala",0.08,0.209,0.103,0.026
"P45","Mala",0,0.084,0.113,0.01
"P45","Muy mala",0.229,0.157,0.241,0
"P45","No sabe",0,0,0,0
"P46","Muy buena",0.172,0.085,0.119,0.052
"P46","Buena",0.024,0.01,0.09,0.013
"P46","Ni buena ni mala",0.131,0.082,0.08,0.007
"P46","Mala",0.151,0.232,0.143,0.104
"P46","Muy mala",0.522,0.591,0.568,0.822
"P46","No sabe",0,0,0,0.002
"P47","Muy buena",0.126,0,0.06,0.002
"P47","Buena",0.001,0.101,0.167,0.004
"P47","Ni buena ni mala",0.143,0.121,0.249,0.057
"P47","Mala",0.279,0.307,0.235,0.185
"P47","Muy mala",0.442,0.471,0.289,0.748
"P47","No sabe",0.009,0,0,0.004
"P48","Muy buena",0.088,0.395,0.112,0.1
"P48","Buena",0.146,0.427,0.239,0.364
"P48","Ni buena ni mala",0.466,0.021,0.354,0.33
"P48","Mala",0,0.056,0.131,0.092
"P48","Muy mala",0.3,0.101,0.164,0.097
"P48","No sabe",0,0,0,0.017
"P49","Muy buena",0.108,0.082,0.077,0.003
"P49","Buena",0.193,0.095,0.073,0.028
"P49","Ni buena ni mala",0.007,0.061,0.212,0.053
"P49","Mala",0.097,0.126,0.076,0.071
"P49","Muy mala",0.595,0.596,0.562,0.844
"P49","No sabe",0,0.04,0,0.001
"P50","Muy buena",0.025,0.011,0,0
"P50","Buena",0.082,0.059,0.087,0.003
"P50","Ni buena ni mala",0.129,0.066,0.273,0.019
"P50","Mala",0.219,0.165,0.296,0.103
"P50","Muy mala",0.536,0.699,0.344,0.854
"P50","No sabe",0.009,0,0,0.021
"P51","Muy buena",0.083,0.015,0.037,0.005
"P51","Buena",0.012,0.067,0.081,0.016
"P51","Ni buena ni mala",0.032,0.117,0.15,0.004
"P51","Mala",0.094,0.092,0.173,0.097
"P51","Muy mala",0.658,0.709,0.559,0.874
"P51","No sabe",0.121,0,0,0.004
"P52","Muy buena",0.083,0.078,0,0.017
"P52","Buena",0.018,0.193,0.191,0.04
"P52","Ni buena ni mala",0.405,0.291,0.447,0.404
"P52","Mala",0.109,0.096,0.165,0.165
"P52","Muy mala",0.376,0.312,0.092,0.351
"P52","No sabe",0.009,0.03,0.105,0.023
"P53","Siempre",0.522,0.218,0.272,0.386
"P53","Casi siempre",0.107,0.657,0.31,0.418
"P53","Casi nunca",0.167,0.11,0.334,0.173
"P53","Nunca, pero esta es una excepción",0.204,0.015,0.084,0.023
"P54","Si",0.828,0.463,0.636,0.56
"P54","No",0.172,0.537,0.364,0.44
