"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.431,0.436,0.478,0.385
"P04","Realizo changas o trabajos de vez en cuando",0.17,0.19,0.199,0.13
"P04","No tengo trabajo",0.154,0.146,0.137,0.251
"P04","Soy jubilado o pensionado",0.245,0.228,0.186,0.234
"P05","1",0.288,0.231,0.208,0.329
"P05","2",0.07,0.059,0.075,0.052
"P05","3",0.065,0.058,0.059,0.044
"P05","4",0.05,0.071,0.071,0.052
"P05","5",0.191,0.214,0.247,0.237
"P05","6",0.053,0.078,0.05,0.063
"P05","7",0.064,0.094,0.083,0.036
"P05","8",0.041,0.052,0.038,0.036
"P05","9",0.178,0.143,0.169,0.151
"P06","1",0.364,0.217,0.245,0.207
"P06","2",0.037,0.075,0.031,0.014
"P06","3",0.03,0.047,0.045,0.04
"P06","4",0.027,0.052,0.056,0.033
"P06","5",0.178,0.184,0.232,0.211
"P06","6",0.031,0.029,0.028,0.047
"P06","7",0.06,0.092,0.104,0.042
"P06","8",0.048,0.072,0.041,0.056
"P06","9",0.225,0.232,0.218,0.35
"P07","1",0.463,0.389,0.372,0.334
"P07","2",0.027,0.036,0.012,0.013
"P07","3",0.02,0.036,0.023,0.007
"P07","4",0.024,0.032,0.006,0.003
"P07","5",0.096,0.124,0.124,0.092
"P07","6",0.017,0.023,0.063,0.021
"P07","7",0.035,0.051,0.054,0.039
"P07","8",0.02,0.057,0.022,0.046
"P07","9",0.298,0.252,0.324,0.445
"P09","Del Frente de Todos y el peronismo",0.422,0.332,0.337,0.228
"P09","De Juntos por el cambio",0.315,0.348,0.298,0.283
"P09","De los Liberales libertarios",0.178,0.161,0.208,0.252
"P09","De la Izquierda",0.02,0.035,0.049,0
"P09","No sabe",0.065,0.124,0.108,0.237
"P10","A Alberto Fernández",0.173,0.048,0.163,0.43
"P10","A Sergio Massa",0.166,0.302,0.164,0.056
"P10","A algún candidato del peronismo",0.099,0.122,0.174,0.061
"P10","A algún candidato del kirchnerismo",0.562,0.528,0.499,0.453
"P11","A Alberto Fernández",0.116,0.02,0.075,0.388
"P11","A Sergio Massa",0.098,0.252,0.101,0.056
"P11","A algún candidato del peronismo",0.07,0.068,0.173,0.185
"P11","A Cristina Fernández de Kirchner",0.716,0.66,0.651,0.371
"P12","A Horacio Rodriguez Larreta",0.194,0.248,0.209,0.181
"P12","A Mauricio Macri",0.424,0.227,0.327,0.509
"P12","A Patricia Bullrich",0.334,0.439,0.331,0.31
"P12","A Facundo Manes",0.045,0.046,0.066,0
"P12","A Gerardo Morales",0.003,0.04,0.067,0
"P13","Seguro lo votaria",0.083,0.085,0.124,0.049
"P13","Quizás lo votaría",0.383,0.383,0.387,0.22
"P13","Nunca lo votaría",0.534,0.532,0.489,0.731
"P14","Lo votaría",0.266,0.187,0.225,0.141
"P14","Puede que lo vote",0.123,0.204,0.227,0.166
"P14","Nunca lo votaría",0.553,0.516,0.49,0.425
"P14","No sabe",0.058,0.093,0.058,0.268
"P15","Lo votaría",0.187,0.135,0.138,0.149
"P15","Puede que lo vote",0.197,0.208,0.186,0.119
"P15","Nunca lo votaría",0.554,0.603,0.591,0.683
"P15","No sabe",0.062,0.054,0.085,0.049
"P16","Lo votaría",0.106,0.045,0.119,0.071
"P16","Puede que lo vote",0.255,0.199,0.171,0.133
"P16","Nunca lo votaría",0.589,0.665,0.64,0.704
"P16","No sabe",0.05,0.091,0.07,0.092
"P17","La votaría",0.399,0.292,0.311,0.178
"P17","Puede que la vote",0.031,0.056,0.067,0.022
"P17","Nunca la votaría",0.569,0.638,0.596,0.749
"P17","No sabe",0.001,0.014,0.026,0.051
"P18","Lo votaría",0.166,0.136,0.107,0.141
"P18","Puede que lo vote",0.192,0.27,0.281,0.166
"P18","Nunca lo votaría",0.622,0.569,0.549,0.503
"P18","No sabe",0.02,0.025,0.063,0.19
"P19","Lo votaría",0.087,0.086,0.097,0.033
"P19","Puede que lo vote",0.17,0.276,0.237,0.184
"P19","Nunca lo votaría",0.668,0.537,0.556,0.614
"P19","No sabe",0.075,0.101,0.11,0.169
