"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alberto Fernández por el Frente de Todos",0.349,0.324,0.371,0.369,0.363,0.337,0.325,0.32,0.342,0.386,0.342,0.363,0.709,0.06,0.18
"Mauricio Macri por Juntos por el Cambio",0.451,0.483,0.422,0.392,0.406,0.481,0.534,0.517,0.426,0.428,0.466,0.419,0.128,0.843,0.399
"No sabe",0.2,0.193,0.207,0.239,0.231,0.182,0.141,0.163,0.232,0.186,0.192,0.218,0.163,0.097,0.421
