"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Siempre",0.308,0.282,0.331,0.221,0.308,0.33,0.337,0.3,0.282,0.355,0.311,0.302,0.333,0.336,0.228
"Casi siempre",0.442,0.455,0.432,0.483,0.425,0.449,0.439,0.349,0.504,0.433,0.452,0.423,0.438,0.432,0.565
"Casi nunca",0.183,0.18,0.184,0.219,0.194,0.162,0.165,0.238,0.163,0.162,0.174,0.2,0.183,0.163,0.107
"Nunca, pero esta es una excepción",0.067,0.083,0.053,0.077,0.073,0.059,0.059,0.113,0.051,0.05,0.063,0.075,0.046,0.069,0.1
