"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.13,0.17,0.1,0.173,0.111,0.153,0.097,0.181,0.127,0.112,0.106,0.228,0.067,0.065,0.151,0,0,0
"De acuerdo",0.156,0.156,0.156,0.079,0.172,0.136,0.227,0.167,0.129,0.182,0.116,0.369,0.076,0.033,0.314,0,0,0
"Ni de acuerdo ni en desacuerdo",0.22,0.204,0.231,0.235,0.197,0.265,0.186,0.298,0.276,0.124,0.235,0.202,0.169,0.105,0.337,0,0,0
"En desacuerdo",0.31,0.268,0.342,0.291,0.278,0.336,0.377,0.104,0.362,0.338,0.407,0.154,0.52,0.553,0.122,0,0,0
"Muy en desacuerdo",0.178,0.196,0.164,0.222,0.242,0.091,0.106,0.25,0.098,0.237,0.131,0.036,0.168,0.232,0.074,0,0,0
"No sabe",0.006,0.006,0.007,0,0,0.019,0.007,0,0.008,0.007,0.005,0.011,0,0.012,0.002,0,0,0
