"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Alberto Fernández",0.287,0.332,0.236,0,0.437,0.153,0.528,0.527,0.288,0.162,0.236,0.769,0.04,0.101,0.555,0,0,0
"El actual gobierno de Javier Milei",0.631,0.61,0.655,0.75,0.559,0.838,0.296,0.339,0.704,0.723,0.614,0.231,0.919,0.748,0.445,0,0,0
"No sabe",0.082,0.058,0.109,0.25,0.004,0.009,0.176,0.134,0.008,0.115,0.15,0,0.041,0.151,0,0,0,0
