"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.308,0.315,0.303,0.205,0.306,0.3,0.432,0.217,0.325,0.328,0.411,0.076,0.35,0.564,0.132,0,0,0
"Gobierno provincial",0.493,0.528,0.467,0.446,0.53,0.521,0.384,0.443,0.516,0.488,0.412,0.796,0.328,0.278,0.725,0,0,0
"No sabe",0.199,0.157,0.23,0.349,0.164,0.179,0.184,0.34,0.159,0.184,0.177,0.128,0.322,0.158,0.143,0,0,0
