"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Julio Zamora por el Frente de Todos",0.313,0.3,0.326,0.214,0.384,0.283,0.31,0.349,0.319,0.259,0.27,0.461,0.292,0.51,0.179,0.21
"A Malena Galmarini por el Frente de Todos",0.116,0.087,0.143,0.135,0.129,0.092,0.081,0.07,0.138,0.135,0.161,0.038,0.108,0.167,0.063,0.259
"A Segundo Cernadas por Cambiemos",0.23,0.186,0.27,0.141,0.212,0.319,0.289,0.215,0.227,0.253,0.227,0.226,0.234,0.092,0.389,0.142
"A Nicolás Massot por Cambiemos",0.107,0.148,0.07,0.127,0.063,0.143,0.156,0.192,0.071,0.068,0.129,0.051,0.111,0.041,0.195,0.005
"Al candidato de los liberales libertarios",0.09,0.133,0.05,0.162,0.083,0.051,0.054,0.054,0.071,0.167,0.089,0.103,0.085,0.054,0.08,0.188
"A Paula Akerfeld por el Frente de Izquierda",0.036,0.042,0.03,0.053,0.035,0.027,0.023,0.034,0.039,0.033,0.038,0.034,0.035,0.03,0.014,0.126
"No sabe",0.108,0.104,0.111,0.168,0.094,0.085,0.087,0.086,0.135,0.085,0.086,0.087,0.135,0.106,0.08,0.07
