"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Julio Zamora por el Frente de Todos",0.402,0.383,0.419,0.359,0.462,0.341,0.387,0.46,0.43,0.279,0.401,0.485,0.37,0.643,0.247,0.247
"A Segundo Cernadas por Cambiemos",0.267,0.227,0.304,0.228,0.216,0.349,0.354,0.192,0.272,0.35,0.258,0.223,0.292,0.105,0.438,0.283
"Al candidato de los liberales libertarios",0.105,0.158,0.055,0.145,0.075,0.126,0.096,0.108,0.086,0.134,0.082,0.135,0.113,0.051,0.136,0.069
"A Paula Akerfeld por el Frente de Izquierda",0.07,0.06,0.08,0.085,0.083,0.061,0.021,0.099,0.054,0.064,0.08,0.053,0.068,0.067,0.055,0.196
"No sabe",0.156,0.172,0.142,0.183,0.164,0.123,0.142,0.141,0.158,0.173,0.179,0.104,0.157,0.134,0.124,0.205
