"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Alberto Fernández por el Frente de Todos",0.238,0.216,0.259,0.23,0.246,0.231,0.241,0.275,0.218,0.234,0.201,0.236,0.225,0.272,0.567,0.041,0.101
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.292,0.255,0.327,0.184,0.248,0.34,0.416,0.3,0.27,0.313,0.308,0.302,0.331,0.268,0.068,0.549,0.348
"Javier Milei por los liberales libertarios",0.242,0.322,0.166,0.375,0.274,0.185,0.127,0.228,0.268,0.219,0.258,0.275,0.191,0.221,0.093,0.279,0.286
"Al candidato del Frente de Izquierda",0.046,0.053,0.04,0.076,0.052,0.034,0.024,0.043,0.044,0.052,0.05,0.014,0.091,0.051,0.076,0.007,0.056
"No sabe",0.182,0.154,0.208,0.135,0.18,0.21,0.192,0.154,0.2,0.182,0.183,0.173,0.162,0.188,0.196,0.124,0.209
