"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.407,0.468,0.465,0.273
"P04","Realizo changas o trabajos de vez en cuando",0.176,0.194,0.205,0.242
"P04","No tengo trabajo",0.158,0.152,0.162,0.257
"P04","Soy jubilado o pensionado",0.259,0.186,0.168,0.228
"P05","1",0.369,0.356,0.246,0.309
"P05","2",0.08,0.09,0.059,0.092
"P05","3",0.088,0.06,0.032,0.026
"P05","4",0.104,0.098,0.061,0.105
"P05","5",0.2,0.224,0.183,0.222
"P05","6",0.025,0.038,0.055,0.022
"P05","7",0.029,0.026,0.103,0.054
"P05","8",0.02,0.023,0.065,0.009
"P05","9",0.085,0.085,0.196,0.161
"P06","1",0.145,0.13,0.337,0.292
"P06","2",0.043,0.032,0.066,0.053
"P06","3",0.02,0.022,0.063,0.025
"P06","4",0.03,0.035,0.058,0.071
"P06","5",0.17,0.218,0.197,0.226
"P06","6",0.042,0.063,0.031,0.025
"P06","7",0.103,0.086,0.035,0.024
"P06","8",0.096,0.076,0.031,0.042
"P06","9",0.351,0.338,0.182,0.242
"P07","1",0.204,0.202,0.512,0.324
"P07","2",0.038,0.047,0.03,0.042
"P07","3",0.031,0.035,0.037,0.021
"P07","4",0.025,0.017,0.022,0.02
"P07","5",0.134,0.125,0.091,0.098
"P07","6",0.032,0.048,0.009,0.018
"P07","7",0.042,0.065,0.028,0.007
"P07","8",0.041,0.045,0.02,0.064
"P07","9",0.453,0.416,0.251,0.406
"P09","Del Frente de Todos y el peronismo",0.047,0.077,0.547,0.199
"P09","De juntos por el cambio",0.684,0.403,0.103,0.169
"P09","De los Liberales libertarios",0.198,0.389,0.123,0.11
"P09","De la Izquierda",0.008,0.022,0.055,0.023
"P09","No sabe",0.063,0.109,0.172,0.499
"P10","A Alberto Fernández",0.376,0.225,0.165,0.406
"P10","A Sergio Massa",0.186,0.263,0.243,0.14
"P10","A algún candidato del peronismo",0.359,0.372,0.133,0.293
"P10","A algún candidato del kirchnerismo",0.079,0.14,0.459,0.161
"P11","A Alberto Fernández",0.377,0.178,0.121,0.327
"P11","A Sergio Massa",0.061,0.211,0.167,0.137
"P11","A algún candidato del peronismo",0.417,0.362,0.1,0.189
"P11","A Cristina Fernández de Kirchner",0.145,0.249,0.612,0.347
"P12","A Horacio Rodriguez Larreta",0.133,0.322,0.362,0.347
"P12","A Mauricio Macri",0.315,0.412,0.287,0.362
"P12","A Patricia Bullrich",0.518,0.133,0.135,0.122
"P12","A Facundo Manes",0.018,0.069,0.126,0.062
"P12","A Gerardo Morales",0.016,0.064,0.09,0.107
"P13","Seguro lo votaria",0.151,0.141,0.23,0.208
"P13","Quizás lo votaría",0.337,0.355,0.23,0.242
"P13","Nunca lo votaría",0.512,0.504,0.54,0.55
"P14","Lo votaría",0.527,0.222,0.059,0.117
"P14","Puede que lo vote",0.297,0.376,0.079,0.175
"P14","Nunca lo votaría",0.124,0.313,0.796,0.331
"P14","No sabe",0.052,0.089,0.066,0.377
"P15","Lo votaría",0.09,0.066,0.217,0.063
"P15","Puede que lo vote",0.057,0.078,0.293,0.154
"P15","Nunca lo votaría",0.817,0.826,0.41,0.346
"P15","No sabe",0.036,0.03,0.08,0.437
"P16","Lo votaría",0.034,0.026,0.168,0.085
"P16","Puede que lo vote",0.024,0.061,0.308,0.177
"P16","Nunca lo votaría",0.924,0.897,0.439,0.495
"P16","No sabe",0.018,0.016,0.085,0.243
"P17","La votaría",0.036,0.039,0.526,0.152
"P17","Puede que la vote",0.023,0.035,0.09,0.056
"P17","Nunca la votaría",0.931,0.916,0.36,0.548
"P17","No sabe",0.01,0.01,0.024,0.244
"P18","Lo votaría",0.248,0.158,0.078,0.059
"P18","Puede que lo vote",0.427,0.403,0.096,0.178
"P18","Nunca lo votaría",0.279,0.39,0.789,0.32
"P18","No sabe",0.046,0.049,0.037,0.443
