"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Si",0.586,0.616,0.558,0.553,0.619,0.599,0.532,0.622,0.567,0.579,0.598,0.64,0.528,0.559,0.577,0.612,0.645
"No",0.414,0.384,0.442,0.447,0.381,0.401,0.468,0.378,0.433,0.421,0.402,0.36,0.472,0.441,0.423,0.388,0.355
