"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P04","Tengo trabajo estable",0.471,0.415,0.454,0.43,0.351
"P04","Realizo changas o trabajos de vez en cuando",0.185,0.165,0.245,0.31,0.276
"P04","No tengo trabajo",0.147,0.152,0.19,0.183,0.212
"P04","Soy jubilado o pensionado",0.197,0.268,0.111,0.077,0.161
"P05","1",0.222,0.366,0.343,0.176,0.272
"P05","2",0.074,0.073,0.099,0.023,0.06
"P05","3",0.024,0.086,0.072,0.019,0.04
"P05","4",0.054,0.101,0.077,0.052,0.088
"P05","5",0.146,0.18,0.254,0.128,0.271
"P05","6",0.063,0.037,0.012,0.043,0.051
"P05","7",0.127,0.032,0.022,0.157,0.054
"P05","8",0.067,0.023,0.012,0.115,0.037
"P05","9",0.223,0.102,0.109,0.287,0.127
"P06","1",0.416,0.169,0.119,0.273,0.207
"P06","2",0.063,0.037,0.03,0.136,0.079
"P06","3",0.064,0.029,0.014,0.048,0.057
"P06","4",0.062,0.038,0.028,0.069,0.061
"P06","5",0.172,0.174,0.172,0.288,0.252
"P06","6",0.029,0.053,0.031,0.004,0.046
"P06","7",0.033,0.097,0.083,0.029,0.037
"P06","8",0.033,0.087,0.093,0.022,0.029
"P06","9",0.128,0.316,0.43,0.131,0.232
"P07","1",0.55,0.265,0.188,0.542,0.351
"P07","2",0.042,0.043,0.024,0.011,0.044
"P07","3",0.043,0.036,0.032,0.011,0.023
"P07","4",0.017,0.023,0.022,0.037,0.03
"P07","5",0.083,0.115,0.134,0.065,0.113
"P07","6",0.01,0.027,0.044,0,0.018
"P07","7",0.019,0.045,0.051,0.043,0.034
"P07","8",0.017,0.039,0.059,0.024,0.021
"P07","9",0.219,0.407,0.446,0.267,0.366
"P14","Lo votaría",0.047,0.518,0.138,0.064,0.069
"P14","Puede que lo vote",0.066,0.279,0.315,0.142,0.16
"P14","Nunca lo votaría",0.817,0.167,0.461,0.717,0.516
"P14","No sabe",0.07,0.036,0.086,0.077,0.255
"P15","Lo votaría",0.299,0.093,0.049,0.04,0.066
"P15","Puede que lo vote",0.376,0.074,0.051,0.298,0.17
"P15","Nunca lo votaría",0.228,0.807,0.869,0.564,0.481
"P15","No sabe",0.097,0.026,0.031,0.098,0.283
"P16","Lo votaría",0.255,0.032,0.021,0.034,0.063
"P16","Puede que lo vote",0.443,0.033,0.033,0.221,0.121
"P16","Nunca lo votaría",0.202,0.917,0.936,0.64,0.631
"P16","No sabe",0.1,0.018,0.01,0.105,0.185
