"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P17","La votaría",0.761,0.042,0.03,0.197,0.172
"P17","Puede que la vote",0.102,0.016,0.029,0.186,0.069
"P17","Nunca la votaría",0.12,0.934,0.927,0.59,0.624
"P17","No sabe",0.017,0.008,0.014,0.027,0.135
"P18","Lo votaría",0.085,0.294,0.042,0.029,0.052
"P18","Puede que lo vote",0.066,0.421,0.257,0.1,0.229
"P18","Nunca lo votaría",0.808,0.248,0.656,0.83,0.473
"P18","No sabe",0.041,0.037,0.045,0.041,0.246
"P19","Lo votaría",0.036,0.137,0.049,0.054,0.057
"P19","Puede que lo vote",0.143,0.298,0.23,0.234,0.204
"P19","Nunca lo votaría",0.692,0.462,0.646,0.596,0.41
"P19","No sabe",0.129,0.103,0.075,0.116,0.329
"P20","La votaría",0.039,0.55,0.258,0.055,0.103
"P20","Puede que la vote",0.051,0.256,0.399,0.129,0.14
"P20","Nunca la votaría",0.864,0.157,0.303,0.768,0.532
"P20","No sabe",0.046,0.037,0.04,0.048,0.225
"P21","Lo votaría",0.027,0.123,0.728,0.052,0.123
"P21","Puede que lo vote",0.059,0.317,0.171,0.138,0.165
"P21","Nunca lo votaría",0.871,0.502,0.083,0.745,0.488
"P21","No sabe",0.043,0.058,0.018,0.065,0.224
"P22","La votaría",0.022,0.248,0.143,0.057,0.07
"P22","Puede que la vote",0.051,0.389,0.241,0.048,0.149
"P22","Nunca la votaría",0.868,0.294,0.544,0.824,0.488
"P22","No sabe",0.059,0.069,0.072,0.071,0.293
"P23","Mauricio Macri por Juntos por el Cambio",0.016,0.289,0.056,0.033,0.032
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.016,0.154,0.015,0.015,0.053
"P23","Patricia Bullrich por Juntos por el Cambio",0.031,0.381,0.171,0.053,0.094
"P23","María Eugenia Vidal por Juntos por el Cambio",0.003,0.058,0.027,0.043,0.032
"P23","Facundo Manes por Juntos por el Cambio",0.016,0.051,0.024,0.092,0.09
"P23","Alberto Fernández por el Frente de Todos",0.306,0.016,0.017,0.031,0.076
"P23","Sergio Massa por el Frente de Todos",0.409,0.017,0.028,0.048,0.103
"P23","Javier Milei por los liberales libertarios",0.008,0.016,0.645,0.088,0.134
"P23","Al candidato del Frente de Izquierda",0.047,0.002,0.005,0.522,0.018
"P23","No sabe",0.148,0.016,0.012,0.075,0.368
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.025,0.294,0.05,0.027,0.088
"P24","Mauricio Macri por Juntos por el Cambio",0.021,0.503,0.081,0.011,0.072
"P24","Alberto Fernández por el Frente de Todos",0.288,0.039,0.032,0.097,0.059
"P24","Sergio Massa por el Frente de Todos",0.432,0.021,0.04,0.079,0.105
"P24","Javier Milei por los liberales libertarios",0.016,0.054,0.732,0.173,0.206
"P24","Al candidato del Frente de Izquierda",0.061,0.026,0.018,0.514,0.033
"P24","No sabe",0.157,0.063,0.047,0.099,0.437
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.013,0.277,0.036,0.026,0.111
"P25","Patricia Bullrich por Juntos por el Cambio",0.04,0.576,0.179,0.061,0.106
"P25","Alberto Fernández por el Frente de Todos",0.29,0.024,0.016,0.078,0.077
"P25","Sergio Massa por el Frente de Todos",0.465,0.019,0.029,0.093,0.131
"P25","Javier Milei por los liberales libertarios",0.014,0.051,0.717,0.135,0.181
"P25","Al candidato del Frente de Izquierda",0.045,0.009,0.004,0.533,0.024
"P25","No sabe",0.133,0.044,0.019,0.074,0.37
"P26","Sergio Massa por el Frente de Todos",0.668,0.041,0.031,0.058,0.182
"P26","Mauricio Macri por Juntos por el Cambio",0.06,0.749,0.083,0.047,0.104
"P26","Javier Milei por los liberales libertarios",0.027,0.092,0.808,0.166,0.203
"P26","Al candidato del Frente de Izquierda",0.052,0.007,0.01,0.561,0.03
"P26","No sabe",0.193,0.111,0.068,0.168,0.481
"P27","Alberto Fernández por el Frente de Todos",0.667,0.029,0.025,0.104,0.144
"P27","Mauricio Macri por Juntos por el Cambio",0.053,0.791,0.09,0.038,0.124
"P27","Javier Milei por los liberales libertarios",0.027,0.074,0.827,0.124,0.17
"P27","Al candidato del Frente de Izquierda",0.061,0.008,0.004,0.529,0.05
"P27","No sabe",0.192,0.098,0.054,0.205,0.512
"P28","Alberto Fernández por el Frente de Todos",0.666,0.025,0.035,0.099,0.116
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.052,0.713,0.051,0.083,0.199
"P28","Javier Milei por los liberales libertarios",0.029,0.122,0.836,0.073,0.174
"P28","Al candidato del Frente de Izquierda",0.059,0.008,0.006,0.568,0.05
"P28","No sabe",0.194,0.132,0.072,0.177,0.461
"P29","Sergio Massa por el Frente de Todos",0.697,0.028,0.035,0.093,0.164
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.052,0.715,0.077,0.093,0.169
"P29","Javier Milei por los liberales libertarios",0.027,0.126,0.822,0.07,0.18
"P29","Al candidato del Frente de Izquierda",0.047,0.006,0.018,0.552,0.025
"P29","No sabe",0.177,0.125,0.048,0.192,0.462
"P30","Sergio Massa por el Frente de Todos",0.658,0.062,0.041,0.11,0.16
"P30","Patricia Bullrich por Juntos por el Cambio",0.089,0.773,0.198,0.051,0.188
"P30","Javier Milei por los liberales libertarios",0.02,0.077,0.72,0.117,0.141
"P30","Al candidato del Frente de Izquierda",0.055,0.005,0.004,0.538,0.027
"P30","No sabe",0.178,0.083,0.037,0.184,0.484
"P32","Alberto Fernández por el Frente de Todos",0.642,0.103,0.037,0.06,0.14
"P32","Patricia Bullrich por Juntos por el Cambio",0.09,0.733,0.185,0.054,0.18
"P32","Javier Milei por los liberales libertarios",0.023,0.079,0.724,0.115,0.16
"P32","Al candidato del Frente de Izquierda",0.064,0.008,0.006,0.646,0.043
"P32","No sabe",0.181,0.077,0.048,0.125,0.477
"P34","Sergio Massa por el Frente de Todos",0.807,0.043,0.06,0.41,0.24
"P34","Mauricio Macri por Juntos por el Cambio",0.059,0.872,0.574,0.113,0.222
"P34","No sabe",0.134,0.085,0.366,0.477,0.538
"P35","Sergio Massa",0.805,0.038,0.078,0.425,0.239
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.061,0.856,0.442,0.152,0.269
"P35","No sabe",0.134,0.106,0.48,0.423,0.492
"P36","Alberto Fernández por el Frente de Todos",0.797,0.024,0.031,0.476,0.218
"P36","Mauricio Macri por Juntos por el Cambio",0.066,0.889,0.629,0.17,0.247
"P36","No sabe",0.137,0.087,0.34,0.354,0.535
"P37","Alberto Fernández",0.783,0.034,0.029,0.511,0.195
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.074,0.864,0.465,0.2,0.301
"P37","No sabe",0.143,0.102,0.506,0.289,0.504
"P38","Sergio Massa por el Frente de Todos",0.818,0.04,0.045,0.462,0.27
"P38","Patricia Bullrich por Juntos por el Cambio",0.062,0.878,0.713,0.167,0.269
"P38","No sabe",0.12,0.082,0.242,0.371,0.461
"P39","Alberto Fernández por el Frente de Todos",0.819,0.023,0.029,0.476,0.201
"P39","Patricia Bullrich por Juntos por el Cambio",0.06,0.92,0.744,0.168,0.286
"P39","No sabe",0.121,0.057,0.227,0.356,0.513
"P40","Mauricio Macri por Juntos por el Cambio",0.125,0.739,0.1,0.089,0.195
"P40","Javier Milei por los liberales libertarios",0.077,0.165,0.824,0.197,0.226
"P40","No sabe",0.798,0.096,0.076,0.714,0.579
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.12,0.757,0.079,0.217,0.259
"P41","Javier Milei por los liberales libertarios",0.06,0.128,0.865,0.184,0.239
"P41","No sabe",0.82,0.115,0.056,0.599,0.502
"P42","Patricia Bullrich por Juntos por el Cambio",0.073,0.83,0.175,0.184,0.217
"P42","Javier Milei por los liberales libertarios",0.066,0.086,0.763,0.202,0.247
"P42","No sabe",0.861,0.084,0.062,0.614,0.536
"P43","Muy buena",0.123,0.107,0.013,0.087,0.047
"P43","Buena",0.328,0.034,0.07,0.088,0.093
"P43","Ni buena ni mala",0.397,0.019,0.013,0.335,0.268
"P43","Mala",0.095,0.082,0.096,0.276,0.171
"P43","Muy mala",0.055,0.751,0.801,0.199,0.414
"P43","No sabe",0.002,0.007,0.007,0.015,0.007
"P44","Muy buena",0.12,0.018,0.003,0.025,0.045
"P44","Buena",0.329,0.018,0.004,0.104,0.065
"P44","Ni buena ni mala",0.333,0.017,0.043,0.283,0.265
"P44","Mala",0.138,0.081,0.095,0.378,0.159
"P44","Muy mala",0.077,0.858,0.853,0.201,0.453
"P44","No sabe",0.003,0.008,0.002,0.009,0.013
"P45","Muy buena",0.638,0.031,0.007,0.164,0.096
"P45","Buena",0.163,0.003,0.014,0.19,0.055
"P45","Ni buena ni mala",0.077,0.006,0.018,0.173,0.173
"P45","Mala",0.042,0.044,0.051,0.132,0.104
"P45","Muy mala",0.079,0.907,0.908,0.332,0.542
"P45","No sabe",0.001,0.009,0.002,0.009,0.03
"P46","Muy buena",0.091,0.342,0.064,0.019,0.027
"P46","Buena",0.035,0.313,0.207,0.092,0.058
"P46","Ni buena ni mala",0.047,0.184,0.263,0.144,0.282
"P46","Mala",0.136,0.047,0.188,0.095,0.25
"P46","Muy mala",0.683,0.11,0.272,0.575,0.352
"P46","No sabe",0.008,0.004,0.006,0.075,0.031
"P47","Muy buena",0.031,0.27,0.054,0.033,0.03
"P47","Buena",0.05,0.401,0.221,0.111,0.204
"P47","Ni buena ni mala",0.116,0.215,0.227,0.102,0.348
"P47","Mala",0.216,0.059,0.181,0.283,0.182
"P47","Muy mala",0.569,0.044,0.306,0.443,0.162
"P47","No sabe",0.018,0.011,0.011,0.028,0.074
"P48","Muy buena",0.181,0.046,0.024,0.033,0.027
"P48","Buena",0.334,0.06,0.068,0.065,0.143
"P48","Ni buena ni mala",0.249,0.087,0.07,0.406,0.26
"P48","Mala",0.091,0.182,0.17,0.16,0.195
"P48","Muy mala",0.119,0.618,0.654,0.318,0.314
"P48","No sabe",0.026,0.007,0.014,0.018,0.061
"P49","Muy buena",0.037,0.507,0.249,0.055,0.094
"P49","Buena",0.059,0.261,0.29,0.023,0.123
"P49","Ni buena ni mala",0.082,0.1,0.224,0.188,0.263
"P49","Mala",0.096,0.035,0.104,0.137,0.143
"P49","Muy mala",0.704,0.089,0.132,0.588,0.284
"P49","No sabe",0.022,0.008,0.001,0.009,0.093
"P50","Muy buena",0.014,0.124,0.56,0.009,0.078
"P50","Buena",0.024,0.174,0.28,0.154,0.125
"P50","Ni buena ni mala",0.092,0.359,0.107,0.027,0.32
"P50","Mala",0.142,0.163,0.015,0.137,0.13
"P50","Muy mala",0.698,0.15,0.037,0.663,0.263
"P50","No sabe",0.03,0.03,0.001,0.01,0.084
"P51","Muy buena",0.017,0.269,0.117,0.014,0.045
"P51","Buena",0.039,0.408,0.219,0.109,0.186
"P51","Ni buena ni mala",0.069,0.204,0.265,0.079,0.28
"P51","Mala",0.134,0.053,0.149,0.325,0.173
"P51","Muy mala",0.707,0.056,0.249,0.458,0.214
"P51","No sabe",0.034,0.01,0.001,0.015,0.102
"P52","Muy buena",0.035,0.107,0.048,0.088,0.072
"P52","Buena",0.086,0.201,0.133,0.122,0.148
"P52","Ni buena ni mala",0.374,0.374,0.348,0.338,0.375
"P52","Mala",0.165,0.148,0.15,0.243,0.09
"P52","Muy mala",0.29,0.119,0.271,0.186,0.092
"P52","No sabe",0.05,0.051,0.05,0.023,0.223
"P53","Siempre",0.35,0.333,0.283,0.215,0.167
"P53","Casi siempre",0.413,0.43,0.361,0.548,0.441
"P53","Casi nunca",0.161,0.171,0.274,0.162,0.23
"P53","Nunca, pero esta es una excepción",0.076,0.066,0.082,0.075,0.162
"P54","Si",0.606,0.589,0.596,0.61,0.497
"P54","No",0.394,0.411,0.404,0.39,0.503
