"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.464,0.459,0.449,0.418
"P04","Realizo changas o trabajos de vez en cuando",0.154,0.16,0.186,0.24
"P04","No tengo trabajo",0.144,0.139,0.187,0.192
"P04","Soy jubilado o pensionado",0.238,0.242,0.178,0.15
"P05","1",0.316,0.287,0.251,0.293
"P05","2",0.073,0.066,0.081,0.112
"P05","3",0.051,0.06,0.071,0.038
"P05","4",0.082,0.097,0.094,0.031
"P05","5",0.201,0.187,0.24,0.219
"P05","6",0.036,0.067,0.034,0.05
"P05","7",0.062,0.084,0.053,0.036
"P05","8",0.042,0.049,0.038,0.048
"P05","9",0.137,0.103,0.138,0.173
"P06","1",0.269,0.191,0.199,0.25
"P06","2",0.041,0.054,0.031,0.046
"P06","3",0.039,0.05,0.043,0.028
"P06","4",0.041,0.057,0.047,0.06
"P06","5",0.206,0.196,0.227,0.189
"P06","6",0.045,0.05,0.039,0.027
"P06","7",0.057,0.095,0.084,0.051
"P06","8",0.07,0.073,0.065,0.08
"P06","9",0.232,0.234,0.265,0.269
"P07","1",0.4,0.335,0.311,0.322
"P07","2",0.033,0.047,0.017,0.037
"P07","3",0.04,0.04,0.033,0.02
"P07","4",0.018,0.035,0.018,0.004
"P07","5",0.118,0.132,0.139,0.078
"P07","6",0.027,0.031,0.047,0.034
"P07","7",0.038,0.052,0.038,0.065
"P07","8",0.022,0.043,0.037,0.038
"P07","9",0.304,0.285,0.36,0.402
"P09","Del Frente de Todos y el peronismo",0.363,0.316,0.263,0.292
"P09","De juntos por el cambio",0.38,0.362,0.309,0.278
"P09","De los Liberales libertarios",0.178,0.168,0.273,0.189
"P09","De la Izquierda",0.019,0.036,0.023,0.025
"P09","No sabe",0.06,0.118,0.132,0.216
"P10","A Alberto Fernández",0.185,0.091,0.189,0.323
"P10","A Sergio Massa",0.191,0.275,0.275,0.23
"P10","A algún candidato del peronismo",0.141,0.159,0.167,0.057
"P10","A algún candidato del kirchnerismo",0.483,0.475,0.369,0.39
"P11","A Alberto Fernández",0.116,0.038,0.089,0.277
"P11","A Sergio Massa",0.106,0.249,0.175,0.116
"P11","A algún candidato del peronismo",0.097,0.113,0.181,0.089
"P11","A Cristina Fernández de Kirchner",0.681,0.6,0.555,0.518
"P12","A Horacio Rodriguez Larreta",0.199,0.211,0.229,0.124
"P12","A Mauricio Macri",0.389,0.284,0.316,0.396
"P12","A Patricia Bullrich",0.352,0.395,0.322,0.429
"P12","A Facundo Manes",0.036,0.056,0.043,0.041
"P12","A Gerardo Morales",0.024,0.054,0.09,0.01
"P13","Seguro lo votaria",0.168,0.11,0.057,0.119
"P13","Quizás lo votaría",0.322,0.337,0.348,0.173
"P13","Nunca lo votaría",0.51,0.553,0.595,0.708
"P14","Lo votaría",0.279,0.23,0.188,0.191
"P14","Puede que lo vote",0.179,0.225,0.283,0.175
"P14","Nunca lo votaría",0.475,0.465,0.462,0.493
"P14","No sabe",0.067,0.08,0.067,0.141
"P15","Lo votaría",0.16,0.151,0.144,0.164
"P15","Puede que lo vote",0.19,0.189,0.121,0.136
"P15","Nunca lo votaría",0.606,0.599,0.644,0.621
"P15","No sabe",0.044,0.061,0.091,0.079
"P16","Lo votaría",0.095,0.065,0.088,0.117
"P16","Puede que lo vote",0.188,0.195,0.166,0.192
"P16","Nunca lo votaría",0.668,0.676,0.7,0.627
"P16","No sabe",0.049,0.064,0.046,0.064
"P17","La votaría",0.326,0.266,0.222,0.227
"P17","Puede que la vote",0.033,0.062,0.063,0.057
"P17","Nunca la votaría",0.637,0.652,0.698,0.637
"P17","No sabe",0.004,0.02,0.017,0.079
"P18","Lo votaría",0.181,0.148,0.135,0.119
"P18","Puede que lo vote",0.234,0.295,0.288,0.224
"P18","Nunca lo votaría",0.569,0.504,0.518,0.541
"P18","No sabe",0.016,0.053,0.059,0.116
"P19","Lo votaría",0.086,0.075,0.071,0.081
"P19","Puede que lo vote",0.226,0.297,0.257,0.161
"P19","Nunca lo votaría",0.602,0.522,0.549,0.582
"P19","No sabe",0.086,0.106,0.123,0.176
"P20","La votaría",0.325,0.283,0.277,0.23
"P20","Puede que la vote",0.188,0.236,0.254,0.199
"P20","Nunca la votaría",0.469,0.44,0.405,0.467
"P20","No sabe",0.018,0.041,0.064,0.104
"P21","Lo votaría",0.205,0.167,0.295,0.225
"P21","Puede que lo vote",0.192,0.212,0.154,0.115
"P21","Nunca lo votaría",0.568,0.584,0.488,0.522
"P21","No sabe",0.035,0.037,0.063,0.138
"P22","La votaría",0.133,0.133,0.134,0.16
"P22","Puede que la vote",0.225,0.226,0.28,0.141
"P22","Nunca la votaría",0.592,0.56,0.494,0.551
"P22","No sabe",0.05,0.081,0.092,0.148
"P23","Mauricio Macri por Juntos por el Cambio",0.155,0.117,0.092,0.1
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.063,0.075,0.061,0.048
"P23","Patricia Bullrich por Juntos por el Cambio",0.223,0.208,0.207,0.146
"P23","María Eugenia Vidal por Juntos por el Cambio",0.019,0.043,0.025,0.018
"P23","Facundo Manes por Juntos por el Cambio",0.039,0.049,0.034,0.036
"P23","Alberto Fernández por el Frente de Todos",0.117,0.088,0.106,0.134
"P23","Sergio Massa por el Frente de Todos",0.175,0.17,0.109,0.173
"P23","Javier Milei por los liberales libertarios",0.119,0.117,0.25,0.195
"P23","Al candidato del Frente de Izquierda",0.027,0.046,0.031,0.025
"P23","No sabe",0.063,0.087,0.085,0.125
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.14,0.136,0.11,0.087
"P24","Mauricio Macri por Juntos por el Cambio",0.228,0.245,0.182,0.168
"P24","Alberto Fernández por el Frente de Todos",0.142,0.079,0.112,0.12
"P24","Sergio Massa por el Frente de Todos",0.183,0.195,0.118,0.19
"P24","Javier Milei por los liberales libertarios",0.174,0.178,0.284,0.214
"P24","Al candidato del Frente de Izquierda",0.044,0.051,0.039,0.053
"P24","No sabe",0.089,0.116,0.155,0.168
