"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.381,0.353,0.534,0.494,0.473,0.457,0.525,0.421,0.413
"P04","Realizo changas o trabajos de vez en cuando",0.213,0.243,0.177,0.16,0.183,0.179,0.174,0.209,0.231
"P04","No tengo trabajo",0.19,0.209,0.109,0.176,0.178,0.114,0.116,0.139,0.175
"P04","Soy jubilado o pensionado",0.216,0.195,0.18,0.17,0.166,0.25,0.185,0.231,0.181
"P05","1",0.392,0.231,0.172,0.106,0.142,0.096,0.184,0.179,0.483
"P05","2",0.072,0.233,0.044,0.038,0.057,0.056,0.063,0.102,0.066
"P05","3",0.025,0.012,0.182,0.039,0.042,0.065,0.139,0.16,0.042
"P05","4",0.034,0.037,0.067,0.35,0.076,0.129,0.168,0.114,0.046
"P05","5",0.086,0.167,0.159,0.215,0.47,0.271,0.169,0.218,0.095
"P05","6",0.03,0.028,0.097,0.086,0.05,0.209,0.05,0.05,0.006
"P05","7",0.046,0.172,0.188,0.095,0.075,0.063,0.149,0.046,0.015
"P05","8",0.04,0.058,0.059,0.056,0.02,0.072,0.037,0.082,0.021
"P05","9",0.275,0.062,0.032,0.015,0.068,0.039,0.041,0.049,0.226
"P07","1",0.572,0.39,0.456,0.352,0.301,0.228,0.202,0.255,0.273
"P07","2",0.025,0.172,0.074,0.052,0.028,0.074,0.052,0.035,0.013
"P07","3",0.012,0.03,0.204,0.073,0.039,0.053,0.044,0.021,0.015
"P07","4",0.003,0.004,0.028,0.084,0.03,0.013,0.073,0.009,0.015
"P07","5",0.051,0.074,0.052,0.076,0.243,0.098,0.114,0.108,0.083
"P07","6",0.006,0.031,0.013,0.025,0.023,0.151,0.03,0.031,0.013
"P07","7",0.009,0.022,0.016,0.045,0.04,0.053,0.168,0.052,0.027
"P07","8",0.005,0.019,0.015,0.01,0.043,0.073,0.08,0.162,0.017
"P07","9",0.317,0.258,0.142,0.283,0.253,0.257,0.237,0.327,0.544
"P09","Del Frente de Todos y el peronismo",0.524,0.361,0.467,0.397,0.282,0.231,0.16,0.173,0.153
"P09","De juntos por el cambio",0.217,0.219,0.218,0.247,0.289,0.425,0.487,0.455,0.383
"P09","De los Liberales libertarios",0.088,0.101,0.061,0.105,0.166,0.148,0.242,0.282,0.303
"P09","De la Izquierda",0.035,0.079,0.035,0.045,0.047,0.003,0.015,0.012,0.016
"P09","No sabe",0.136,0.24,0.219,0.206,0.216,0.193,0.096,0.078,0.145
"P10","A Alberto Fernández",0.251,0.197,0.081,0.142,0.163,0.129,0.18,0.449,0.209
"P10","A Sergio Massa",0.162,0.289,0.28,0.284,0.288,0.296,0.34,0.243,0.256
"P10","A algún candidato del peronismo",0.124,0.138,0.189,0.256,0.166,0.221,0.121,0.092,0.259
"P10","A algún candidato del kirchnerismo",0.463,0.376,0.45,0.318,0.383,0.354,0.359,0.216,0.276
"P11","A Alberto Fernández",0.151,0.185,0.048,0.094,0.112,0.097,0.045,0.257,0.239
"P11","A Sergio Massa",0.092,0.243,0.212,0.235,0.222,0.212,0.242,0.127,0.168
"P11","A algún candidato del peronismo",0.125,0.048,0.121,0.106,0.14,0.205,0.157,0.174,0.183
"P11","A Cristina Fernández de Kirchner",0.632,0.524,0.619,0.565,0.526,0.486,0.556,0.442,0.41
"P12","A Horacio Rodriguez Larreta",0.244,0.19,0.19,0.296,0.258,0.282,0.235,0.173,0.218
"P12","A Mauricio Macri",0.388,0.293,0.324,0.172,0.31,0.279,0.267,0.358,0.384
"P12","A Patricia Bullrich",0.263,0.325,0.408,0.305,0.291,0.322,0.416,0.389,0.349
"P12","A Facundo Manes",0.061,0.125,0.038,0.139,0.068,0.041,0.039,0.063,0.025
"P12","A Gerardo Morales",0.044,0.067,0.04,0.088,0.073,0.076,0.043,0.017,0.024
"P13","Seguro lo votaria",0.192,0.114,0.148,0.126,0.122,0.155,0.14,0.139,0.227
"P13","Quizás lo votaría",0.319,0.333,0.166,0.261,0.355,0.209,0.303,0.352,0.335
"P13","Nunca lo votaría",0.489,0.553,0.686,0.613,0.523,0.636,0.557,0.509,0.438
"P14","Lo votaría",0.153,0.144,0.132,0.116,0.2,0.183,0.271,0.358,0.29
"P14","Puede que lo vote",0.079,0.184,0.144,0.159,0.209,0.316,0.31,0.302,0.248
"P14","Nunca lo votaría",0.676,0.578,0.663,0.603,0.495,0.448,0.318,0.277,0.36
"P14","No sabe",0.092,0.094,0.061,0.122,0.096,0.053,0.101,0.063,0.102
"P15","Lo votaría",0.197,0.199,0.159,0.183,0.124,0.134,0.083,0.085,0.107
"P15","Puede que lo vote",0.264,0.233,0.379,0.252,0.173,0.153,0.129,0.133,0.092
"P15","Nunca lo votaría",0.407,0.479,0.377,0.476,0.619,0.676,0.75,0.735,0.705
"P15","No sabe",0.132,0.089,0.085,0.089,0.084,0.037,0.038,0.047,0.096
"P16","Lo votaría",0.193,0.149,0.082,0.08,0.077,0.085,0.017,0.053,0.069
"P16","Puede que lo vote",0.262,0.237,0.341,0.259,0.167,0.181,0.131,0.09,0.083
"P16","Nunca lo votaría",0.426,0.553,0.496,0.568,0.698,0.676,0.835,0.827,0.793
"P16","No sabe",0.119,0.061,0.081,0.093,0.058,0.058,0.017,0.03,0.055
"P17","La votaría",0.526,0.382,0.455,0.289,0.208,0.225,0.086,0.133,0.145
"P17","Puede que la vote",0.073,0.13,0.109,0.102,0.059,0.047,0.049,0.033,0.023
"P17","Nunca la votaría",0.36,0.471,0.409,0.554,0.695,0.704,0.851,0.807,0.802
"P17","No sabe",0.041,0.017,0.027,0.055,0.038,0.024,0.014,0.027,0.03
"P18","Lo votaría",0.122,0.105,0.121,0.101,0.156,0.183,0.176,0.17,0.124
"P18","Puede que lo vote",0.119,0.193,0.171,0.236,0.278,0.284,0.389,0.35,0.287
"P18","Nunca lo votaría",0.677,0.613,0.665,0.569,0.48,0.472,0.384,0.408,0.529
"P18","No sabe",0.082,0.089,0.043,0.094,0.086,0.061,0.051,0.072,0.06
"P19","Lo votaría",0.058,0.059,0.056,0.122,0.097,0.109,0.113,0.072,0.055
"P19","Puede que lo vote",0.152,0.207,0.241,0.232,0.263,0.337,0.316,0.273,0.2
"P19","Nunca lo votaría",0.637,0.572,0.53,0.467,0.483,0.454,0.514,0.532,0.609
"P19","No sabe",0.153,0.162,0.173,0.179,0.157,0.1,0.057,0.123,0.136
"P20","La votaría",0.15,0.208,0.122,0.159,0.219,0.267,0.425,0.425,0.341
"P20","Puede que la vote",0.107,0.121,0.106,0.149,0.221,0.317,0.278,0.264,0.259
"P20","Nunca la votaría",0.66,0.601,0.73,0.587,0.48,0.371,0.27,0.26,0.335
