codigo	bloque	paleta	texto	label	aclaracion
P06	Control	quali	¿Qué tan decidido está sobre ir a votar?	Nivel de decisión sobre ir o no a votar	
P07	Control	muchopoco	¿Qué tanto diría usted que le importa la política?	Opinión sobre la importancia de la política	
P08	Control	frecuencia	¿Cuán frecuente es que usted responda encuestas?	Frecuencia de respuesta de encuestas	
P13	Preferencias Electorales: Elecciones Generales	politica	¿En las elecciones de presidente y diputados nacionales de este año, al candidato de qué espacio político votaría?	Intención de voto a presidente por espacio político	
P14	Preferencias Electorales: Elecciones Generales	politica	Pensando en las próximas elecciones de primera vuelta a presidente, vicepresidente y generales a diputados nacionales a que candidatos preferiría votar?	Intención de voto por fórmula presidencial en primera vuelta y a diputados en generales	
P14_imputada	Preferencias Electorales: Elecciones Generales	politica	Pensando en las próximas elecciones de primera vuelta a presidente, vicepresidente y generales a diputados nacionales a que candidatos preferiría votar?	Intención de voto por fórmula presidencial en primera vuelta y a diputados en generales	(imputación no lineal de indecisos)
P18	Preferencias Electorales: Elecciones Generales	muchopoco	Podría usted decirnos cuán seguro está de sus preferencias de voto a presidente y vicepresidente en las próximas elecciones	Nivel de seguridad sobre intención de voto por fórmula presidencial	
P19	Preferencias Electorales: Elecciones Generales	politica	Además de la opción de Diputados Nacional, ¿usted seleccionaría alguna opción de presidente y vicepresidente cortando la boleta?	Intención de voto por fórmulas presidenciales en caso de corte de boleta	
P22	Preferencias Electorales: Elecciones Generales	sino	En las elecciones a Diputados Nacionales por la Provincia de Rio Negro,¿ usted estaría dispuesto a cortar boleta?	Intención de corte de boleta en elecciones a Diputados Nacionales	
P23	Preferencias Electorales: Elecciones Generales	politica	¿Podría indicarnos cuáles serían los candidatos a Diputados Nacionales que usted preferiría votar en las próximas elecciones generales?	Intención de voto por candidatos a Diputado Nacional	
PRESIDENTE	Preferencias Electorales: Elecciones Generales	politica	Intención de voto a Presidente	Intención de voto a Presidente y Vicepresidente	considerando corte de boleta
PRESIDENTE_imputada	Preferencias Electorales: Elecciones Generales	politica	Intención de voto a Presidente	Intención de voto a Presidente y Vicepresidente	considerando corte de boleta (imputación no lineal de indecisos)
DIPUTADOS	Preferencias Electorales: Elecciones Generales	politica	Intención de voto para Diputado Nacional	Intención de voto para Diputado Nacional	considerando corte de boleta
DIPUTADOS_imputada	Preferencias Electorales: Elecciones Generales	politica	Intención de voto para Diputado Nacional	Intención de voto para Diputado Nacional	considerando corte de boleta (imputación no lineal de indecisos)
P27	Preferencias Electorales: Segunda Vuelta	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto por fórmula presidencial en segunda vuelta electoral	(Escenario 1)
P28	Preferencias Electorales: Segunda Vuelta	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto por fórmula presidencial en segunda vuelta electoral	(Escenario 2)
P29	Preferencias Electorales: Segunda Vuelta	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto por fórmula presidencial en segunda vuelta electoral	(Escenario 3)
P30	Temas de Coyuntura	quali	En su opinión, ¿cómo se sale de la permanente crisis que vive argentina?	Opinión sobre la crisis argentina	
P31	Temas de Coyuntura	quali	En su opinión las vacaciones de Insaurralde en un yate en Marbella junto con una modelo son:	Opinión sobre el las vacaciones de Martín Insaurralde	
P32	Temas de Coyuntura	sino	¿Vio usted el debate presidencial del domingo pasado?	Audiencia del segundo debate presidencial	
P33	Temas de Coyuntura	politica	¿En su opinión quien cree que gano el debate presidencial del domingo pasado?	Opinión sobre el desempeño de los candidatos presidenciales en el debate	
P34	Temas de Coyuntura	ingresos	En los últimos 12 meses, su nivel de ingresos	Modificación del nivel de ingresos personales en el último año	
P35	Temas de Coyuntura	diverging	En los últimos 6 meses, ¿ha tenido dificultades para pagar las tarifas de los servicios públicos?	Dificultades en el pago de tarifas en los últimos 6 meses	
P36	Temas de Coyuntura	diverging	¿Considera que el gobierno debería intervenir para controlar y limitar los aumentos de las tarifas de los servicios públicos?	Opinión sobre la injerencia del Gobierno en las tarifas de servicios públicos	
P37	Temas de Coyuntura	qualitative_strong	En su opinión, ¿cuál de las siguientes medidas es la mejor para mejorar la situación económica en Argentina? 	Opinión sobre medidas económicas 	
P38	Temas de Coyuntura	diverging	En relación con las recientes medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo), considera que es una medida: 	Opinión sobre las medidas económicas para monotributistas	
P39	Temas de Coyuntura	diverging	En relación con la medida de reintegro del 21% en las compras realizadas con tarjeta de débito, considera que es una medida: 	Opinión sobre el reintegro del IVA	
P40	Temas de Coyuntura	diverging	En relación con la medida de asignación no remunerativa para trabajadores registrados, considera que es una medida: 	Opinión sobre la asignación no remunerativa para trabajadores registrados	
