"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.816,0.455,0.084,0.42
"P09","Diego Santilli",0.045,0.184,0.395,0.17
"P09","Facundo Manes",0.016,0.086,0.149,0.046
"P09","Florencio Randazzo",0.019,0.045,0.057,0.062
"P09","A los candidatos de la izquierda",0.02,0.042,0.024,0.032
"P09","Jose Luis Espert",0.035,0.043,0.126,0.035
"P09","Otros candidatos",0.025,0.066,0.065,0.13
"P09","Votaría en blanco o anularía",0.024,0.079,0.1,0.105
