"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.378,0.346,0.408,0.321,0.419,0.398,0.352,0.395,0.358,0.392,0.637,0.124,0.18,0.401,0.332,0.703,0.513,0.075,0.171,0.106
"Juntos por el Cambio",0.276,0.238,0.311,0.223,0.221,0.314,0.444,0.273,0.272,0.289,0.136,0.532,0.308,0.273,0.283,0.124,0.238,0.769,0.527,0.117
"De los liberales libertarios",0.226,0.312,0.147,0.324,0.234,0.174,0.114,0.175,0.271,0.218,0.148,0.271,0.308,0.204,0.27,0.089,0.146,0.112,0.182,0.677
"De la Izquierda",0.032,0.025,0.038,0.038,0.027,0.033,0.03,0.042,0.022,0.034,0.023,0.013,0.027,0.031,0.034,0.015,0.036,0.007,0.014,0.016
"Hacemos por nuestro país",0.026,0.024,0.027,0.027,0.031,0.015,0.025,0.033,0.019,0.026,0.014,0.034,0.065,0.025,0.027,0.018,0.017,0.021,0.024,0.046
"Otro",0.035,0.03,0.04,0.045,0.04,0.026,0.019,0.042,0.034,0.028,0.025,0.022,0.061,0.037,0.031,0.036,0.03,0.014,0.014,0.024
"En blanco",0.027,0.025,0.029,0.022,0.028,0.04,0.016,0.04,0.024,0.013,0.017,0.004,0.051,0.029,0.023,0.015,0.02,0.002,0.068,0.014
