"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.35,0.313,0.385,0.261,0.332,0.362,0.501,0.385,0.315,0.365,0.201,0.574,0.414,0.335,0.379,0.203,0.408,0.803,0.552,0.135
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.249,0.329,0.176,0.362,0.258,0.19,0.149,0.206,0.292,0.232,0.148,0.316,0.423,0.215,0.316,0.122,0.093,0.142,0.264,0.721
"En blanco",0.244,0.223,0.263,0.23,0.26,0.279,0.183,0.213,0.251,0.273,0.425,0.051,0.123,0.28,0.174,0.445,0.362,0.02,0.085,0.069
"No sabe",0.157,0.135,0.176,0.147,0.15,0.169,0.167,0.196,0.142,0.13,0.226,0.059,0.04,0.17,0.131,0.23,0.137,0.035,0.099,0.075
