"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.474,0.439,0.507,0.413,0.513,0.509,0.433,0.514,0.437,0.487,0.757,0.189,0.342,0.516,0.394,0.805,0.738,0.121,0.247,0.135
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.298,0.373,0.229,0.44,0.303,0.244,0.158,0.207,0.358,0.314,0.142,0.421,0.465,0.275,0.341,0.099,0.129,0.261,0.399,0.804
"En blanco",0.123,0.114,0.131,0.081,0.105,0.141,0.196,0.143,0.107,0.124,0.068,0.2,0.155,0.114,0.141,0.064,0.101,0.321,0.17,0.033
"No sabe",0.105,0.074,0.133,0.066,0.079,0.106,0.213,0.136,0.098,0.075,0.033,0.19,0.038,0.095,0.124,0.032,0.032,0.297,0.184,0.028
