"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.449,0.419,0.476,0.38,0.487,0.484,0.418,0.475,0.432,0.443,0.765,0.124,0.185,0.49,0.367,0.793,0.738,0.051,0.154,0.145
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.332,0.327,0.336,0.249,0.312,0.358,0.464,0.337,0.302,0.376,0.11,0.674,0.435,0.307,0.38,0.11,0.131,0.884,0.624,0.333
"En blanco",0.116,0.148,0.087,0.223,0.099,0.079,0.048,0.061,0.167,0.103,0.069,0.116,0.179,0.113,0.123,0.046,0.092,0.023,0.077,0.343
"No sabe",0.103,0.106,0.101,0.148,0.102,0.079,0.07,0.127,0.099,0.078,0.056,0.086,0.201,0.09,0.13,0.051,0.039,0.042,0.145,0.179
