"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.743,0.778,0.711,0.695,0.734,0.768,0.796,0.71,0.758,0.759,0.78,0.768,0.78,0.744,0.74,0.812,0.707,0.768,0.58,0.745
"Bastante seguro",0.095,0.093,0.096,0.126,0.102,0.078,0.058,0.089,0.094,0.104,0.092,0.091,0.115,0.1,0.086,0.071,0.129,0.094,0.166,0.115
"Algo seguro",0.071,0.059,0.082,0.071,0.09,0.045,0.064,0.076,0.067,0.072,0.056,0.074,0.046,0.06,0.093,0.055,0.084,0.086,0.091,0.066
"Para nada seguro",0.091,0.07,0.111,0.108,0.074,0.109,0.082,0.125,0.081,0.065,0.072,0.067,0.059,0.096,0.081,0.062,0.08,0.052,0.163,0.074
