"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P10","Unión por la Patria",0.217,0.124,0.785,0.545
"P10","Juntos por el Cambio",0.596,0.132,0.06,0.117
"P10","De los liberales libertarios",0.102,0.662,0.035,0.082
"P10","De la Izquierda",0.022,0.027,0.043,0.042
"P10","Hacemos por nuestro país",0.021,0.02,0.013,0.015
"P10","Otro",0.019,0.01,0.03,0.055
"P10","En blanco",0.012,0.001,0.029,0.018
"P10","No sabe",0.011,0.024,0.005,0.126
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.261,0.089,0.828,0.648
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.613,0.173,0.029,0.055
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.06,0.67,0.044,0.069
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.017,0.017,0.045,0.038
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.019,0.033,0.017,0.032
"P20","En blanco",0.003,0.014,0.028,0.01
"P20","No sabe",0.027,0.004,0.009,0.148
"P26","Totalmente seguro",0.726,0.772,0.867,0.616
"P26","Bastante seguro",0.109,0.095,0.05,0.114
"P26","Algo seguro",0.08,0.081,0.035,0.078
"P26","Para nada seguro",0.085,0.052,0.048,0.192
"P27","Tiene Decidido que va a ir a votar",0.925,0.898,0.974,0.837
"P27","Tiene dudas sobre si va a ir a  votar",0.056,0.078,0.017,0.128
"P27","Tiene Decidido que no va a ir a votar",0.019,0.024,0.009,0.035
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.303,0.084,0.846,0.67
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.641,0.446,0.009,0.045
"P28","En blanco",0.024,0.312,0.125,0.019
"P28","No sabe",0.032,0.158,0.02,0.266
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.427,0.081,0.815,0.669
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.19,0.826,0.04,0.102
"P30","En blanco",0.203,0.053,0.138,0.031
"P30","No sabe",0.18,0.04,0.007,0.198
