"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.432,0.391,0.468,0.398,0.464,0.451,0.381,0.45,0.425,0.416,0.712,0.122,0.298,0.46,0.373,0.757,0.622,0.066,0.161,0.122
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.272,0.257,0.286,0.205,0.215,0.324,0.446,0.291,0.235,0.312,0.096,0.564,0.283,0.254,0.309,0.118,0.165,0.828,0.517,0.103
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.221,0.274,0.172,0.29,0.247,0.179,0.102,0.177,0.268,0.198,0.142,0.264,0.344,0.208,0.245,0.085,0.113,0.084,0.203,0.721
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.027,0.033,0.022,0.035,0.025,0.023,0.025,0.034,0.024,0.024,0.017,0.012,0.023,0.028,0.027,0.014,0.033,0.004,0.035,0.007
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.027,0.017,0.037,0.044,0.024,0.011,0.032,0.025,0.025,0.035,0.026,0.022,0.034,0.028,0.027,0.016,0.033,0.016,0.04,0.026
"En blanco",0.021,0.028,0.015,0.028,0.025,0.012,0.014,0.023,0.023,0.015,0.007,0.016,0.018,0.022,0.019,0.01,0.034,0.002,0.044,0.021
