"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.376,0.372,0.381,0.347,0.451,0.284,0.372,0.564,0.33,0.282,0.731,0.045,0.244
"A Santilli y Manes por Juntos",0.399,0.364,0.437,0.244,0.389,0.526,0.501,0.276,0.386,0.536,0.108,0.777,0.556
"A Del Caño por el Frente de Izquierda",0.02,0.018,0.023,0.016,0.024,0.03,0.007,0,0.014,0.05,0.01,0.003,0.032
"A Espert por Avanza libertad",0.123,0.176,0.064,0.282,0.081,0.076,0.028,0.057,0.173,0.095,0.035,0.157,0.124
"A Randazo por “Vamos con vos""",0.016,0.021,0.011,0.016,0.01,0.01,0.038,0,0.021,0.023,0.03,0,0.044
"A Hotton por “+Valores”",0.004,0,0.009,0,0.011,0,0,0,0.009,0,0,0.011,0
"Votaría en blanco o anularía",0.062,0.049,0.075,0.095,0.034,0.074,0.054,0.103,0.067,0.014,0.086,0.007,0
