"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.364,0.351,0.377,0.375,0.394,0.264,0.41,0.508,0.301,0.299,0.681,0.045,0.238
"A Santilli y Manes por Juntos",0.358,0.341,0.375,0.239,0.35,0.437,0.474,0.187,0.4,0.496,0.122,0.766,0.541
"A Del Caño por el Frente de Izquierda",0.023,0.027,0.018,0.025,0.026,0.024,0.006,0,0.019,0.057,0.014,0.003,0.031
"A Espert por Avanza libertad",0.104,0.159,0.05,0.231,0.071,0.066,0.026,0.039,0.157,0.089,0.03,0.146,0.121
"A Randazo por “Vamos con vos""",0.021,0.034,0.009,0.013,0.015,0.032,0.035,0.014,0.024,0.024,0.039,0,0.043
"A Hotton por “+Valores”",0.013,0,0.026,0.039,0.009,0,0,0.032,0.008,0,0,0.01,0
"Votaría en blanco o anularía",0.117,0.088,0.145,0.078,0.135,0.177,0.049,0.22,0.091,0.035,0.114,0.03,0.026
