"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.273,0.275,0.227,0.104
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.118,0.066,0.081,0.041
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.179,0.255,0.19,0.116
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.106,0.099,0.074,0.061
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.245,0.221,0.234,0.355
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.023,0.022,0.021,0.035
"PRESIDENTE","En blanco",0.015,0.016,0.053,0.122
"PRESIDENTE","No sabe",0.041,0.046,0.12,0.166
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.335,0.295,0.309,0.211
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.181,0.207,0.126,0.113
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.062,0.086,0.05,0.024
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.182,0.151,0.139,0.104
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.16,0.177,0.211,0.317
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.029,0.014,0.023,0.021
"DIPUTADOS","En blanco",0.02,0.019,0.056,0.048
"DIPUTADOS","No sabe",0.031,0.051,0.086,0.162
