"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta"
"Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.225,0.217,0.232,0.15,0.174,0.392,0.205,0.309,0.19,0.199,0.351,0.094,0,0.24,0.392,0,0,0.134,0.272,0.173,0.232,0.3
"Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.026,0.059,0,0,0.049,0.027,0,0,0.026,0.053,0.025,0,0.089,0.009,0,0.756,0,0,0.029,0,0.055,0.067
"Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.159,0.277,0.066,0.32,0.037,0.182,0.213,0.123,0.197,0.129,0.106,0.277,0,0.152,0.054,0,0,0.169,0.194,0.064,0.189,0.042
"Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.105,0.076,0.129,0.151,0.134,0.066,0.026,0,0.155,0.128,0.059,0.175,0.445,0.08,0.253,0,0,0.07,0.083,0.222,0,0.3
"Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.085,0.099,0.074,0,0.174,0.051,0.026,0,0.128,0.098,0.06,0.228,0,0.092,0,0.244,0,0.059,0.08,0.078,0.201,0.049
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0.018,0.027,0.01,0,0.03,0.023,0,0,0.026,0.021,0,0,0.147,0.023,0,0,0,0.02,0.029,0,0,0
"En blanco",0.259,0.201,0.304,0.379,0.23,0.135,0.361,0.446,0.188,0.189,0.316,0.141,0.141,0.255,0.246,0,0,0.334,0.235,0.29,0.323,0.072
"No sabe",0.123,0.044,0.185,0,0.172,0.124,0.169,0.122,0.09,0.183,0.083,0.085,0.178,0.149,0.055,0,0,0.214,0.078,0.173,0,0.17
