"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P20","Sí",0.513,0.578,0.518,0.567,0.477
"P20","No",0.487,0.422,0.482,0.433,0.523
"P21","Martín Soria a Diputado Nacional por Unión por la Patria",0.262,0.235,0.23,0.26,0.186
"P21","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.211,0.205,0.055,0.018,0
"P21","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.041,0.07,0.037,0.133,0.379
"P21","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.173,0.096,0.228,0.082,0.238
"P21","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.163,0.122,0.195,0.158,0
"P21","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.038,0.041,0.015,0.064,0
"P21","En blanco",0.025,0.05,0.037,0.102,0.019
"P21","No sabe",0.087,0.181,0.203,0.183,0.178
"P25","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.327,0.206,0.233,0.123,0.189
"P25","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.223,0.25,0.181,0.139,0.15
"P25","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.096,0.17,0.089,0.044,0.064
"P25","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.244,0.207,0.255,0.343,0.244
"P25","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.023,0.037,0.049,0.007,0.082
"P25","Otros",0.051,0.023,0.044,0.01,0.086
"P25","En blanco",0.006,0.033,0,0.152,0.008
"P25","No sabe",0.03,0.074,0.149,0.182,0.177
"P29","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.327,0.213,0.215,0.169,0.098
"P29","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.175,0.236,0.106,0.064,0.127
"P29","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.125,0.103,0.115,0.128,0.219
"P29","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.258,0.247,0.283,0.189,0.304
"P29","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.037,0.021,0.071,0.022
"P29","Otros",0.055,0.071,0.099,0.051,0.087
"P29","En blanco",0.009,0.014,0.016,0.153,0.009
"P29","No sabe",0.031,0.079,0.145,0.175,0.134
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.417,0.276,0.258,0.172,0.083
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.34,0.431,0.359,0.215,0.294
"P33","En blanco",0.109,0.129,0.085,0.245,0.057
"P33","No sabe",0.134,0.164,0.298,0.368,0.566
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.299,0.331,0.334,0.189,0.133
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.301,0.256,0.262,0.053,0.365
"P34","En blanco",0.235,0.253,0.107,0.396,0.197
"P34","No sabe",0.165,0.16,0.297,0.362,0.305
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.405,0.317,0.27,0.307,0.008
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.301,0.363,0.271,0.129,0.426
"P35","En blanco",0.196,0.211,0.128,0.2,0.217
"P35","No sabe",0.098,0.109,0.331,0.364,0.349
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.333,0.331,0.26,0.048,0.377
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.279,0.287,0.232,0.306,0.344
"P36","En blanco",0.293,0.257,0.296,0.18,0.008
"P36","No sabe",0.095,0.125,0.212,0.466,0.271
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.406,0.347,0.326,0.201,0.098
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.333,0.4,0.281,0.357,0.394
"P37","En blanco",0.11,0.165,0.244,0.106,0.185
"P37","No sabe",0.151,0.088,0.149,0.336,0.323
"P38","Lo votaría",0.401,0.286,0.336,0.19,0.134
"P38","Puede que lo vote",0.093,0.144,0.105,0.239,0.269
"P38","Nunca lo votaría",0.467,0.511,0.463,0.316,0.461
"P38","No sabe",0.039,0.059,0.096,0.255,0.136
"P39","Lo votaría",0.315,0.181,0.077,0.166,0.156
"P39","Puede que lo vote",0.117,0.137,0.23,0.048,0.025
"P39","Nunca lo votaría",0.536,0.619,0.502,0.431,0.526
"P39","No sabe",0.032,0.063,0.191,0.355,0.293
"P40","Lo votaría",0.322,0.355,0.247,0.176,0.206
"P40","Puede que lo vote",0.088,0.154,0.202,0.084,0.194
"P40","Nunca lo votaría",0.52,0.451,0.432,0.476,0.355
"P40","No sabe",0.07,0.04,0.119,0.264,0.245
"P41","Lo votaría",0.253,0.229,0.142,0.014,0.198
"P41","Puede que lo vote",0.123,0.236,0.197,0.115,0.219
"P41","Nunca lo votaría",0.575,0.439,0.475,0.624,0.153
"P41","No sabe",0.049,0.096,0.186,0.247,0.43
"P42","Lo votaría",0.129,0.159,0.125,0.013,0.109
"P42","Puede que lo vote",0.132,0.151,0.184,0.066,0.367
"P42","Nunca lo votaría",0.57,0.483,0.431,0.422,0.16
"P42","No sabe",0.169,0.207,0.26,0.499,0.364
"P43","Lo votaría",0.266,0.24,0.285,0.338,0.297
"P43","Puede que lo vote",0.129,0.188,0.09,0.029,0.269
"P43","Nunca lo votaría",0.56,0.52,0.499,0.393,0.288
"P43","No sabe",0.045,0.052,0.126,0.24,0.146
"P44","Lo votaría",0.105,0.068,0.082,0.105,0
"P44","Puede que lo vote",0.196,0.144,0.144,0.082,0.288
"P44","Nunca lo votaría",0.62,0.71,0.554,0.641,0.345
"P44","No sabe",0.079,0.078,0.22,0.172,0.367
"P45","Si",0.5,0.423,0.395,0.04,0.274
"P45","No",0.5,0.577,0.605,0.96,0.726
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.284,0.215,0.22,0.153,0.006
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.116,0.068,0.029,0.03,0.107
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.185,0.249,0.175,0.093,0.251
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.089,0.112,0.079,0.051,0
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.265,0.237,0.273,0.178,0.349
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.02,0.025,0.016,0.059,0.018
"PRESIDENTE","En blanco",0.01,0.025,0.078,0.184,0.044
"PRESIDENTE","No sabe",0.031,0.069,0.13,0.252,0.225
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.329,0.266,0.292,0.292,0.167
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.193,0.2,0.088,0.069,0.019
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.048,0.078,0.046,0.071,0.15
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.14,0.138,0.218,0.088,0.178
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.21,0.163,0.238,0.153,0.397
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.021,0.028,0.007,0.035,0
"DIPUTADOS","En blanco",0.017,0.027,0.019,0.205,0.008
"DIPUTADOS","No sabe",0.042,0.1,0.092,0.087,0.081
