"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P10","Unión por la Patria",0.308,0.324,0.099,0.264,0.418,0.476,0.061,0.36,0.391,0.502
"P10","Juntos por el Cambio",0.4,0.255,0.526,0.488,0.125,0.21,0.712,0.562,0.28,0.362
"P10","De los liberales libertarios",0.216,0.272,0.268,0.202,0.233,0.073,0,0,0.075,0.075
"P10","De la Izquierda",0.004,0.028,0.024,0.03,0.069,0.104,0,0,0.136,0.016
"P10","Hacemos por nuestro país",0.03,0,0.033,0.002,0,0.032,0,0,0.027,0
"P10","Otro",0.014,0.06,0.008,0.01,0.037,0.013,0,0,0.052,0
"P10","En blanco",0.003,0.006,0.009,0.004,0,0,0,0.078,0,0.045
"P10","No sabe",0.025,0.055,0.033,0,0.118,0.092,0.227,0,0.039,0
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.304,0.403,0.089,0.264,0.9,0.458,0.061,0.311,0.38,0.294
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.398,0.226,0.52,0.512,0.063,0.191,0.712,0.562,0.279,0.594
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.21,0.268,0.267,0.176,0,0.094,0,0,0.075,0.067
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.035,0.018,0.029,0.023,0,0.087,0,0.049,0.131,0
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.019,0.05,0.01,0,0.049,0,0,0.058,0
"P13","En blanco",0.003,0.029,0.016,0,0.037,0.029,0,0,0.043,0
"P13","No sabe",0.018,0.037,0.029,0.015,0,0.092,0.227,0.078,0.034,0.045
"P16","Union por la Patria",0.289,0.41,0.115,0.357,0.532,0.46,0.061,0.366,0.492,0.597
"P16","Cambiemos",0.447,0.24,0.578,0.489,0.311,0.224,0.718,0.555,0.268,0.403
"P16","Liberales",0.182,0.158,0.203,0.125,0,0.042,0,0,0.053,0
"P16","Izquierda",0.032,0.03,0.038,0.008,0,0.11,0,0,0.041,0
"P16","No sabe",0.05,0.162,0.066,0.021,0.157,0.164,0.221,0.079,0.146,0
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.291,0.26,0.158,0.177,0.744,0.523,0.174,0.366,0.498,0.549
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.434,0.213,0.577,0.504,0.099,0.224,0.605,0.461,0.202,0.372
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.166,0.319,0.17,0.26,0,0.042,0,0,0.111,0.031
"P17","La candidata a Jefe de Gobierno de la izquierda",0.031,0.03,0.039,0,0,0.113,0,0.094,0.018,0
"P17","En blanco",0.022,0.079,0.031,0.047,0.157,0.014,0,0.079,0.129,0
"P17","No sabe",0.056,0.099,0.025,0.012,0,0.084,0.221,0,0.042,0.048
"P26","Totalmente seguro",0.707,0.643,0.748,0.683,0.387,0.735,0.284,1,0.74,0.521
"P26","Bastante seguro",0.15,0.144,0.121,0.207,0,0.071,0.261,0,0.106,0.18
"P26","Algo seguro",0.113,0.091,0.061,0.07,0.613,0.114,0.227,0,0.08,0.254
"P26","Para nada seguro",0.03,0.122,0.07,0.04,0,0.08,0.228,0,0.074,0.045
"P27","Tiene Decidido que va a ir a votar",0.927,0.893,0.967,0.96,0.744,0.948,0.773,0.855,0.872,0.952
"P27","Tiene dudas sobre si va a ir a  votar",0.069,0.081,0.026,0.022,0.203,0.052,0.227,0.145,0.083,0.048
"P27","Tiene Decidido que no va a ir a votar",0.004,0.026,0.007,0.018,0.053,0,0,0,0.045,0
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.36,0.457,0.156,0.367,0.798,0.66,0.061,0.311,0.418,0.543
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.47,0.263,0.593,0.536,0.165,0.236,0.939,0.562,0.289,0.412
"P28","En blanco",0.087,0.157,0.133,0.033,0.037,0.026,0,0,0.211,0
"P28","No sabe",0.083,0.123,0.118,0.064,0,0.078,0,0.127,0.082,0.045
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.482,0.43,0.57,0.512,0.379,0.442,0.595,0.611,0.449,0.439
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.242,0.301,0.317,0.264,0.035,0.037,0.116,0,0.174,0.075
"P29","En blanco",0.175,0.142,0.062,0.123,0.328,0.36,0,0.389,0.313,0.205
"P29","No sabe",0.101,0.127,0.051,0.101,0.258,0.161,0.289,0,0.064,0.281
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.372,0.504,0.135,0.397,0.798,0.693,0,0.36,0.45,0.518
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.368,0.346,0.4,0.28,0,0.069,0.343,0,0.145,0.238
"P30","En blanco",0.189,0.092,0.315,0.156,0.202,0.148,0.107,0.397,0.259,0.177
"P30","No sabe",0.071,0.058,0.15,0.167,0,0.09,0.55,0.243,0.146,0.067
"P10_imputada","Unión por la Patria",0.317,0.324,0.1,0.264,0.418,0.495,0.061,0.36,0.398,0.502
"P10_imputada","Juntos por el Cambio",0.413,0.261,0.548,0.488,0.125,0.224,0.712,0.562,0.312,0.362
"P10_imputada","De los liberales libertarios",0.218,0.32,0.271,0.202,0.233,0.073,0.227,0,0.075,0.075
"P10_imputada","De la Izquierda",0.004,0.029,0.031,0.03,0.187,0.104,0,0,0.136,0.016
"P10_imputada","Hacemos por nuestro país",0.03,0,0.033,0.002,0,0.091,0,0,0.027,0
"P10_imputada","Otro",0.014,0.06,0.008,0.01,0.037,0.013,0,0,0.052,0
"P10_imputada","En blanco",0.004,0.006,0.009,0.004,0,0,0,0.078,0,0.045
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.308,0.409,0.104,0.264,0.9,0.458,0.061,0.311,0.414,0.339
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.407,0.257,0.526,0.523,0.063,0.204,0.939,0.64,0.279,0.594
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.212,0.268,0.273,0.177,0,0.113,0,0,0.075,0.067
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.038,0.018,0.029,0.023,0,0.087,0,0.049,0.131,0
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.019,0.052,0.013,0,0.109,0,0,0.058,0
"P13_imputada","En blanco",0.003,0.029,0.016,0,0.037,0.029,0,0,0.043,0
"P16_imputada","Union por la Patria",0.305,0.455,0.147,0.372,0.689,0.564,0.061,0.366,0.546,0.597
"P16_imputada","Cambiemos",0.466,0.357,0.602,0.495,0.311,0.283,0.939,0.634,0.306,0.403
"P16_imputada","Liberales",0.192,0.158,0.208,0.125,0,0.042,0,0,0.053,0
"P16_imputada","Izquierda",0.037,0.03,0.043,0.008,0,0.111,0,0,0.095,0
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.304,0.266,0.159,0.177,0.744,0.536,0.175,0.366,0.497,0.549
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.453,0.217,0.59,0.516,0.099,0.224,0.825,0.461,0.216,0.372
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.171,0.399,0.178,0.26,0,0.113,0,0,0.111,0.031
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.031,0.03,0.043,0,0,0.113,0,0.094,0.018,0
"P17_imputada","En blanco",0.041,0.088,0.03,0.047,0.157,0.014,0,0.079,0.158,0.048
