"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P10","Unión por la Patria",0.162,0.087,0.689,0.535
"P10","Juntos por el Cambio",0.7,0.178,0.062,0.098
"P10","De los liberales libertarios",0.073,0.628,0.08,0.061
"P10","De la Izquierda",0.022,0.015,0.075,0.075
"P10","Hacemos por nuestro país",0.024,0.043,0.011,0.015
"P10","Otro",0.009,0.016,0.03,0.055
"P10","En blanco",0.002,0.006,0.022,0.017
"P10","No sabe",0.008,0.027,0.031,0.144
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.186,0.086,0.671,0.553
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.689,0.157,0.093,0.094
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.032,0.702,0.039,0.042
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.039,0.012,0.089,0.053
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.035,0.023,0.048,0.061
"P13","En blanco",0.009,0.008,0.028,0.02
"P13","No sabe",0.01,0.012,0.032,0.177
"P16","Union por la Patria",0.202,0.092,0.622,0.582
"P16","Cambiemos",0.673,0.372,0.1,0.103
"P16","Liberales",0.058,0.444,0.096,0.056
"P16","Izquierda",0.034,0.022,0.071,0.029
"P16","No sabe",0.033,0.07,0.111,0.23
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.184,0.101,0.654,0.593
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.673,0.276,0.095,0.148
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.063,0.471,0.08,0.075
"P17","La candidata a Jefe de Gobierno de la izquierda",0.036,0.014,0.06,0.034
"P17","En blanco",0.02,0.056,0.053,0.072
"P17","No sabe",0.024,0.082,0.058,0.078
"P26","Totalmente seguro",0.704,0.7,0.699,0.578
"P26","Bastante seguro",0.154,0.167,0.104,0.075
"P26","Algo seguro",0.105,0.092,0.123,0.165
"P26","Para nada seguro",0.037,0.041,0.074,0.182
"P27","Tiene Decidido que va a ir a votar",0.964,0.907,0.873,0.808
"P27","Tiene dudas sobre si va a ir a  votar",0.028,0.081,0.09,0.167
"P27","Tiene Decidido que no va a ir a votar",0.008,0.012,0.037,0.025
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.263,0.099,0.772,0.645
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.672,0.483,0.044,0.044
"P28","En blanco",0.017,0.283,0.138,0.053
"P28","No sabe",0.048,0.135,0.046,0.258
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.347,0.047,0.703,0.566
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.214,0.774,0.039,0.06
"P30","En blanco",0.303,0.121,0.244,0.044
"P30","No sabe",0.136,0.058,0.014,0.33
"P38","Inflación",0.354,0.362,0.412,0.387
"P38","Desempleo",0.063,0.09,0.067,0.098
"P38","Corrupción",0.33,0.373,0.116,0.154
"P38","Inseguridad",0.111,0.116,0.085,0.116
"P38","Precio del dólar",0.012,0.002,0.033,0.043
"P38","Pobreza",0.053,0.009,0.137,0.1
"P38","Narcotráfico",0.005,0.002,0,0.012
"P38","Tarifas",0.006,0,0.013,0
"P38","Otro",0.051,0.041,0.114,0.039
"P38","No sabe",0.015,0.005,0.023,0.051
"P10_imputada","Unión por la Patria",0.162,0.09,0.697,0.561
"P10_imputada","Juntos por el Cambio",0.706,0.18,0.076,0.167
"P10_imputada","De los liberales libertarios",0.072,0.643,0.08,0.075
"P10_imputada","De la Izquierda",0.025,0.022,0.085,0.075
"P10_imputada","Hacemos por nuestro país",0.024,0.043,0.011,0.05
"P10_imputada","Otro",0.009,0.016,0.029,0.055
"P10_imputada","En blanco",0.002,0.006,0.022,0.017
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.187,0.086,0.686,0.613
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.695,0.163,0.099,0.139
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.035,0.702,0.047,0.069
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.039,0.013,0.089,0.06
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.035,0.028,0.051,0.099
"P13_imputada","En blanco",0.009,0.008,0.028,0.02
"P16_imputada","Union por la Patria",0.206,0.114,0.686,0.718
"P16_imputada","Cambiemos",0.7,0.394,0.131,0.164
"P16_imputada","Liberales",0.06,0.46,0.099,0.079
"P16_imputada","Izquierda",0.034,0.032,0.084,0.039
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.193,0.108,0.676,0.614
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.683,0.297,0.1,0.162
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.063,0.51,0.092,0.109
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.036,0.014,0.06,0.043
"P17_imputada","En blanco",0.025,0.071,0.072,0.072
