"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.344,0.303,0.379,0.395,0.375,0.3,0.284,0.403,0.279,0.371,0.72,0.183,0.398,0.794,0.777,0.126,0.316,0.056
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.318,0.391,0.257,0.409,0.343,0.31,0.183,0.336,0.308,0.319,0.132,0.389,0.302,0.069,0.078,0.29,0.286,0.826
"En blanco",0.222,0.205,0.236,0.165,0.174,0.242,0.345,0.155,0.279,0.205,0.088,0.284,0.269,0.079,0.105,0.391,0.266,0.064
"No sabe",0.116,0.101,0.128,0.031,0.108,0.148,0.188,0.106,0.134,0.105,0.06,0.144,0.031,0.058,0.04,0.193,0.132,0.054
