"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.257,0.221,0.287,0.278,0.33,0.218,0.149,0.285,0.225,0.271,0.657,0.093,0.152,0.733,0.699,0.046,0.167,0.094
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.378,0.338,0.41,0.155,0.307,0.527,0.601,0.254,0.374,0.424,0.107,0.593,0.304,0.114,0.103,0.829,0.485,0.047
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.228,0.306,0.164,0.424,0.219,0.141,0.106,0.244,0.254,0.203,0.13,0.235,0.341,0.09,0.09,0.073,0.147,0.8
"Los candidatos a presidente y vicepresidente de la izquierda",0.045,0.048,0.043,0.06,0.05,0.038,0.029,0.063,0.041,0.043,0.035,0.013,0.027,0.024,0.046,0.017,0.04,0.007
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.039,0.044,0.035,0.043,0.042,0.03,0.038,0.067,0.036,0.031,0.021,0.032,0.114,0.024,0.04,0.007,0.086,0.028
"En blanco",0.016,0.013,0.018,0.008,0.013,0.02,0.025,0.021,0.025,0.007,0.018,0.01,0.018,0.007,0.013,0.005,0.021,0.007
"No sabe",0.037,0.03,0.043,0.032,0.039,0.026,0.052,0.066,0.045,0.021,0.032,0.024,0.044,0.008,0.009,0.023,0.054,0.017
