"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.683,0.693,0.674,0.685,0.648,0.727,0.692,0.584,0.648,0.742,0.692,0.695,0.717,0.73,0.691,0.731,0.614,0.73
"Bastante seguro",0.143,0.146,0.141,0.166,0.144,0.105,0.156,0.133,0.184,0.118,0.11,0.157,0.035,0.137,0.108,0.143,0.161,0.16
"Algo seguro",0.105,0.096,0.113,0.082,0.125,0.114,0.088,0.15,0.09,0.101,0.129,0.094,0.177,0.089,0.116,0.095,0.116,0.075
"Para nada seguro",0.069,0.065,0.072,0.067,0.083,0.054,0.064,0.133,0.078,0.039,0.069,0.054,0.071,0.044,0.085,0.031,0.109,0.035
