"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.908,0.912,0.905,0.905,0.911,0.948,0.867,0.815,0.887,0.957,0.896,0.921,0.931,0.89,0.933,0.94,0.909,0.903
"Tiene dudas sobre si va a ir a  votar",0.073,0.059,0.084,0.08,0.072,0.039,0.1,0.131,0.1,0.032,0.086,0.061,0.069,0.078,0.057,0.046,0.08,0.092
"Tiene Decidido que no va a ir a votar",0.019,0.029,0.011,0.015,0.017,0.013,0.033,0.054,0.013,0.011,0.018,0.018,0,0.032,0.01,0.014,0.011,0.005
