"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.292,0.254,0.323,0.348,0.344,0.235,0.198,0.322,0.256,0.308,0.628,0.113,0.4,0.715,0.674,0.067,0.244,0.12
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.433,0.417,0.447,0.2,0.351,0.616,0.65,0.293,0.443,0.476,0.135,0.641,0.424,0.118,0.091,0.841,0.581,0.22
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.187,0.214,0.164,0.348,0.187,0.101,0.092,0.242,0.224,0.14,0.152,0.191,0.153,0.114,0.165,0.06,0.085,0.598
"Los candidatos a Jefe de Gobierno de la izquierda",0.036,0.044,0.029,0.051,0.043,0.022,0.02,0.04,0.041,0.031,0.032,0.014,0.023,0.02,0.023,0.003,0.042,0.008
"En blanco",0.052,0.071,0.037,0.053,0.075,0.026,0.04,0.103,0.036,0.045,0.053,0.041,0,0.033,0.047,0.029,0.048,0.054
