"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Siempre",0.324,0.188,0.214,0.25,0.254,0.283
"P10","Casi siempre",0.304,0.227,0.243,0.27,0.596,0
"P10","Casi nunca",0.22,0.4,0.364,0.276,0.049,0.401
"P10","Nunca, pero esta es una excepción",0.152,0.185,0.179,0.204,0.101,0.316
"P11","Unión por la Patria",0.549,0.434,0.347,0.052,0.196,0.175
"P11","Juntos por el Cambio",0.29,0.472,0.449,0.725,0.629,0.286
"P11","En blanco",0.085,0.075,0.124,0.03,0.096,0.286
"P11","No sabe",0.076,0.019,0.08,0.193,0.079,0.253
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.61,0.467,0.394,0.1,0.533,0.355
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.286,0.447,0.48,0.796,0.342,0.191
"P13","En blanco",0.041,0.04,0.083,0.023,0.069,0.286
"P13","No sabe",0.063,0.046,0.043,0.081,0.056,0.168
"P15","Totalmente seguro",0.801,0.813,0.791,0.732,0.727,0.829
"P15","Bastante seguro",0.152,0.111,0.099,0.103,0.106,0.058
"P15","Algo seguro",0.014,0.027,0.079,0.074,0.117,0
"P15","Para nada seguro",0.033,0.049,0.031,0.091,0.05,0.113
"P16","Tiene Decidido que va a ir a votar",0.974,0.976,0.908,0.891,0.938,0.922
"P16","Tiene dudas sobre si va a ir a  votar",0.021,0.021,0.058,0.098,0.062,0.078
"P16","Tiene Decidido que no va a ir a votar",0.005,0.003,0.034,0.011,0,0
"P17","Lo votaría",0.721,0.493,0.418,0.228,0.202,0.352
"P17","Puede que lo vote",0.022,0.051,0.057,0.019,0.055,0
"P17","Nunca lo votaría",0.208,0.436,0.495,0.68,0.576,0.422
"P17","No sabe",0.049,0.02,0.03,0.073,0.167,0.226
"P18","Lo votaría",0.393,0.407,0.345,0.663,0.436,0.461
"P18","Puede que lo vote",0.012,0.123,0.051,0.115,0.008,0.055
"P18","Nunca lo votaría",0.539,0.441,0.58,0.21,0.506,0.234
"P18","No sabe",0.056,0.029,0.024,0.012,0.05,0.25
"P20","Totalmente de acuerdo",0.269,0.039,0.215,0.538,0.376,0
"P20","Algo de acuerdo",0.06,0.255,0.033,0.124,0.03,0
"P20","ni de acuerdo ni en desacuerdo",0.089,0.197,0.484,0.181,0.249,0.571
"P20","En desacuerdo",0.291,0.363,0.138,0.138,0,0.429
"P20","Totalmente en desacuerdo",0.291,0.146,0.13,0.019,0.345,0
"P21","Cristiano no practicante",0.366,0.187,0.158,0.259,0.042,0.127
"P21","Católico apostólico romano",0.427,0.495,0.39,0.486,0.275,0.391
"P21","Cristiano evangelista o pentecostal",0.058,0.078,0.189,0,0.229,0.149
"P21","Otras confesiones cristianas",0.055,0.104,0.053,0.091,0,0.14
"P21","Musulmán",0.043,0.007,0.035,0.012,0.068,0
"P21","Judío",0,0.043,0.011,0.006,0.124,0
"P21","Otras",0.001,0.005,0.043,0.053,0,0.056
"P21","No soy religioso",0.041,0.063,0.08,0.064,0.039,0.137
"P21","Ateo",0.009,0.018,0.041,0.029,0.223,0
"P11_imputada","Unión por la Patria",0.583,0.441,0.388,0.149,0.275,0.26
"P11_imputada","Juntos por el Cambio",0.332,0.484,0.485,0.821,0.629,0.419
"P11_imputada","En blanco",0.085,0.075,0.127,0.03,0.096,0.321
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.658,0.491,0.43,0.1,0.583,0.355
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.301,0.457,0.484,0.877,0.342,0.359
"P13_imputada","En blanco",0.041,0.052,0.086,0.023,0.075,0.286
