"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Bullrich","Milei","Bregman","Schiaretti"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.482,0.462,0.501,0.449,0.514,0.493,0.447,0.555,0.457,0.433,0.807,0.158,0.508,0.392,0.496,0.432,0.558,0.909,0.175,0.104,0.559,0.304
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.518,0.538,0.499,0.551,0.486,0.507,0.553,0.445,0.543,0.567,0.193,0.842,0.492,0.608,0.504,0.568,0.442,0.091,0.825,0.896,0.441,0.696
