"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P09","Siempre",0.218,0.263,0.171,0.215,0.031,0.169
"P09","Casi siempre",0.364,0.397,0.314,0.337,0.192,0.493
"P09","Casi nunca",0.33,0.203,0.354,0.173,0.054,0.124
"P09","Nunca, pero esta es una excepción",0.088,0.137,0.161,0.275,0.723,0.214
"P10","Muy buena",0.242,0.115,0.122,0.113,0.262,0.139
"P10","Buena",0.261,0.33,0.225,0.2,0.108,0.333
"P10","Ni buena ni mala",0.362,0.429,0.54,0.523,0.136,0.463
"P10","Mala",0.067,0.096,0.072,0.11,0.454,0.065
"P10","Muy mala",0.046,0.003,0.011,0.042,0,0
"P10","No sabe",0.022,0.027,0.03,0.012,0.04,0
"P11","Muy buena",0.372,0.292,0.241,0.08,0.262,0.122
"P11","Buena",0.306,0.329,0.249,0.155,0.562,0.378
"P11","Ni buena ni mala",0.208,0.335,0.371,0.444,0.136,0.471
"P11","Mala",0.048,0.042,0.075,0.163,0.04,0.029
"P11","Muy mala",0.053,0,0.007,0.158,0,0
"P11","No sabe",0.013,0.002,0.057,0,0,0
"P12","Muy de acuerdo",0.162,0.128,0.15,0.121,0.11,0.06
"P12","De acuerdo",0.164,0.183,0.155,0.105,0.454,0.016
"P12","Ni de acuerdo ni en desacuerdo",0.174,0.242,0.105,0.299,0.297,0.332
"P12","En desacuerdo",0.186,0.113,0.194,0.092,0.085,0.337
"P12","Muy en desacuerdo",0.162,0.173,0.187,0.136,0,0.142
"P12","No sabe",0.152,0.161,0.209,0.247,0.054,0.113
"P15","Muy de acuerdo",0.71,0.386,0.268,0.393,0.269,0.193
"P15","De acuerdo",0.111,0.285,0.192,0.135,0.108,0.106
"P15","Ni de acuerdo ni en desacuerdo",0.116,0.248,0.385,0.107,0.031,0.319
"P15","En desacuerdo",0.047,0.053,0.095,0.292,0.525,0.279
"P15","Muy en desacuerdo",0.005,0.007,0.023,0.073,0.067,0
"P15","No sabe",0.011,0.021,0.037,0,0,0.103
"P16","Al gobierno provincial que se fue",0.673,0.573,0.48,0.42,0.783,0.502
"P16","Al gobierno provincial vigente",0.029,0.113,0.041,0.194,0.054,0.085
"P16","Al gobierno nacional que se fue",0.2,0.136,0.207,0.01,0.04,0.104
"P16","Al gobierno nacional que vigente",0.047,0.08,0.193,0.281,0,0.11
"P16","No sabe",0.051,0.098,0.079,0.095,0.123,0.199
"P18","Si",0.737,0.645,0.541,0.358,0.442,0.238
"P18","No",0.119,0.229,0.126,0.209,0,0.073
"P18","No sabe",0.144,0.126,0.333,0.433,0.558,0.689
"P19","Si",0.514,0.503,0.449,0.181,0.451,0.143
"P19","No",0.194,0.208,0.163,0.461,0.039,0.068
"P19","No sabe",0.292,0.289,0.388,0.358,0.51,0.789
"P22","Muy de acuerdo",0.428,0.222,0.146,0.29,0.335,0.112
"P22","De acuerdo",0.194,0.157,0.149,0.053,0,0.032
"P22","Ni de acuerdo ni en desacuerdo",0.123,0.152,0.217,0.091,0.489,0.686
"P22","En desacuerdo",0.12,0.25,0.146,0.128,0.042,0.03
"P22","Muy en desacuerdo",0.12,0.219,0.309,0.438,0.134,0.14
"P22","No sabe",0.015,0,0.033,0,0,0
"P23","Muy de acuerdo",0.384,0.166,0.129,0.278,0.287,0.061
"P23","De acuerdo",0.184,0.159,0.119,0.021,0,0.392
"P23","Ni de acuerdo ni en desacuerdo",0.144,0.188,0.21,0.054,0.54,0.289
"P23","En desacuerdo",0.13,0.209,0.143,0.123,0.041,0.029
"P23","Muy en desacuerdo",0.144,0.267,0.368,0.524,0.132,0.138
"P23","No sabe",0.014,0.011,0.031,0,0,0.091
"P24","Muy buena",0.304,0.322,0.285,0.102,0.324,0.185
"P24","Buena",0.292,0.308,0.227,0.156,0.554,0.146
"P24","Ni buena ni mala",0.288,0.283,0.405,0.514,0,0.575
"P24","Mala",0.079,0.071,0.051,0.141,0,0.042
"P24","Muy mala",0.031,0.014,0.012,0.087,0.122,0.031
"P24","No sabe",0.006,0.002,0.02,0,0,0.021
"P25","Muy buena",0.115,0.167,0.123,0.241,0,0.13
"P25","Buena",0.233,0.278,0.234,0.281,0.091,0.313
"P25","Ni buena ni mala",0.345,0.411,0.465,0.199,0.583,0.501
"P25","Mala",0.189,0.116,0.119,0.162,0.326,0.025
"P25","Muy mala",0.101,0.021,0.056,0.117,0,0.031
"P25","No sabe",0.017,0.007,0.003,0,0,0
"P26","Muy buena",0.05,0.131,0.038,0.107,0.04,0.109
"P26","Buena",0.154,0.284,0.128,0.054,0.124,0.15
"P26","Ni buena ni mala",0.226,0.27,0.463,0.295,0,0.537
"P26","Mala",0.371,0.27,0.219,0.381,0.083,0.173
"P26","Muy mala",0.191,0.045,0.152,0.128,0.753,0.031
"P26","No sabe",0.008,0,0,0.035,0,0
"P27","Muy buena",0.091,0.174,0.046,0.099,0.04,0.136
"P27","Buena",0.133,0.228,0.075,0.116,0.125,0.15
"P27","Ni buena ni mala",0.393,0.417,0.59,0.342,0.052,0.473
"P27","Mala",0.226,0.105,0.122,0.16,0.031,0.081
"P27","Muy mala",0.14,0.034,0.087,0.239,0.752,0.079
"P27","No sabe",0.017,0.042,0.08,0.044,0,0.081
"P28","Muy buena",0.134,0.099,0.286,0.161,0.04,0.338
"P28","Buena",0.149,0.261,0.151,0.216,0.135,0
"P28","Ni buena ni mala",0.247,0.393,0.337,0.111,0.072,0.567
"P28","Mala",0.267,0.184,0.121,0.167,0.074,0.039
"P28","Muy mala",0.192,0.055,0.077,0.289,0.679,0.031
"P28","No sabe",0.011,0.008,0.028,0.056,0,0.025
"P29","Muy buena",0.184,0.315,0.425,0.308,0.172,0.255
"P29","Buena",0.072,0.147,0.137,0.02,0.153,0.027
"P29","Ni buena ni mala",0.065,0.098,0.113,0.08,0,0.618
"P29","Mala",0.245,0.261,0.153,0.213,0.138,0.064
"P29","Muy mala",0.423,0.179,0.172,0.379,0.537,0.036
"P29","No sabe",0.011,0,0,0,0,0
"P30","Muy buena",0.121,0.104,0.089,0.115,0.477,0
"P30","Buena",0.219,0.157,0.034,0.212,0.215,0.025
"P30","Ni buena ni mala",0.206,0.113,0.204,0.035,0,0.769
"P30","Mala",0.208,0.334,0.244,0.044,0.117,0.057
"P30","Muy mala",0.236,0.292,0.405,0.594,0.191,0.149
"P30","No sabe",0.01,0,0.024,0,0,0
"P31","Muy buena",0.11,0.149,0.25,0.089,0.076,0.112
"P31","Buena",0.121,0.256,0.235,0.146,0.153,0.097
"P31","Ni buena ni mala",0.137,0.352,0.234,0.113,0.079,0.239
"P31","Mala",0.197,0.167,0.135,0.221,0.06,0.1
"P31","Muy mala",0.423,0.074,0.146,0.431,0.632,0.452
"P31","No sabe",0.012,0.002,0,0,0,0
"P32","Muy buena",0.396,0.235,0.133,0.19,0.612,0.039
"P32","Buena",0.199,0.148,0.115,0.048,0.057,0
"P32","Ni buena ni mala",0.125,0.167,0.164,0,0,0.729
"P32","Mala",0.094,0.183,0.151,0.138,0.139,0.025
"P32","Muy mala",0.175,0.263,0.437,0.624,0.192,0.207
"P32","No sabe",0.011,0.004,0,0,0,0
"P33","Muy buena",0.277,0.124,0.108,0.249,0.556,0.115
