"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P33","Buena",0.288,0.218,0.167,0.052,0,0
"P33","Ni buena ni mala",0.159,0.179,0.203,0.05,0.136,0.532
"P33","Mala",0.1,0.177,0.144,0.056,0.06,0.183
"P33","Muy mala",0.174,0.297,0.378,0.593,0.248,0.17
"P33","No sabe",0.002,0.005,0,0,0,0
"P34","Muy buena",0.215,0.059,0.063,0.217,0.481,0
"P34","Buena",0.209,0.179,0.169,0.094,0,0.03
"P34","Ni buena ni mala",0.312,0.317,0.254,0.073,0.193,0.815
"P34","Mala",0.093,0.165,0.193,0.077,0.137,0
"P34","Muy mala",0.151,0.252,0.31,0.503,0.189,0.112
"P34","No sabe",0.02,0.028,0.011,0.036,0,0.043
"P35","Muy buena",0.411,0.186,0.195,0.162,0.616,0.119
"P35","Buena",0.195,0.135,0.103,0.098,0,0
"P35","Ni buena ni mala",0.145,0.209,0.272,0.043,0.057,0.681
"P35","Mala",0.082,0.186,0.072,0.161,0.137,0.032
"P35","Muy mala",0.156,0.271,0.31,0.536,0.19,0.168
"P35","No sabe",0.011,0.013,0.048,0,0,0
"P36","Muy buena",0.142,0.042,0.077,0.121,0.564,0.057
"P36","Buena",0.226,0.122,0.09,0.056,0,0
"P36","Ni buena ni mala",0.405,0.543,0.449,0.366,0.192,0.664
"P36","Mala",0.098,0.182,0.179,0.151,0.058,0.208
"P36","Muy mala",0.12,0.111,0.172,0.296,0.186,0.071
"P36","No sabe",0.009,0,0.033,0.01,0,0
"P37","Muy buena",0.148,0.043,0.033,0.057,0.486,0.057
"P37","Buena",0.169,0.123,0.03,0.042,0,0.333
"P37","Ni buena ni mala",0.338,0.332,0.401,0.259,0.136,0.209
"P37","Mala",0.134,0.143,0.135,0.019,0.078,0.084
"P37","Muy mala",0.192,0.345,0.382,0.623,0.3,0.268
"P37","No sabe",0.019,0.014,0.019,0,0,0.049
"P38","Muy buena",0.114,0.044,0.027,0,0.484,0.058
"P38","Buena",0.151,0.083,0.027,0.031,0,0.063
"P38","Ni buena ni mala",0.431,0.472,0.436,0.226,0.192,0.553
"P38","Mala",0.107,0.106,0.218,0.226,0.079,0.098
"P38","Muy mala",0.141,0.184,0.244,0.508,0.245,0.228
"P38","No sabe",0.056,0.111,0.048,0.009,0,0
