"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P09","Siempre",0.219,0.141,0.179,0.368,0.2,0.017
"P09","Casi siempre",0.349,0.329,0.367,0.328,0.434,0.446
"P09","Casi nunca",0.277,0.393,0.337,0.255,0.301,0.336
"P09","Nunca, pero esta es una excepción",0.155,0.137,0.117,0.049,0.065,0.201
"P10","Muy buena",0.258,0.127,0.268,0.166,0.134,0.205
"P10","Buena",0.218,0.304,0.222,0.281,0.323,0.059
"P10","Ni buena ni mala",0.346,0.443,0.428,0.424,0.399,0.697
"P10","Mala",0.1,0.059,0.057,0.064,0.094,0
"P10","Muy mala",0.062,0.027,0.002,0.037,0.032,0
"P10","No sabe",0.016,0.04,0.023,0.028,0.018,0.039
"P11","Muy buena",0.302,0.321,0.398,0.429,0.253,0.205
"P11","Buena",0.307,0.372,0.277,0.256,0.319,0.143
"P11","Ni buena ni mala",0.24,0.238,0.285,0.204,0.319,0.294
"P11","Mala",0.066,0.062,0.033,0.021,0.082,0
"P11","Muy mala",0.083,0,0,0.079,0.024,0
"P11","No sabe",0.002,0.007,0.007,0.011,0.003,0.358
"P12","Muy de acuerdo",0.145,0.15,0.135,0.121,0.15,0.022
"P12","De acuerdo",0.195,0.133,0.21,0.135,0.148,0.26
"P12","Ni de acuerdo ni en desacuerdo",0.134,0.209,0.153,0.37,0.151,0.017
"P12","En desacuerdo",0.231,0.201,0.117,0.124,0.158,0.091
"P12","Muy en desacuerdo",0.099,0.212,0.208,0.12,0.197,0.388
"P12","No sabe",0.196,0.095,0.177,0.13,0.196,0.222
"P15","Muy de acuerdo",0.747,0.621,0.512,0.512,0.491,0.235
"P15","De acuerdo",0.046,0.182,0.171,0.173,0.216,0.08
"P15","Ni de acuerdo ni en desacuerdo",0.116,0.126,0.22,0.201,0.194,0.571
"P15","En desacuerdo",0.087,0.059,0.059,0.101,0.046,0
"P15","Muy en desacuerdo",0.004,0.002,0.009,0.01,0.031,0
"P15","No sabe",0,0.01,0.029,0.003,0.022,0.114
"P16","Al gobierno provincial que se fue",0.648,0.663,0.578,0.646,0.597,0.395
"P16","Al gobierno provincial vigente",0.037,0.056,0.063,0.074,0.043,0
"P16","Al gobierno nacional que se fue",0.306,0.209,0.289,0.026,0.024,0.37
"P16","Al gobierno nacional que vigente",0,0.035,0.023,0.139,0.242,0
"P16","No sabe",0.009,0.037,0.047,0.115,0.094,0.235
"P17","Muy de acuerdo",0.823,0.725,0.585,0.611,0.472,0.566
"P17","De acuerdo",0.083,0.147,0.179,0.232,0.206,0.108
"P17","Ni de acuerdo ni en desacuerdo",0.051,0.086,0.156,0.123,0.222,0.235
"P17","En desacuerdo",0.028,0.004,0.011,0.027,0.081,0
"P17","Muy en desacuerdo",0.012,0,0.041,0.004,0.008,0
"P17","No sabe",0.003,0.038,0.028,0.003,0.011,0.091
"P18","Si",0.649,0.779,0.581,0.709,0.668,0.87
"P18","No",0.179,0.094,0.178,0.159,0.074,0
"P18","No sabe",0.172,0.127,0.241,0.132,0.258,0.13
"P19","Si",0.482,0.508,0.443,0.544,0.489,0.542
"P19","No",0.255,0.143,0.199,0.139,0.193,0.018
"P19","No sabe",0.263,0.349,0.358,0.317,0.318,0.44
"P22","Muy de acuerdo",0.925,0.266,0.062,0.027,0.003,0.428
"P22","De acuerdo",0.06,0.612,0.278,0.007,0.026,0.114
"P22","Ni de acuerdo ni en desacuerdo",0.014,0.117,0.569,0.175,0.023,0.26
"P22","En desacuerdo",0,0.005,0.034,0.74,0.152,0.126
"P22","Muy en desacuerdo",0.001,0,0.005,0.021,0.793,0.017
"P22","No sabe",0,0,0.052,0.03,0.003,0.055
"P24","Muy buena",0.308,0.215,0.302,0.315,0.306,0.566
"P24","Buena",0.225,0.464,0.266,0.304,0.247,0.044
"P24","Ni buena ni mala",0.322,0.253,0.403,0.222,0.316,0.367
"P24","Mala",0.083,0.057,0.021,0.156,0.068,0
"P24","Muy mala",0.054,0.003,0.003,0.003,0.052,0
"P24","No sabe",0.008,0.008,0.005,0,0.011,0.023
"P25","Muy buena",0.111,0.035,0.138,0.216,0.15,0.186
"P25","Buena",0.179,0.292,0.232,0.229,0.319,0.162
"P25","Ni buena ni mala",0.335,0.495,0.413,0.291,0.326,0.629
"P25","Mala",0.203,0.127,0.165,0.21,0.13,0.023
"P25","Muy mala",0.162,0.045,0.014,0.045,0.069,0
"P25","No sabe",0.01,0.006,0.038,0.009,0.006,0
"P26","Muy buena",0.064,0.018,0.139,0.089,0.023,0.093
"P26","Buena",0.153,0.195,0.176,0.153,0.148,0.482
"P26","Ni buena ni mala",0.251,0.276,0.334,0.162,0.317,0.019
"P26","Mala",0.292,0.398,0.224,0.513,0.296,0.265
"P26","Muy mala",0.237,0.113,0.115,0.075,0.214,0.023
"P26","No sabe",0.003,0,0.012,0.008,0.002,0.118
"P27","Muy buena",0.126,0.057,0.11,0.129,0.053,0.186
"P27","Buena",0.147,0.167,0.159,0.139,0.106,0
"P27","Ni buena ni mala",0.311,0.44,0.473,0.393,0.508,0.695
"P27","Mala",0.187,0.194,0.197,0.26,0.143,0
"P27","Muy mala",0.214,0.106,0.043,0.065,0.127,0
"P27","No sabe",0.015,0.036,0.018,0.014,0.063,0.119
"P28","Muy buena",0.116,0.076,0.112,0.196,0.235,0.447
"P28","Buena",0.105,0.118,0.196,0.199,0.268,0.018
"P28","Ni buena ni mala",0.189,0.429,0.308,0.242,0.311,0.12
"P28","Mala",0.277,0.241,0.226,0.282,0.099,0.297
"P28","Muy mala",0.301,0.122,0.14,0.075,0.075,0
"P28","No sabe",0.012,0.014,0.018,0.006,0.012,0.118
"P29","Muy buena",0.044,0.005,0.129,0.494,0.64,0.115
"P29","Buena",0.025,0.024,0.148,0.135,0.165,0.096
"P29","Ni buena ni mala",0.037,0.124,0.182,0.042,0.059,0.362
