"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P29","Mala",0.302,0.367,0.173,0.19,0.089,0.257
"P29","Muy mala",0.574,0.475,0.363,0.139,0.047,0.17
"P29","No sabe",0.018,0.005,0.005,0,0,0
"P30","Muy buena",0.257,0.039,0.14,0.034,0.003,0
"P30","Buena",0.338,0.334,0.128,0.014,0.002,0
"P30","Ni buena ni mala",0.202,0.3,0.404,0.06,0.01,0.361
"P30","Mala",0.111,0.205,0.242,0.677,0.095,0.162
"P30","Muy mala",0.092,0.122,0.086,0.215,0.871,0.133
"P30","No sabe",0,0,0,0,0.019,0.344
"P31","Muy buena",0.057,0.007,0.088,0.311,0.255,0.192
"P31","Buena",0.042,0.074,0.064,0.259,0.405,0.02
"P31","Ni buena ni mala",0.036,0.179,0.451,0.194,0.199,0.255
"P31","Mala",0.272,0.29,0.125,0.154,0.039,0.027
"P31","Muy mala",0.593,0.439,0.27,0.079,0.102,0.143
"P31","No sabe",0,0.011,0.002,0.003,0,0.363
"P32","Muy buena",0.754,0.382,0.152,0.015,0.008,0
"P32","Buena",0.137,0.411,0.323,0.028,0.026,0.142
"P32","Ni buena ni mala",0.019,0.142,0.446,0.23,0.008,0.457
"P32","Mala",0.064,0.028,0.061,0.507,0.047,0.02
"P32","Muy mala",0.026,0.037,0.018,0.21,0.906,0.037
"P32","No sabe",0,0,0,0.01,0.005,0.344
"P33","Muy buena",0.537,0.278,0.091,0.014,0,0
"P33","Buena",0.337,0.452,0.339,0.053,0.01,0.441
"P33","Ni buena ni mala",0.097,0.228,0.437,0.165,0.013,0.518
"P33","Mala",0.025,0.036,0.103,0.544,0.045,0
"P33","Muy mala",0.004,0.006,0.03,0.219,0.927,0.041
"P33","No sabe",0,0,0,0.005,0.005,0
"P34","Muy buena",0.458,0.133,0.026,0,0.003,0
"P34","Buena",0.268,0.432,0.192,0.033,0.002,0.131
"P34","Ni buena ni mala",0.245,0.401,0.699,0.219,0.047,0.828
"P34","Mala",0.017,0.009,0.069,0.509,0.12,0
"P34","Muy mala",0.009,0.006,0.007,0.161,0.81,0.021
"P34","No sabe",0.003,0.019,0.007,0.078,0.018,0.02
"P35","Muy buena",0.717,0.418,0.204,0.014,0.044,0.026
"P35","Buena",0.155,0.393,0.222,0.124,0.002,0.161
"P35","Ni buena ni mala",0.082,0.174,0.427,0.256,0.03,0.772
"P35","Mala",0.024,0.009,0.094,0.44,0.063,0
"P35","Muy mala",0.022,0.006,0.023,0.133,0.835,0.041
"P35","No sabe",0,0,0.03,0.033,0.026,0
"P36","Muy buena",0.248,0.079,0.063,0.09,0.021,0
"P36","Buena",0.299,0.312,0.102,0.102,0.037,0
"P36","Ni buena ni mala",0.356,0.523,0.691,0.402,0.271,0.976
"P36","Mala",0.052,0.059,0.106,0.314,0.172,0.024
"P36","Muy mala",0.04,0.027,0.013,0.092,0.475,0
"P36","No sabe",0.005,0,0.025,0,0.024,0
"P37","Muy buena",0.317,0.057,0.026,0,0,0
"P37","Buena",0.274,0.23,0.081,0.006,0.002,0.121
"P37","Ni buena ni mala",0.323,0.605,0.607,0.178,0.053,0.777
"P37","Mala",0.027,0.066,0.1,0.587,0.06,0
"P37","Muy mala",0.05,0.024,0.138,0.219,0.875,0.045
"P37","No sabe",0.009,0.018,0.048,0.01,0.01,0.057
"P38","Muy buena",0.25,0.046,0.019,0,0,0
"P38","Buena",0.243,0.177,0.045,0.026,0.01,0
"P38","Ni buena ni mala",0.397,0.689,0.627,0.365,0.154,0.919
"P38","Mala",0.028,0.026,0.074,0.434,0.18,0
"P38","Muy mala",0.032,0.025,0.116,0.127,0.592,0
"P38","No sabe",0.05,0.037,0.119,0.048,0.064,0.081
