"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P19","Nunca lo votaría",0.687,0.577,0.479,0.434,0.447,0.36
"P19","No sabe",0.069,0.118,0.158,0.144,0.114,0.313
"P20","La votaría",0.176,0.187,0.287,0.377,0.431,0.227
"P20","Puede que la vote",0.097,0.176,0.2,0.252,0.264,0.222
"P20","Nunca la votaría",0.706,0.598,0.443,0.34,0.254,0.342
"P20","No sabe",0.021,0.039,0.07,0.031,0.051,0.209
"P21","Lo votaría",0.165,0.135,0.179,0.273,0.4,0.252
"P21","Puede que lo vote",0.12,0.165,0.191,0.188,0.175,0.163
"P21","Nunca lo votaría",0.695,0.644,0.55,0.478,0.381,0.362
"P21","No sabe",0.02,0.056,0.08,0.061,0.044,0.223
"P22","La votaría",0.059,0.077,0.148,0.206,0.192,0.085
"P22","Puede que la vote",0.121,0.199,0.248,0.266,0.283,0.232
"P22","Nunca la votaría",0.766,0.655,0.495,0.432,0.441,0.429
"P22","No sabe",0.054,0.069,0.109,0.096,0.084,0.254
"P23","Lo votaría",0.178,0.106,0.044,0.032,0.027,0.072
"P23","Puede que lo vote",0.32,0.349,0.143,0.118,0.06,0.122
"P23","Nunca lo votaría",0.45,0.488,0.739,0.806,0.894,0.635
"P23","No sabe",0.052,0.057,0.074,0.044,0.019,0.171
"P24","Lo votaría",0.057,0.049,0.04,0.069,0.048,0.034
"P24","Puede que lo vote",0.129,0.159,0.189,0.19,0.19,0.14
"P24","Nunca lo votaría",0.743,0.693,0.61,0.625,0.665,0.501
"P24","No sabe",0.071,0.099,0.161,0.116,0.097,0.325
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.094,0.145,0.247,0.329,0.372,0.192
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.064,0.101,0.13,0.146,0.138,0.117
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.074,0.06,0.065,0.003,0.01,0.027
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.538,0.451,0.226,0.135,0.037,0.232
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.135,0.131,0.175,0.239,0.328,0.259
"P25","Otros candidatos",0.095,0.112,0.157,0.148,0.115,0.173
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.606,0.502,0.275,0.135,0.036,0.239
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.125,0.2,0.333,0.412,0.467,0.247
"P29","Javier Milei – José Luis Espert por los liberales",0.151,0.148,0.21,0.267,0.366,0.297
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.019,0.03,0.037,0.03,0.012,0.014
"P29","Otro candidato",0.099,0.12,0.145,0.156,0.119,0.203
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.154,0.231,0.298,0.372,0.326,0.209
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.416,0.369,0.179,0.086,0.074,0.153
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.169,0.157,0.234,0.286,0.41,0.285
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.038,0.037,0.052,0.044,0.012,0.021
"P31","Otro candidato",0.223,0.206,0.237,0.212,0.178,0.332
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.565,0.437,0.19,0.104,0.039,0.142
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.168,0.243,0.358,0.461,0.478,0.306
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.122,0.132,0.189,0.237,0.351,0.222
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.026,0.025,0.043,0.038,0.011,0.033
"P33","Otro candidato",0.119,0.163,0.22,0.16,0.121,0.297
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.418,0.401,0.217,0.159,0.137,0.201
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.255,0.257,0.275,0.307,0.258,0.167
"P35","Javier Milei – José Luis Espert por los liberales",0.172,0.153,0.227,0.3,0.411,0.287
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.021,0.026,0.044,0.037,0.013,0.032
"P35","Otro candidato",0.134,0.163,0.237,0.197,0.181,0.313
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.362,0.35,0.287,0.253,0.19,0.206
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.365,0.348,0.256,0.239,0.204,0.23
"P37","Javier Milei – José Luis Espert por los liberales",0.177,0.163,0.223,0.298,0.409,0.245
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.014,0.019,0.04,0.024,0.016,0.026
"P37","Otro candidato",0.082,0.12,0.194,0.186,0.181,0.293
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.613,0.495,0.263,0.154,0.099,0.22
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.25,0.332,0.449,0.541,0.56,0.378
"P38","No sabe",0.137,0.173,0.288,0.305,0.341,0.402
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.51,0.446,0.22,0.075,0.046,0.16
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.219,0.318,0.409,0.503,0.56,0.303
"P39","No sabe",0.271,0.236,0.371,0.422,0.394,0.537
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.603,0.486,0.203,0.098,0.043,0.17
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.227,0.325,0.469,0.578,0.686,0.416
"P40","No sabe",0.17,0.189,0.328,0.324,0.271,0.414
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.628,0.508,0.271,0.144,0.049,0.234
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.218,0.293,0.418,0.542,0.592,0.345
"P41","No sabe",0.154,0.199,0.311,0.314,0.359,0.421
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.618,0.49,0.225,0.106,0.04,0.176
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.188,0.295,0.411,0.504,0.569,0.326
"P42","No sabe",0.194,0.215,0.364,0.39,0.391,0.498
"P43","Muy buena",0.181,0.074,0.028,0.006,0.014,0.038
"P43","Buena",0.275,0.304,0.095,0.045,0.014,0.116
"P43","Ni buena ni mala",0.187,0.182,0.224,0.072,0.023,0.122
"P43","Mala",0.101,0.105,0.147,0.282,0.052,0.082
"P43","Muy mala",0.247,0.327,0.5,0.588,0.891,0.565
"P43","No sabe",0.009,0.008,0.006,0.007,0.006,0.077
"P45","Muy de acuerdo",0.545,0.122,0.058,0.038,0.02,0.08
"P45","De acuerdo",0.191,0.415,0.123,0.062,0.017,0.064
"P45","Ni de acuerdo ni en desacuerdo",0.129,0.278,0.464,0.207,0.121,0.249
"P45","En desacuerdo",0.04,0.088,0.17,0.381,0.097,0.099
"P45","Muy en desacuerdo",0.09,0.087,0.152,0.299,0.725,0.218
"P45","No sabe",0.005,0.01,0.033,0.013,0.02,0.29
"P46","Si",0.643,0.424,0.154,0.098,0.032,0.166
"P46","No",0.232,0.323,0.499,0.695,0.837,0.399
"P46","No sabe",0.125,0.253,0.347,0.207,0.131,0.435
"P47","Muy buena",0.215,0.09,0.066,0.031,0.014,0.057
"P47","Buena",0.23,0.274,0.122,0.084,0.115,0.101
"P47","Ni buena ni mala",0.197,0.194,0.185,0.11,0.032,0.179
"P47","Mala",0.104,0.129,0.158,0.223,0.071,0.085
"P47","Muy mala",0.253,0.312,0.463,0.546,0.767,0.521
"P47","No sabe",0.001,0.001,0.006,0.006,0.001,0.057
"P48","Muy buena",0.49,0.353,0.18,0.084,0.024,0.16
"P48","Buena",0.123,0.13,0.063,0.031,0.011,0.035
"P48","Ni buena ni mala",0.052,0.065,0.091,0.061,0.017,0.076
"P48","Mala",0.051,0.077,0.091,0.135,0.025,0.043
"P48","Muy mala",0.278,0.373,0.569,0.687,0.918,0.622
"P48","No sabe",0.006,0.002,0.006,0.002,0.005,0.064
"P49","Muy buena",0.114,0.11,0.163,0.204,0.249,0.103
"P49","Buena",0.09,0.16,0.183,0.231,0.225,0.154
"P49","Ni buena ni mala",0.11,0.127,0.181,0.178,0.149,0.191
"P49","Mala",0.171,0.172,0.178,0.133,0.092,0.153
"P49","Muy mala",0.498,0.424,0.285,0.249,0.283,0.299
"P49","No sabe",0.017,0.007,0.01,0.005,0.002,0.1
"P50","Muy buena",0.077,0.096,0.134,0.176,0.212,0.083
"P50","Buena",0.121,0.18,0.205,0.258,0.26,0.206
"P50","Ni buena ni mala",0.165,0.184,0.263,0.241,0.215,0.24
"P50","Mala",0.216,0.162,0.163,0.136,0.095,0.088
"P50","Muy mala",0.401,0.359,0.199,0.166,0.197,0.21
"P50","No sabe",0.02,0.019,0.036,0.023,0.021,0.173
"P51","Muy buena",0.257,0.076,0.032,0.041,0.032,0.063
"P51","Buena",0.295,0.291,0.11,0.064,0.028,0.108
"P51","Ni buena ni mala",0.175,0.25,0.267,0.182,0.08,0.141
"P51","Mala",0.08,0.128,0.19,0.235,0.118,0.154
"P51","Muy mala",0.189,0.243,0.375,0.471,0.731,0.392
"P51","No sabe",0.004,0.012,0.026,0.007,0.011,0.142
"P52","Muy buena",0.184,0.174,0.258,0.344,0.435,0.18
"P52","Buena",0.102,0.148,0.185,0.217,0.17,0.212
"P52","Ni buena ni mala",0.117,0.126,0.179,0.144,0.124,0.175
"P52","Mala",0.111,0.122,0.108,0.107,0.07,0.103
"P52","Muy mala",0.476,0.419,0.236,0.18,0.193,0.157
"P52","No sabe",0.01,0.011,0.034,0.008,0.008,0.173
"P53","Muy buena",0.13,0.119,0.141,0.216,0.348,0.188
"P53","Buena",0.1,0.107,0.138,0.179,0.173,0.132
"P53","Ni buena ni mala",0.138,0.194,0.279,0.245,0.198,0.262
"P53","Mala",0.126,0.133,0.153,0.15,0.084,0.113
"P53","Muy mala",0.483,0.424,0.249,0.191,0.175,0.144
"P53","No sabe",0.023,0.023,0.04,0.019,0.022,0.161
"P54","Muy buena",0.082,0.117,0.162,0.242,0.309,0.103
"P54","Buena",0.098,0.154,0.225,0.258,0.236,0.202
"P54","Ni buena ni mala",0.117,0.143,0.204,0.149,0.179,0.243
"P54","Mala",0.165,0.143,0.135,0.145,0.065,0.126
"P54","Muy mala",0.525,0.43,0.251,0.197,0.196,0.202
"P54","No sabe",0.013,0.013,0.023,0.009,0.015,0.124
"P55","Muy buena",0.146,0.085,0.035,0.026,0.037,0.048
"P55","Buena",0.28,0.287,0.092,0.091,0.037,0.105
"P55","Ni buena ni mala",0.215,0.219,0.252,0.146,0.066,0.187
"P55","Mala",0.099,0.138,0.195,0.228,0.119,0.154
"P55","Muy mala",0.247,0.261,0.4,0.493,0.733,0.39
"P55","No sabe",0.013,0.01,0.026,0.016,0.008,0.116
"P56","Muy buena",0.082,0.092,0.092,0.121,0.123,0.069
"P56","Buena",0.13,0.161,0.185,0.188,0.17,0.134
"P56","Ni buena ni mala",0.335,0.378,0.383,0.302,0.296,0.29
"P56","Mala",0.176,0.167,0.127,0.134,0.078,0.096
"P56","Muy mala",0.223,0.146,0.127,0.182,0.278,0.091
"P56","No sabe",0.054,0.056,0.086,0.073,0.055,0.32
"P57","Muy buena",0.05,0.04,0.045,0.071,0.088,0.026
"P57","Buena",0.069,0.121,0.143,0.147,0.16,0.099
"P57","Ni buena ni mala",0.245,0.296,0.371,0.381,0.341,0.251
"P57","Mala",0.179,0.161,0.142,0.13,0.104,0.093
"P57","Muy mala",0.403,0.32,0.205,0.181,0.235,0.148
"P57","No sabe",0.054,0.062,0.094,0.09,0.072,0.383
