"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P04","Tengo trabajo estable",0.498,0.392,0.383,0.457,0.361
"P04","Realizo changas o trabajos de vez en cuando",0.161,0.239,0.17,0.206,0.265
"P04","No tengo trabajo",0.181,0.159,0.185,0.111,0.199
"P04","Soy jubilado o pensionado",0.16,0.21,0.262,0.226,0.175
"P05","1",0.317,0.442,0.387,0.305,0.355
"P05","2",0.055,0.076,0.075,0.048,0.035
"P05","3",0.111,0.063,0.112,0.064,0.045
"P05","4",0.103,0.092,0.073,0.092,0.079
"P05","5",0.224,0.16,0.181,0.245,0.175
"P05","6",0.04,0.027,0.024,0.06,0.065
"P05","7",0.041,0.021,0.041,0.079,0.039
"P05","8",0.019,0.02,0.025,0.03,0.062
"P05","9",0.09,0.099,0.082,0.077,0.145
"P06","1",0.19,0.205,0.142,0.241,0.275
"P06","2",0.022,0.043,0.055,0.019,0.106
"P06","3",0.03,0.03,0.029,0.064,0.044
"P06","4",0.029,0.018,0.046,0.076,0.029
"P06","5",0.213,0.166,0.163,0.198,0.168
"P06","6",0.081,0.05,0.059,0.076,0.045
"P06","7",0.08,0.074,0.093,0.063,0.018
"P06","8",0.082,0.067,0.08,0.053,0.058
"P06","9",0.273,0.347,0.333,0.21,0.257
"P07","1",0.254,0.229,0.219,0.299,0.282
"P07","2",0.033,0.028,0.04,0.023,0.112
"P07","3",0.037,0.026,0.03,0.043,0.014
"P07","4",0.023,0.009,0.026,0.02,0.027
"P07","5",0.132,0.111,0.12,0.183,0.043
"P07","6",0.027,0.016,0.017,0.028,0.021
"P07","7",0.034,0.048,0.06,0.023,0.017
"P07","8",0.056,0.045,0.049,0.056,0.05
"P07","9",0.404,0.488,0.439,0.325,0.434
"P13","Seguro lo votaria",0.324,0.257,0.196,0.183,0.264
"P13","Quizás lo votaría",0.294,0.33,0.316,0.237,0.156
"P13","Nunca lo votaría",0.382,0.413,0.488,0.58,0.58
"P14","Lo votaría",0.346,0.78,0.548,0.248,0.214
"P14","Puede que lo vote",0.339,0.152,0.345,0.334,0.179
"P14","Nunca lo votaría",0.291,0.056,0.086,0.303,0.543
"P14","No sabe",0.024,0.012,0.021,0.115,0.064
"P15","Lo votaría",0.095,0.077,0.04,0.05,0.143
"P15","Puede que lo vote",0.102,0.071,0.065,0.121,0.156
"P15","Nunca lo votaría",0.756,0.825,0.879,0.725,0.561
"P15","No sabe",0.047,0.027,0.016,0.104,0.14
"P16","Lo votaría",0.059,0.025,0.02,0.038,0.228
"P16","Puede que lo vote",0.035,0.034,0.021,0.045,0.06
"P16","Nunca lo votaría",0.895,0.916,0.951,0.891,0.615
"P16","No sabe",0.011,0.025,0.008,0.026,0.097
"P17","La votaría",0.035,0.029,0.024,0.086,0.167
"P17","Puede que la vote",0.032,0.013,0.01,0.036,0.072
"P17","Nunca la votaría",0.916,0.943,0.957,0.872,0.675
"P17","No sabe",0.017,0.015,0.009,0.006,0.086
"P18","Lo votaría",0.604,0.212,0.232,0.223,0.171
"P18","Puede que lo vote",0.227,0.459,0.506,0.458,0.351
"P18","Nunca lo votaría",0.157,0.283,0.217,0.251,0.39
"P18","No sabe",0.012,0.046,0.045,0.068,0.088
"P19","Lo votaría",0.159,0.11,0.117,0.637,0.237
"P19","Puede que lo vote",0.459,0.328,0.448,0.225,0.287
"P19","Nunca lo votaría",0.276,0.455,0.358,0.111,0.353
"P19","No sabe",0.106,0.107,0.077,0.027,0.123
"P20","La votaría",0.3,0.482,0.825,0.305,0.212
"P20","Puede que la vote",0.403,0.331,0.125,0.401,0.286
"P20","Nunca la votaría",0.245,0.123,0.04,0.254,0.382
"P20","No sabe",0.052,0.064,0.01,0.04,0.12
