"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P21","Lo votaría",0.132,0.13,0.15,0.112,0.118
"P21","Puede que lo vote",0.297,0.28,0.311,0.267,0.096
"P21","Nunca lo votaría",0.506,0.518,0.482,0.601,0.702
"P21","No sabe",0.065,0.072,0.057,0.02,0.084
"P22","La votaría",0.272,0.275,0.246,0.265,0.24
"P22","Puede que la vote",0.363,0.371,0.424,0.337,0.193
"P22","Nunca la votaría",0.299,0.251,0.249,0.325,0.456
"P22","No sabe",0.066,0.103,0.081,0.073,0.111
"P23","Lo votaría",0.027,0.028,0.015,0.051,0.072
"P23","Puede que lo vote",0.084,0.051,0.027,0.109,0.166
"P23","Nunca lo votaría",0.838,0.872,0.924,0.819,0.691
"P23","No sabe",0.051,0.049,0.034,0.021,0.071
"P24","Lo votaría",0.074,0.041,0.078,0.175,0.544
"P24","Puede que lo vote",0.253,0.239,0.284,0.317,0.242
"P24","Nunca lo votaría",0.557,0.611,0.544,0.445,0.105
"P24","No sabe",0.116,0.109,0.094,0.063,0.109
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.252,0.838,0.61,0.223,0.06
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.584,0.049,0.141,0.285,0.542
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.025,0.009,0.003,0.025,0.04
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.027,0.025,0.011,0.105,0.175
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.037,0.046,0.073,0.084,0.027
"P25","Otros candidatos",0.075,0.033,0.162,0.278,0.156
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.046,0.044,0.017,0.153,0.239
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.655,0.857,0.76,0.438,0.331
"P29","Javier Milei – José Luis Espert por los liberales",0.103,0.066,0.093,0.08,0.053
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.013,0.003,0.002,0.038,0.011
"P29","Otro candidato",0.183,0.03,0.128,0.291,0.366
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.725,0.516,0.553,0.515,0.642
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.076,0.094,0.03,0.118,0.112
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.086,0.165,0.168,0.051,0.062
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.008,0.003,0.007,0.027,0
"P31","Otro candidato",0.105,0.222,0.242,0.289,0.184
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.069,0.038,0.024,0.165,0.113
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.631,0.759,0.895,0.491,0.458
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.121,0.114,0.046,0.083,0.041
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.006,0,0.003,0.025,0.004
"P33","Otro candidato",0.173,0.089,0.032,0.236,0.384
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.209,0.166,0.146,0.217,0.27
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.541,0.474,0.416,0.428,0.486
"P35","Javier Milei – José Luis Espert por los liberales",0.102,0.17,0.18,0.099,0.018
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.017,0.003,0.005,0.024,0.006
"P35","Otro candidato",0.131,0.187,0.253,0.232,0.22
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.434,0.269,0.277,0.338,0.51
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.39,0.33,0.281,0.32,0.296
"P37","Javier Milei – José Luis Espert por los liberales",0.095,0.19,0.186,0.067,0.051
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.002,0.003,0.001,0.036,0
"P37","Otro candidato",0.079,0.208,0.255,0.239,0.143
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.123,0.068,0.041,0.154,0.187
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.718,0.87,0.869,0.58,0.381
"P38","No sabe",0.159,0.062,0.09,0.266,0.432
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.068,0.03,0.017,0.121,0.118
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.843,0.704,0.766,0.631,0.641
"P39","No sabe",0.089,0.266,0.217,0.248,0.241
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.068,0.017,0.007,0.108,0.14
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.776,0.868,0.939,0.632,0.494
"P40","No sabe",0.156,0.115,0.054,0.26,0.366
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.043,0.03,0.008,0.132,0.173
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.889,0.747,0.797,0.649,0.675
"P41","No sabe",0.068,0.223,0.195,0.219,0.152
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.054,0.018,0.004,0.116,0.122
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.873,0.739,0.786,0.655,0.637
"P42","No sabe",0.073,0.243,0.21,0.229,0.241
"P43","Muy buena",0.03,0.007,0,0.012,0.035
"P43","Buena",0.065,0.067,0.036,0.159,0.113
"P43","Ni buena ni mala",0.06,0.032,0.01,0.068,0.059
"P43","Mala",0.137,0.07,0.068,0.129,0.208
"P43","Muy mala",0.701,0.821,0.88,0.621,0.58
"P43","No sabe",0.007,0.003,0.006,0.011,0.005
"P44","Muy de acuerdo",0.101,0.054,0.087,0.13,0.081
"P44","De acuerdo",0.132,0.099,0.13,0.209,0.199
"P44","Ni de acuerdo ni en desacuerdo",0.334,0.32,0.308,0.311,0.261
"P44","En desacuerdo",0.202,0.172,0.202,0.127,0.247
"P44","Muy en desacuerdo",0.181,0.3,0.217,0.198,0.151
"P44","No sabe",0.05,0.055,0.056,0.025,0.061
"P45","Muy de acuerdo",0.056,0.01,0.009,0.116,0.056
"P45","De acuerdo",0.077,0.045,0.049,0.138,0.225
"P45","Ni de acuerdo ni en desacuerdo",0.361,0.29,0.287,0.313,0.332
"P45","En desacuerdo",0.22,0.187,0.248,0.119,0.13
"P45","Muy en desacuerdo",0.262,0.432,0.388,0.301,0.243
"P45","No sabe",0.024,0.036,0.019,0.013,0.014
"P46","Si",0.074,0.044,0.027,0.154,0.134
"P46","No",0.657,0.791,0.771,0.56,0.487
"P46","No sabe",0.269,0.165,0.202,0.286,0.379
"P47","Muy buena",0.024,0.016,0.004,0.073,0.043
"P47","Buena",0.093,0.083,0.059,0.124,0.088
"P47","Ni buena ni mala",0.072,0.052,0.039,0.09,0.133
"P47","Mala",0.171,0.11,0.079,0.108,0.135
"P47","Muy mala",0.64,0.738,0.816,0.593,0.551
"P47","No sabe",0,0.001,0.003,0.012,0.05
"P48","Muy buena",0.045,0.016,0.001,0.07,0.068
"P48","Buena",0.021,0.007,0.014,0.05,0.053
"P48","Ni buena ni mala",0.021,0.01,0.005,0.033,0.088
"P48","Mala",0.079,0.056,0.039,0.096,0.111
"P48","Muy mala",0.833,0.905,0.935,0.736,0.62
"P48","No sabe",0.001,0.006,0.006,0.015,0.06
"P49","Muy buena",0.185,0.546,0.32,0.068,0.141
"P49","Buena",0.315,0.254,0.405,0.314,0.196
"P49","Ni buena ni mala",0.243,0.092,0.169,0.228,0.193
"P49","Mala",0.118,0.021,0.033,0.129,0.122
"P49","Muy mala",0.139,0.081,0.072,0.254,0.288
"P49","No sabe",0,0.006,0.001,0.007,0.06
"P50","Muy buena",0.517,0.253,0.236,0.19,0.188
"P50","Buena",0.337,0.372,0.401,0.369,0.41
"P50","Ni buena ni mala",0.092,0.24,0.251,0.227,0.143
"P50","Mala",0.013,0.07,0.057,0.11,0.055
"P50","Muy mala",0.038,0.044,0.044,0.089,0.157
"P50","No sabe",0.003,0.021,0.011,0.015,0.047
"P51","Muy buena",0.061,0.014,0.015,0.069,0.032
"P51","Buena",0.064,0.061,0.036,0.082,0.072
"P51","Ni buena ni mala",0.177,0.077,0.075,0.129,0.223
"P51","Mala",0.223,0.148,0.178,0.21,0.181
"P51","Muy mala",0.468,0.688,0.684,0.492,0.432
"P51","No sabe",0.007,0.012,0.012,0.018,0.06
"P52","Muy buena",0.297,0.516,0.782,0.281,0.189
"P52","Buena",0.33,0.283,0.129,0.273,0.215
"P52","Ni buena ni mala",0.23,0.084,0.022,0.221,0.166
"P52","Mala",0.074,0.031,0.018,0.103,0.18
"P52","Muy mala",0.065,0.074,0.036,0.122,0.203
"P52","No sabe",0.004,0.012,0.013,0,0.047
"P53","Muy buena",0.132,0.1,0.108,0.065,0.11
"P53","Buena",0.194,0.236,0.213,0.152,0.074
"P53","Ni buena ni mala",0.333,0.334,0.403,0.319,0.188
"P53","Mala",0.154,0.153,0.147,0.145,0.208
"P53","Muy mala",0.171,0.153,0.106,0.288,0.42
"P53","No sabe",0.016,0.024,0.023,0.031,0
"P54","Muy buena",0.389,0.404,0.369,0.314,0.273
"P54","Buena",0.308,0.361,0.352,0.295,0.225
"P54","Ni buena ni mala",0.177,0.145,0.195,0.117,0.146
"P54","Mala",0.047,0.045,0.039,0.118,0.161
"P54","Muy mala",0.078,0.038,0.031,0.144,0.195
"P54","No sabe",0.001,0.007,0.014,0.012,0
"P55","Muy buena",0.053,0.031,0.021,0.051,0.032
"P55","Buena",0.047,0.031,0.029,0.088,0.054
"P55","Ni buena ni mala",0.115,0.08,0.076,0.131,0.128
"P55","Mala",0.237,0.172,0.163,0.212,0.195
"P55","Muy mala",0.537,0.682,0.698,0.494,0.54
"P55","No sabe",0.011,0.004,0.013,0.024,0.051
"P56","Muy buena",0.155,0.078,0.124,0.619,0.304
"P56","Buena",0.274,0.199,0.281,0.187,0.193
"P56","Ni buena ni mala",0.372,0.353,0.339,0.091,0.289
"P56","Mala",0.044,0.143,0.1,0.029,0.094
"P56","Muy mala",0.115,0.182,0.11,0.067,0.062
"P56","No sabe",0.04,0.045,0.046,0.007,0.058
"P57","Muy buena",0.082,0.066,0.081,0.247,0.548
"P57","Buena",0.255,0.191,0.263,0.305,0.155
"P57","Ni buena ni mala",0.432,0.398,0.379,0.284,0.146
"P57","Mala",0.072,0.16,0.112,0.09,0.085
"P57","Muy mala",0.087,0.135,0.101,0.067,0
"P57","No sabe",0.072,0.05,0.064,0.007,0.066
