"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Muy de acuerdo",0.145,0.151,0.139,0.123,0.148,0.154,0.151,0.176,0.138,0.125,0.129,0.141,0.123,0.162,0.289,0.041,0.106
"De acuerdo",0.158,0.152,0.163,0.116,0.158,0.185,0.167,0.171,0.146,0.162,0.14,0.156,0.161,0.173,0.288,0.069,0.168
"Ni de acuerdo ni en desacuerdo",0.27,0.261,0.279,0.231,0.29,0.257,0.291,0.265,0.262,0.286,0.284,0.249,0.271,0.268,0.243,0.28,0.349
"En desacuerdo",0.145,0.142,0.149,0.162,0.124,0.144,0.174,0.12,0.154,0.157,0.15,0.172,0.16,0.129,0.082,0.192,0.141
"Muy en desacuerdo",0.246,0.262,0.231,0.336,0.248,0.221,0.175,0.217,0.265,0.248,0.256,0.246,0.23,0.24,0.069,0.391,0.2
"No sabe",0.036,0.032,0.039,0.032,0.032,0.039,0.042,0.051,0.035,0.022,0.041,0.036,0.055,0.028,0.029,0.027,0.036
