"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.439,0.458,0.46,0.442,0.44,0.508,0.557,0.382,0.322
"P04","Realizo changas o trabajos de vez en cuando",0.202,0.232,0.171,0.181,0.22,0.114,0.167,0.239,0.249
"P04","No tengo trabajo",0.187,0.182,0.187,0.189,0.185,0.195,0.126,0.213,0.222
"P04","Soy jubilado o pensionado",0.172,0.128,0.182,0.188,0.155,0.183,0.15,0.166,0.207
"P05","1",0.28,0.225,0.107,0.143,0.284,0.195,0.251,0.203,0.392
"P05","2",0.051,0.149,0.069,0.091,0.057,0.039,0.071,0.095,0.067
"P05","3",0.043,0.088,0.101,0.116,0.083,0.121,0.079,0.095,0.05
"P05","4",0.053,0.086,0.124,0.183,0.083,0.076,0.13,0.093,0.053
"P05","5",0.156,0.193,0.231,0.264,0.325,0.289,0.284,0.237,0.186
"P05","6",0.057,0.067,0.124,0.046,0.039,0.13,0.024,0.048,0.025
"P05","7",0.09,0.085,0.125,0.063,0.043,0.053,0.091,0.078,0.025
"P05","8",0.061,0.065,0.052,0.023,0.031,0.025,0.034,0.086,0.029
"P05","9",0.209,0.042,0.067,0.071,0.055,0.072,0.036,0.065,0.173
"P06","1",0.402,0.167,0.196,0.117,0.091,0.061,0.055,0.053,0.259
"P06","2",0.057,0.264,0.054,0.035,0.03,0.01,0.014,0.056,0.044
"P06","3",0.048,0.073,0.167,0.026,0.035,0.046,0.028,0.02,0.029
"P06","4",0.045,0.074,0.063,0.27,0.033,0.03,0.03,0.051,0.035
"P06","5",0.15,0.124,0.169,0.21,0.396,0.28,0.234,0.224,0.17
"P06","6",0.036,0.086,0.082,0.06,0.05,0.19,0.092,0.097,0.026
"P06","7",0.027,0.057,0.104,0.111,0.073,0.122,0.289,0.061,0.034
"P06","8",0.026,0.051,0.08,0.044,0.067,0.148,0.098,0.266,0.048
"P06","9",0.209,0.104,0.085,0.127,0.225,0.113,0.16,0.172,0.355
"P09","Del Frente de Todos y el peronismo",0.446,0.355,0.27,0.269,0.175,0.162,0.193,0.121,0.187
"P09","De Cambiemos",0.211,0.312,0.302,0.283,0.365,0.323,0.373,0.392,0.345
"P09","De los Liberales libertarios",0.095,0.118,0.168,0.205,0.216,0.221,0.244,0.273,0.202
"P09","De la Izquierda",0.054,0.038,0.025,0.039,0.017,0.014,0.019,0.02,0.021
"P09","No sabe",0.194,0.177,0.235,0.204,0.227,0.28,0.171,0.194,0.245
"P10","A Alberto Fernández",0.169,0.164,0.104,0.203,0.212,0.234,0.146,0.157,0.327
"P10","A Sergio Massa",0.19,0.19,0.344,0.212,0.195,0.301,0.193,0.298,0.223
"P10","A algún candidato del peronismo",0.148,0.119,0.102,0.171,0.264,0.215,0.371,0.245,0.209
"P10","A algún candidato del kirchnerismo",0.493,0.527,0.45,0.414,0.329,0.25,0.29,0.3,0.241
"P11","A Alberto Fernández",0.132,0.143,0.099,0.046,0.137,0.194,0.129,0.02,0.281
"P11","A Sergio Massa",0.134,0.144,0.264,0.282,0.137,0.298,0.16,0.262,0.169
"P11","A algún candidato del peronismo",0.082,0.105,0.06,0.123,0.188,0.164,0.326,0.198,0.177
"P11","A Cristina Fernández de Kirchner",0.652,0.608,0.577,0.549,0.538,0.344,0.385,0.52,0.373
"P12","A Horacio Rodriguez Larreta",0.233,0.201,0.268,0.265,0.24,0.296,0.164,0.25,0.202
"P12","A Mauricio Macri",0.342,0.278,0.306,0.167,0.329,0.286,0.384,0.323,0.397
"P12","A Patricia Bullrich",0.272,0.329,0.292,0.418,0.295,0.257,0.394,0.291,0.297
"P12","A Facundo Manes",0.098,0.049,0.112,0.083,0.119,0.113,0.041,0.089,0.058
"P12","A Gerardo Morales",0.055,0.143,0.022,0.067,0.017,0.048,0.017,0.047,0.046
"P13","Seguro lo votaria",0.294,0.219,0.131,0.268,0.231,0.157,0.053,0.142,0.273
"P13","Quizás lo votaría",0.295,0.273,0.404,0.198,0.257,0.395,0.461,0.315,0.297
"P13","Nunca lo votaría",0.411,0.508,0.465,0.534,0.512,0.448,0.486,0.543,0.43
"P14","Lo votaría",0.153,0.215,0.207,0.169,0.257,0.21,0.284,0.242,0.288
"P14","Puede que lo vote",0.117,0.218,0.25,0.224,0.232,0.308,0.306,0.289,0.22
"P14","Nunca lo votaría",0.63,0.501,0.472,0.432,0.373,0.327,0.35,0.356,0.383
"P14","No sabe",0.1,0.066,0.071,0.175,0.138,0.155,0.06,0.113,0.109
"P15","Lo votaría",0.176,0.152,0.1,0.101,0.102,0.097,0.075,0.12,0.114
"P15","Puede que lo vote",0.256,0.255,0.26,0.187,0.132,0.196,0.144,0.145,0.148
"P15","Nunca lo votaría",0.442,0.509,0.537,0.625,0.639,0.627,0.727,0.648,0.629
"P15","No sabe",0.126,0.084,0.103,0.087,0.127,0.08,0.054,0.087,0.109
