"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P04","Tengo trabajo estable",0.36,0.412,0.427,0.435,0.428,0.167
"P04","Realizo changas o trabajos de vez en cuando",0.163,0.214,0.222,0.189,0.181,0.317
"P04","No tengo trabajo",0.195,0.128,0.185,0.179,0.2,0.262
"P04","Soy jubilado o pensionado",0.282,0.246,0.166,0.197,0.191,0.254
"P05","1",0.305,0.199,0.208,0.231,0.357,0.365
"P05","2",0.071,0.049,0.064,0.066,0.067,0.114
"P05","3",0.06,0.026,0.041,0.049,0.095,0.018
"P05","4",0.046,0.05,0.057,0.064,0.084,0
"P05","5",0.079,0.139,0.18,0.227,0.218,0.277
"P05","6",0.033,0.08,0.068,0.069,0.033,0
"P05","7",0.098,0.124,0.107,0.08,0.038,0.063
"P05","8",0.094,0.093,0.054,0.073,0.024,0.055
"P05","9",0.214,0.24,0.221,0.141,0.084,0.108
"P06","1",0.487,0.473,0.322,0.28,0.133,0.332
"P06","2",0.065,0.058,0.078,0.064,0.029,0.025
"P06","3",0.061,0.063,0.076,0.052,0.03,0.005
"P06","4",0.042,0.049,0.059,0.087,0.033,0.033
"P06","5",0.093,0.154,0.224,0.209,0.185,0.251
"P06","6",0.012,0.029,0.036,0.059,0.064,0.016
"P06","7",0.02,0.029,0.029,0.045,0.086,0.043
"P06","8",0.053,0.023,0.036,0.048,0.083,0.008
"P06","9",0.167,0.122,0.14,0.156,0.357,0.287
"P07","1",0.598,0.563,0.475,0.428,0.211,0.393
"P07","2",0.017,0.036,0.048,0.029,0.028,0
"P07","3",0.016,0.033,0.036,0.031,0.025,0.007
"P07","4",0.007,0.025,0.023,0.032,0.023,0
"P07","5",0.045,0.071,0.076,0.078,0.123,0.142
"P07","6",0.017,0.009,0.017,0.014,0.025,0.037
"P07","7",0.016,0.031,0.023,0.026,0.053,0.031
"P07","8",0.034,0.028,0.018,0.033,0.059,0.016
"P07","9",0.25,0.204,0.284,0.329,0.453,0.374
"P09","Del Frente de Todos y el peronismo",0.783,0.727,0.57,0.286,0.032,0.27
"P09","De Cambiemos",0.059,0.142,0.072,0.248,0.499,0.153
"P09","De los Liberales libertarios",0.025,0.038,0.08,0.111,0.306,0.175
"P09","De la Izquierda",0.066,0.023,0.051,0.072,0.02,0.031
"P09","No sabe",0.067,0.07,0.227,0.283,0.143,0.371
"P10","A Alberto Fernández",0.408,0.151,0.118,0.057,0.117,0.254
"P10","A Sergio Massa",0.182,0.162,0.219,0.267,0.094,0.227
"P10","A algún candidato del peronismo",0.076,0.131,0.178,0.204,0.481,0.296
"P10","A algún candidato del kirchnerismo",0.334,0.556,0.485,0.472,0.308,0.223
"P11","A Alberto Fernández",0.263,0.112,0.102,0.031,0.016,0.169
"P11","A Sergio Massa",0.173,0.089,0.156,0.202,0.064,0.312
"P11","A algún candidato del peronismo",0.056,0.059,0.114,0.149,0.496,0.231
"P11","A Cristina Fernández de Kirchner",0.508,0.74,0.628,0.618,0.424,0.288
"P12","A Horacio Rodriguez Larreta",0.558,0.198,0.352,0.292,0.175,0.255
"P12","A Mauricio Macri",0.207,0.356,0.33,0.262,0.36,0.21
"P12","A Patricia Bullrich",0.014,0.187,0.094,0.246,0.374,0.342
"P12","A Facundo Manes",0.084,0.187,0.152,0.106,0.06,0.159
"P12","A Gerardo Morales",0.137,0.072,0.072,0.094,0.031,0.034
"P13","Seguro lo votaria",0.444,0.257,0.196,0.29,0.194,0.116
"P13","Quizás lo votaría",0.027,0.382,0.326,0.248,0.301,0.519
"P13","Nunca lo votaría",0.529,0.361,0.478,0.462,0.505,0.365
"P14","Lo votaría",0.046,0.1,0.059,0.174,0.385,0.094
"P14","Puede que lo vote",0.105,0.09,0.074,0.154,0.301,0.221
"P14","Nunca lo votaría",0.773,0.734,0.764,0.583,0.234,0.411
"P14","No sabe",0.076,0.076,0.103,0.089,0.08,0.274
"P15","Lo votaría",0.42,0.256,0.189,0.128,0.039,0.282
"P15","Puede que lo vote",0.262,0.399,0.333,0.227,0.059,0.253
"P15","Nunca lo votaría",0.248,0.251,0.316,0.502,0.865,0.235
"P15","No sabe",0.07,0.094,0.162,0.143,0.037,0.23
"P16","Lo votaría",0.583,0.258,0.14,0.04,0.008,0.259
"P16","Puede que lo vote",0.258,0.413,0.37,0.12,0.01,0.124
"P16","Nunca lo votaría",0.115,0.254,0.325,0.744,0.967,0.331
"P16","No sabe",0.044,0.075,0.165,0.096,0.015,0.286
"P17","La votaría",0.77,0.688,0.478,0.25,0.02,0.22
"P17","Puede que la vote",0.109,0.089,0.15,0.103,0.015,0.135
"P17","Nunca la votaría",0.084,0.206,0.293,0.578,0.955,0.428
"P17","No sabe",0.037,0.017,0.079,0.069,0.01,0.217
"P18","Lo votaría",0.096,0.088,0.063,0.145,0.197,0.078
"P18","Puede que lo vote",0.068,0.124,0.111,0.239,0.371,0.264
"P18","Nunca lo votaría",0.781,0.74,0.716,0.531,0.364,0.374
"P18","No sabe",0.055,0.048,0.11,0.085,0.068,0.284
"P19","Lo votaría",0.081,0.06,0.031,0.099,0.124,0.119
"P19","Puede que lo vote",0.083,0.168,0.153,0.218,0.34,0.233
"P19","Nunca lo votaría",0.722,0.649,0.643,0.48,0.428,0.243
"P19","No sabe",0.114,0.123,0.173,0.203,0.108,0.405
"P20","La votaría",0.066,0.091,0.042,0.185,0.459,0.214
"P20","Puede que la vote",0.055,0.093,0.09,0.172,0.283,0.153
"P20","Nunca la votaría",0.857,0.762,0.794,0.583,0.208,0.342
"P20","No sabe",0.022,0.054,0.074,0.06,0.05,0.291
