"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P16","Nunca lo votaría",0.068,0.255,0.369,0.245
"P16","No sabe",0.033,0.091,0.122,0.11
"P17","La votaría",0.738,0.594,0.515,0.918
"P17","Puede que la vote",0.1,0.225,0.157,0.059
"P17","Nunca la votaría",0.122,0.14,0.261,0.019
"P17","No sabe",0.04,0.041,0.067,0.004
"P18","Lo votaría",0.099,0.074,0.065,0.029
"P18","Puede que lo vote",0.184,0.124,0.101,0.02
"P18","Nunca lo votaría",0.666,0.731,0.732,0.923
"P18","No sabe",0.051,0.071,0.102,0.028
"P19","Lo votaría",0.053,0.014,0.051,0.012
"P19","Puede que lo vote",0.118,0.202,0.128,0.098
"P19","Nunca lo votaría",0.642,0.646,0.647,0.8
"P19","No sabe",0.187,0.138,0.174,0.09
"P20","La votaría",0.042,0.023,0.061,0.018
"P20","Puede que la vote",0.088,0.068,0.066,0.013
"P20","Nunca la votaría",0.773,0.862,0.79,0.945
"P20","No sabe",0.097,0.047,0.083,0.024
"P21","Lo votaría",0.055,0.042,0.053,0.019
"P21","Puede que lo vote",0.147,0.057,0.081,0.024
"P21","Nunca lo votaría",0.709,0.827,0.8,0.929
"P21","No sabe",0.089,0.074,0.066,0.028
"P22","La votaría",0.037,0.043,0.03,0.003
"P22","Puede que la vote",0.09,0.081,0.115,0.024
"P22","Nunca la votaría",0.714,0.798,0.765,0.932
"P22","No sabe",0.159,0.078,0.09,0.041
"P23","Lo votaría",0.216,0.184,0.184,0.177
"P23","Puede que lo vote",0.314,0.426,0.373,0.536
"P23","Nunca lo votaría",0.333,0.316,0.324,0.214
"P23","No sabe",0.137,0.074,0.119,0.073
"P24","Lo votaría",0.036,0.036,0.024,0.012
"P24","Puede que lo vote",0.147,0.145,0.098,0.047
"P24","Nunca lo votaría",0.608,0.653,0.728,0.853
"P24","No sabe",0.209,0.166,0.15,0.088
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.011,0.013,0.11,0.013
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.029,0.017,0.056,0.01
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.39,0.092,0.081,0.015
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.523,0.765,0.615,0.938
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.005,0.033,0.033,0.007
"P25","Otros candidatos",0.042,0.08,0.105,0.017
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.768,0.819,0.682,0.955
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.027,0.054,0.134,0.013
"P29","Javier Milei – José Luis Espert por los liberales",0.048,0.033,0.036,0.006
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.026,0.02,0.016,0.01
"P29","Otro candidato",0.131,0.074,0.132,0.016
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.114,0.15,0.114,0.06
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.738,0.53,0.468,0.578
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.039,0.038,0.078,0.014
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.022,0.034,0.057,0.056
"P31","Otro candidato",0.087,0.248,0.283,0.292
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.597,0.813,0.517,0.705
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.071,0.057,0.113,0.022
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.032,0.021,0.065,0.008
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.025,0.031,0.05,0.039
"P33","Otro candidato",0.275,0.078,0.255,0.226
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.483,0.614,0.448,0.543
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.168,0.3,0.204,0.223
"P35","Javier Milei – José Luis Espert por los liberales",0.035,0.016,0.067,0.005
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.021,0.006,0.028,0.032
"P35","Otro candidato",0.293,0.064,0.253,0.197
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.47,0.451,0.382,0.467
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.297,0.452,0.371,0.5
"P37","Javier Milei – José Luis Espert por los liberales",0.044,0.009,0.069,0.002
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.02,0.003,0.006,0.008
"P37","Otro candidato",0.169,0.085,0.172,0.023
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.804,0.786,0.682,0.924
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.069,0.131,0.167,0.051
"P38","No sabe",0.127,0.083,0.151,0.025
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.828,0.644,0.554,0.762
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.038,0.095,0.167,0.017
"P39","No sabe",0.134,0.261,0.279,0.221
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.69,0.821,0.568,0.8
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.034,0.052,0.158,0.013
"P40","No sabe",0.276,0.127,0.274,0.187
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.792,0.854,0.7,0.969
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.053,0.046,0.15,0.009
"P41","No sabe",0.155,0.1,0.15,0.022
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.694,0.872,0.577,0.809
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.06,0.03,0.147,0.016
"P42","No sabe",0.246,0.098,0.276,0.175
"P43","Muy buena",0.373,0.144,0.07,0.108
"P43","Buena",0.321,0.298,0.278,0.418
"P43","Ni buena ni mala",0.21,0.34,0.318,0.305
"P43","Mala",0.044,0.18,0.159,0.129
"P43","Muy mala",0.038,0.027,0.159,0.036
"P43","No sabe",0.014,0.011,0.016,0.004
"P44","Muy de acuerdo",0.315,0.45,0.285,0.334
"P44","De acuerdo",0.248,0.227,0.227,0.355
"P44","Ni de acuerdo ni en desacuerdo",0.287,0.249,0.241,0.208
"P44","En desacuerdo",0.063,0.032,0.098,0.041
"P44","Muy en desacuerdo",0.038,0.015,0.119,0.025
"P44","No sabe",0.049,0.027,0.03,0.037
"P45","Muy de acuerdo",0.358,0.641,0.252,0.292
"P45","De acuerdo",0.289,0.24,0.285,0.405
"P45","Ni de acuerdo ni en desacuerdo",0.244,0.077,0.283,0.204
"P45","En desacuerdo",0.061,0.024,0.084,0.052
"P45","Muy en desacuerdo",0.03,0.006,0.08,0.03
"P45","No sabe",0.018,0.012,0.016,0.017
"P46","Si",0.601,0.864,0.427,0.644
"P46","No",0.183,0.061,0.284,0.1
"P46","No sabe",0.216,0.075,0.289,0.256
"P47","Muy buena",0.524,0.241,0.071,0.128
"P47","Buena",0.288,0.303,0.322,0.39
"P47","Ni buena ni mala",0.118,0.217,0.361,0.309
"P47","Mala",0.033,0.198,0.111,0.142
"P47","Muy mala",0.033,0.041,0.135,0.029
"P47","No sabe",0.004,0,0,0.002
"P48","Muy buena",0.594,0.508,0.39,0.84
"P48","Buena",0.177,0.227,0.246,0.092
"P48","Ni buena ni mala",0.113,0.15,0.094,0.032
"P48","Mala",0.06,0.076,0.059,0.022
"P48","Muy mala",0.054,0.039,0.211,0.013
"P48","No sabe",0.002,0,0,0.001
"P49","Muy buena",0.103,0.067,0.06,0.065
"P49","Buena",0.036,0.031,0.049,0.006
"P49","Ni buena ni mala",0.171,0.074,0.071,0.019
"P49","Mala",0.288,0.27,0.191,0.147
"P49","Muy mala",0.396,0.53,0.61,0.759
"P49","No sabe",0.006,0.028,0.019,0.004
"P50","Muy buena",0.037,0.032,0.045,0.014
"P50","Buena",0.039,0.091,0.084,0.019
"P50","Ni buena ni mala",0.244,0.211,0.239,0.055
"P50","Mala",0.246,0.335,0.231,0.209
"P50","Muy mala",0.365,0.306,0.399,0.69
"P50","No sabe",0.069,0.025,0.002,0.013
"P51","Muy buena",0.23,0.402,0.126,0.104
"P51","Buena",0.274,0.421,0.323,0.381
"P51","Ni buena ni mala",0.328,0.115,0.341,0.333
"P51","Mala",0.062,0.034,0.076,0.113
"P51","Muy mala",0.074,0.027,0.117,0.06
"P51","No sabe",0.032,0.001,0.017,0.009
"P52","Muy buena",0.015,0.064,0.085,0.029
"P52","Buena",0.078,0.081,0.06,0.018
"P52","Ni buena ni mala",0.224,0.086,0.13,0.055
"P52","Mala",0.193,0.179,0.177,0.085
"P52","Muy mala",0.441,0.545,0.548,0.798
"P52","No sabe",0.049,0.045,0,0.015
"P53","Muy buena",0.035,0.023,0.077,0.003
"P53","Buena",0.031,0.039,0.036,0.006
"P53","Ni buena ni mala",0.308,0.154,0.149,0.05
"P53","Mala",0.141,0.211,0.207,0.113
"P53","Muy mala",0.45,0.525,0.519,0.812
"P53","No sabe",0.035,0.048,0.012,0.016
"P54","Muy buena",0.024,0.025,0.032,0.011
"P54","Buena",0.064,0.046,0.1,0.003
"P54","Ni buena ni mala",0.211,0.093,0.107,0.035
"P54","Mala",0.245,0.255,0.219,0.123
"P54","Muy mala",0.431,0.542,0.538,0.825
"P54","No sabe",0.025,0.039,0.004,0.003
"P55","Muy buena",0.226,0.117,0.174,0.114
"P55","Buena",0.281,0.315,0.338,0.469
"P55","Ni buena ni mala",0.306,0.34,0.292,0.284
"P55","Mala",0.103,0.089,0.061,0.067
"P55","Muy mala",0.081,0.106,0.13,0.059
"P55","No sabe",0.003,0.033,0.005,0.007
"P56","Muy buena",0.035,0.047,0.032,0.017
"P56","Buena",0.108,0.135,0.124,0.078
"P56","Ni buena ni mala",0.377,0.412,0.364,0.346
"P56","Mala",0.15,0.156,0.135,0.244
"P56","Muy mala",0.183,0.159,0.259,0.261
"P56","No sabe",0.147,0.091,0.086,0.054
"P57","Muy buena",0.027,0.006,0.039,0.006
"P57","Buena",0.024,0.107,0.068,0.01
"P57","Ni buena ni mala",0.349,0.279,0.261,0.149
"P57","Mala",0.151,0.208,0.213,0.174
"P57","Muy mala",0.329,0.294,0.344,0.616
"P57","No sabe",0.12,0.106,0.075,0.045
