"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P04","Tengo trabajo estable",0.275,0.427,0.522,0.5
"P04","Realizo changas o trabajos de vez en cuando",0.287,0.192,0.2,0.169
"P04","No tengo trabajo",0.267,0.187,0.142,0.132
"P04","Soy jubilado o pensionado",0.171,0.194,0.136,0.199
"P05","1",0.37,0.269,0.251,0.121
"P05","2",0.083,0.06,0.071,0.036
"P05","3",0.019,0.016,0.048,0.022
"P05","4",0.047,0.056,0.032,0.04
"P05","5",0.087,0.163,0.158,0.121
"P05","6",0.025,0.097,0.058,0.103
"P05","7",0.046,0.092,0.139,0.174
"P05","8",0.074,0.037,0.036,0.118
"P05","9",0.249,0.21,0.207,0.265
"P06","1",0.437,0.399,0.382,0.5
"P06","2",0.1,0.059,0.055,0.082
"P06","3",0.031,0.065,0.077,0.089
"P06","4",0.038,0.067,0.037,0.061
"P06","5",0.125,0.195,0.196,0.115
"P06","6",0.015,0.023,0.03,0.025
"P06","7",0.016,0.029,0.058,0.024
"P06","8",0.026,0.029,0.035,0.026
"P06","9",0.212,0.134,0.13,0.078
"P07","1",0.457,0.52,0.478,0.674
"P07","2",0.033,0.039,0.029,0.054
"P07","3",0.015,0.05,0.017,0.033
"P07","4",0.018,0.019,0.018,0.018
"P07","5",0.061,0.056,0.09,0.048
"P07","6",0.01,0.012,0.01,0.005
"P07","7",0.016,0.022,0.049,0.016
"P07","8",0.012,0.023,0.023,0.012
"P07","9",0.378,0.259,0.286,0.14
"P11","A Alberto Fernández",0.658,0.041,0.07,0.019
"P11","A Sergio Massa",0.065,0.613,0.057,0.011
"P11","A algún candidato del peronismo",0.062,0.033,0.516,0.026
"P11","A Cristina Fernández de Kirchner",0.215,0.313,0.357,0.944
"P14","Lo votaría",0.095,0.029,0.114,0.017
"P14","Puede que lo vote",0.047,0.1,0.057,0.01
"P14","Nunca lo votaría",0.781,0.81,0.779,0.913
"P14","No sabe",0.077,0.061,0.05,0.06
"P15","Lo votaría",0.324,0.615,0.214,0.177
"P15","Puede que lo vote",0.327,0.254,0.414,0.479
"P15","Nunca lo votaría",0.227,0.097,0.261,0.217
"P15","No sabe",0.122,0.034,0.111,0.127
"P16","Lo votaría",0.769,0.242,0.154,0.16
"P16","Puede que lo vote",0.13,0.412,0.355,0.485
