"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Muy de acuerdo",0.17,0.205,0.136,0.172,0.169,0.164,0.176,0.157,0.163,0.19,0.168,0.153,0.143,0.182,0.282,0.097,0.115
"De acuerdo",0.179,0.189,0.169,0.145,0.166,0.21,0.205,0.168,0.173,0.197,0.173,0.175,0.191,0.184,0.257,0.135,0.211
"Ni de acuerdo ni en desacuerdo",0.292,0.259,0.323,0.252,0.309,0.297,0.293,0.302,0.276,0.303,0.288,0.29,0.257,0.3,0.273,0.297,0.292
"En desacuerdo",0.135,0.125,0.145,0.15,0.134,0.136,0.119,0.12,0.153,0.126,0.139,0.144,0.189,0.121,0.086,0.171,0.159
"Muy en desacuerdo",0.161,0.162,0.16,0.221,0.159,0.136,0.13,0.167,0.172,0.141,0.161,0.189,0.161,0.15,0.05,0.242,0.162
"No sabe",0.063,0.06,0.067,0.06,0.063,0.057,0.077,0.086,0.063,0.043,0.071,0.049,0.059,0.063,0.052,0.058,0.061
