"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.298,0.439,0.524,0.469
"P04","Realizo changas o trabajos de vez en cuando",0.307,0.199,0.171,0.185
"P04","No tengo trabajo",0.265,0.167,0.167,0.144
"P04","Soy jubilado o pensionado",0.13,0.195,0.138,0.202
"P05","1",0.376,0.29,0.32,0.141
"P05","2",0.08,0.074,0.066,0.043
"P05","3",0.023,0.02,0.072,0.017
"P05","4",0.042,0.051,0.042,0.041
"P05","5",0.068,0.157,0.171,0.131
"P05","6",0.021,0.099,0.05,0.094
"P05","7",0.068,0.09,0.071,0.163
"P05","8",0.071,0.033,0.02,0.105
"P05","9",0.251,0.186,0.188,0.265
"P06","1",0.388,0.408,0.369,0.488
"P06","2",0.13,0.062,0.035,0.076
"P06","3",0.046,0.062,0.076,0.078
"P06","4",0.024,0.061,0.046,0.061
"P06","5",0.129,0.208,0.196,0.127
"P06","6",0.009,0.032,0.025,0.026
"P06","7",0.014,0.032,0.054,0.027
"P06","8",0.023,0.031,0.033,0.026
"P06","9",0.237,0.104,0.166,0.091
"P07","1",0.456,0.495,0.388,0.657
"P07","2",0.036,0.039,0.036,0.045
"P07","3",0.017,0.047,0.014,0.028
"P07","4",0.005,0.034,0.019,0.018
"P07","5",0.05,0.054,0.094,0.058
"P07","6",0.01,0.017,0.012,0.005
"P07","7",0.018,0.025,0.064,0.016
"P07","8",0.002,0.027,0.026,0.015
"P07","9",0.406,0.262,0.347,0.158
"P10","A Alberto Fernández",0.827,0.087,0.107,0.079
"P10","A Sergio Massa",0.051,0.816,0.056,0.114
"P10","A algún candidato del peronismo",0.074,0.066,0.75,0.111
"P10","A algún candidato del kirchnerismo",0.048,0.031,0.087,0.696
"P14","Lo votaría",0.134,0.028,0.156,0.014
"P14","Puede que lo vote",0.041,0.157,0.065,0.01
"P14","Nunca lo votaría",0.801,0.78,0.71,0.898
"P14","No sabe",0.024,0.035,0.069,0.078
"P15","Lo votaría",0.336,0.677,0.232,0.207
"P15","Puede que lo vote",0.339,0.214,0.307,0.471
"P15","Nunca lo votaría",0.225,0.083,0.338,0.199
"P15","No sabe",0.1,0.026,0.123,0.123
"P16","Lo votaría",0.83,0.27,0.171,0.185
"P16","Puede que lo vote",0.118,0.368,0.283,0.469
"P16","Nunca lo votaría",0.032,0.251,0.43,0.243
"P16","No sabe",0.02,0.111,0.116,0.103
"P17","La votaría",0.742,0.456,0.283,0.922
"P17","Puede que la vote",0.114,0.271,0.227,0.055
"P17","Nunca la votaría",0.106,0.204,0.401,0.018
"P17","No sabe",0.038,0.069,0.089,0.005
"P18","Lo votaría",0.078,0.067,0.093,0.044
"P18","Puede que lo vote",0.211,0.141,0.146,0.028
"P18","Nunca lo votaría",0.643,0.696,0.651,0.9
"P18","No sabe",0.068,0.096,0.11,0.028
"P19","Lo votaría",0.078,0.017,0.072,0.007
"P19","Puede que lo vote",0.132,0.232,0.173,0.092
"P19","Nunca lo votaría",0.62,0.594,0.567,0.795
"P19","No sabe",0.17,0.157,0.188,0.106
"P20","La votaría",0.036,0.026,0.108,0.016
"P20","Puede que la vote",0.106,0.096,0.103,0.009
"P20","Nunca la votaría",0.747,0.804,0.694,0.951
"P20","No sabe",0.111,0.074,0.095,0.024
"P21","Lo votaría",0.069,0.037,0.078,0.019
"P21","Puede que lo vote",0.17,0.079,0.092,0.028
"P21","Nunca lo votaría",0.662,0.779,0.738,0.928
"P21","No sabe",0.099,0.105,0.092,0.025
"P22","La votaría",0.045,0.031,0.051,0.008
"P22","Puede que la vote",0.08,0.112,0.194,0.022
"P22","Nunca la votaría",0.722,0.748,0.648,0.922
"P22","No sabe",0.153,0.109,0.107,0.048
"P23","Lo votaría",0.231,0.21,0.107,0.186
"P23","Puede que lo vote",0.233,0.391,0.346,0.529
"P23","Nunca lo votaría",0.345,0.316,0.435,0.217
"P23","No sabe",0.191,0.083,0.112,0.068
"P24","Lo votaría",0.049,0.039,0.043,0.009
"P24","Puede que lo vote",0.124,0.157,0.122,0.065
"P24","Nunca lo votaría",0.584,0.616,0.665,0.835
"P24","No sabe",0.243,0.188,0.17,0.091
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.017,0.019,0.174,0.006
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.028,0.028,0.107,0.003
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.452,0.123,0.128,0.023
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.458,0.68,0.372,0.948
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.001,0.039,0.058,0.006
"P25","Otros candidatos",0.044,0.111,0.161,0.014
