"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.753,0.774,0.46,0.964
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.028,0.049,0.214,0.013
"P29","Javier Milei – José Luis Espert por los liberales",0.057,0.05,0.065,0.003
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.017,0.026,0.033,0.01
"P29","Otro candidato",0.145,0.101,0.228,0.01
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.075,0.137,0.215,0.069
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.801,0.525,0.348,0.585
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.048,0.044,0.084,0.019
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.024,0.04,0.051,0.052
"P31","Otro candidato",0.052,0.254,0.302,0.275
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.575,0.813,0.401,0.717
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.064,0.076,0.174,0.023
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.038,0.023,0.102,0.007
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.035,0.022,0.03,0.042
"P33","Otro candidato",0.288,0.066,0.293,0.211
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.494,0.608,0.343,0.555
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.162,0.303,0.226,0.221
"P35","Javier Milei – José Luis Espert por los liberales",0.052,0.018,0.101,0.003
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.016,0.011,0.032,0.028
"P35","Otro candidato",0.276,0.06,0.298,0.193
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.394,0.437,0.262,0.499
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.376,0.423,0.334,0.466
"P37","Javier Milei – José Luis Espert por los liberales",0.054,0.02,0.097,0.002
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0.004,0.044,0.003
"P37","Otro candidato",0.166,0.116,0.263,0.03
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.733,0.743,0.443,0.947
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.104,0.132,0.288,0.041
"P38","No sabe",0.163,0.125,0.269,0.012
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.833,0.59,0.37,0.781
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.035,0.109,0.29,0.015
"P39","No sabe",0.132,0.301,0.34,0.204
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.662,0.807,0.401,0.811
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.037,0.062,0.275,0.008
"P40","No sabe",0.301,0.131,0.324,0.181
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.775,0.808,0.451,0.978
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.053,0.064,0.267,0.004
"P41","No sabe",0.172,0.128,0.282,0.018
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.621,0.854,0.417,0.83
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.063,0.044,0.262,0.009
"P42","No sabe",0.316,0.102,0.321,0.161
"P43","Muy buena",0.344,0.193,0.076,0.123
"P43","Buena",0.34,0.231,0.187,0.415
"P43","Ni buena ni mala",0.26,0.339,0.302,0.295
"P43","Mala",0.035,0.19,0.172,0.126
"P43","Muy mala",0.008,0.026,0.244,0.037
"P43","No sabe",0.013,0.021,0.019,0.004
"P44","Muy de acuerdo",0.331,0.46,0.187,0.35
"P44","De acuerdo",0.198,0.196,0.215,0.342
"P44","Ni de acuerdo ni en desacuerdo",0.346,0.273,0.2,0.212
"P44","En desacuerdo",0.034,0.02,0.13,0.049
"P44","Muy en desacuerdo",0.016,0.019,0.225,0.018
"P44","No sabe",0.075,0.032,0.043,0.029
"P45","Muy de acuerdo",0.432,0.661,0.212,0.312
"P45","De acuerdo",0.237,0.238,0.249,0.388
"P45","Ni de acuerdo ni en desacuerdo",0.232,0.069,0.294,0.205
"P45","En desacuerdo",0.06,0.008,0.093,0.055
"P45","Muy en desacuerdo",0.013,0.009,0.143,0.024
"P45","No sabe",0.026,0.015,0.009,0.016
"P46","Si",0.637,0.869,0.375,0.642
"P46","No",0.116,0.071,0.342,0.12
"P46","No sabe",0.247,0.06,0.283,0.238
"P47","Muy buena",0.559,0.274,0.064,0.152
"P47","Buena",0.286,0.24,0.307,0.385
"P47","Ni buena ni mala",0.112,0.226,0.322,0.297
"P47","Mala",0.032,0.224,0.099,0.132
"P47","Muy mala",0.008,0.034,0.208,0.033
"P47","No sabe",0.003,0.002,0,0.001
"P48","Muy buena",0.526,0.409,0.15,0.829
"P48","Buena",0.213,0.219,0.242,0.12
"P48","Ni buena ni mala",0.15,0.194,0.165,0.025
"P48","Mala",0.065,0.118,0.081,0.019
"P48","Muy mala",0.046,0.058,0.362,0.006
"P48","No sabe",0,0.002,0,0.001
"P49","Muy buena",0.067,0.056,0.083,0.072
"P49","Buena",0.036,0.033,0.087,0.008
"P49","Ni buena ni mala",0.243,0.086,0.114,0.017
"P49","Mala",0.36,0.28,0.149,0.165
"P49","Muy mala",0.286,0.525,0.541,0.73
"P49","No sabe",0.008,0.02,0.026,0.008
"P50","Muy buena",0.046,0.04,0.088,0.009
"P50","Buena",0.041,0.101,0.118,0.024
"P50","Ni buena ni mala",0.335,0.233,0.262,0.075
"P50","Mala",0.213,0.357,0.259,0.221
"P50","Muy mala",0.243,0.264,0.269,0.659
"P50","No sabe",0.122,0.005,0.004,0.012
"P51","Muy buena",0.215,0.4,0.135,0.143
"P51","Buena",0.266,0.449,0.264,0.376
"P51","Ni buena ni mala",0.371,0.098,0.313,0.316
"P51","Mala",0.044,0.043,0.103,0.095
"P51","Muy mala",0.058,0.01,0.166,0.061
"P51","No sabe",0.046,0,0.019,0.009
"P52","Muy buena",0.007,0.081,0.143,0.023
"P52","Buena",0.062,0.104,0.075,0.027
"P52","Ni buena ni mala",0.299,0.11,0.155,0.057
"P52","Mala",0.194,0.186,0.21,0.103
"P52","Muy mala",0.337,0.486,0.414,0.778
"P52","No sabe",0.101,0.033,0.003,0.012
"P53","Muy buena",0.052,0.029,0.114,0.003
"P53","Buena",0.026,0.067,0.053,0.005
"P53","Ni buena ni mala",0.404,0.163,0.227,0.058
"P53","Mala",0.118,0.23,0.179,0.136
"P53","Muy mala",0.33,0.477,0.417,0.78
"P53","No sabe",0.07,0.034,0.01,0.018
"P54","Muy buena",0.002,0.032,0.061,0.013
"P54","Buena",0.078,0.068,0.138,0.006
"P54","Ni buena ni mala",0.303,0.118,0.176,0.028
"P54","Mala",0.211,0.295,0.2,0.154
"P54","Muy mala",0.378,0.458,0.419,0.79
"P54","No sabe",0.028,0.029,0.006,0.009
"P55","Muy buena",0.236,0.115,0.117,0.137
"P55","Buena",0.26,0.299,0.278,0.447
"P55","Ni buena ni mala",0.38,0.366,0.273,0.277
"P55","Mala",0.098,0.122,0.084,0.061
"P55","Muy mala",0.021,0.075,0.24,0.068
"P55","No sabe",0.005,0.023,0.008,0.01
"P56","Muy buena",0.049,0.043,0.061,0.016
"P56","Buena",0.118,0.159,0.134,0.081
"P56","Ni buena ni mala",0.425,0.425,0.358,0.346
"P56","Mala",0.103,0.178,0.175,0.215
"P56","Muy mala",0.122,0.134,0.232,0.266
"P56","No sabe",0.183,0.061,0.04,0.076
"P57","Muy buena",0.028,0.009,0.079,0.003
"P57","Buena",0.024,0.138,0.096,0.013
"P57","Ni buena ni mala",0.417,0.325,0.368,0.147
"P57","Mala",0.118,0.241,0.154,0.187
"P57","Muy mala",0.222,0.197,0.271,0.591
"P57","No sabe",0.191,0.09,0.032,0.059
