codigo	bloque	paleta	texto	label	aclaracion
P07	Espacios políticos	politica	Si las elecciones presidenciales fueran mañana ¿Al candidato de qué espacio político votaría?	Intención de voto para elecciones presidenciales	
P09	Espacios políticos	politica	¿A cúal de los siguientes dirigentes del Frente de Todos y el peronismo preferiría ud. votar?	Intención de voto dentro del Frente de Todos y el Peronismo	(Solo para votantes del Frente de Todos y el peronismo)
P10	Espacios políticos	politica	Y si en cambio, los candidatos del Frente de Todos y el peronismo fuesen los siguientes ¿A cúal preferiría ud. votar?	Intención de voto para elecciones presidenciales dentro del Frente de Todos y el Peronismo	(Solo para votantes del Frente de Todos y el peronismo)
P11	Espacios políticos	politica	¿A cúal de los siguientes dirigentes de Juntos por el Cambio preferiría ud. votar?	Intención de voto para elecciones presidenciales dentro de Cambiemos	(Solo para quienes dijeron que votarían a Cambiemos)
P12	Reach de intención de voto	reach	Si Lucas Ghi fuera candidato a intendente, ud.	Preferencia de voto a Lucas Ghi	
P13	Reach de intención de voto	reach	Si Ramiro Tagliaferro fuera candidato a intendente, ud.	Preferencia de voto a Ramiro Tagliaferro	
P14	Reach de intención de voto	reach	Si Analía Zapulla fuera candidata a intendenta, ud.	Preferencia de voto a Analía Zapulla	
P15	Reach de intención de voto	reach	Si Martín Marinucci fuera candidato a intendente, ud.	Preferencia de voto a Martín Marinucci	
P16	Reach de intención de voto	reach	Si Roly Moretto fuera candidato a intendente, ud.	Preferencia de voto a Roly Moretto	
P17	Reach de intención de voto	reach	Si Ariel Diguan fuera candidato a intendente, ud.	Preferencia de voto a Ariel Diguan	
P18	Escenarios políticos	politica	Pensando en las elecciones para intendente ¿A quién votaría ud. en las próximas elecciones primarias y obligatorias (PASO)?	Escenario 1 PASO con apoyos	Escenario 1
P19	Escenarios políticos	politica	¿A cuál de las siguientes boletas a Presidente, Gobernador e Intendente votaría en las próximas elecciones PASO?	Escenario 2 PASO boleta completa	Escenario 2
P20	Escenarios políticos	politica	Y ahora considerando la elección a Intendente en simultáneo con las de Gobernador y la primera vuelta de presidente, ¿a quién votaría?	Escenario 3 1era vuelta	Escenario 3
P21	Escenarios políticos	politica	Y si en cambio los candidatos fueran los siguientes, ¿a quién votaría para Intendente el mismo día que vota para Presidente y Gobernador?	Escenario 4 1era vuelta	Escenario 4
P22	Escenarios políticos	politica	Considerando las próximas elecciones, ¿a cuál de las siguientes boletas votaría en las próximas elecciones simultáneas a Presidente, Gobernador e Intendente?	Escenario 5 1era vuelta - Boleta completa	Escenario 5
P23	Escenarios políticos	politica	Y, en cambio, si las boletas fueran las siguientes, ¿por quiénes optaría?	Escenario 6 1era vuelta - Boleta completa	Escenario 6
P30	Gestión municipal	qualitative	¿Qué evaluación hace ud de la actual gestión del intendente Lucas Ghi?	Evaluación gestión Lucas Ghi	
P31	Gestión municipal	qualitative	Pensando en las próximas elecciones, ud. preferiría…	Continuidad Lucas Ghi	
P32	Gestión municipal	qualitative	¿Según su opinión, cúal es el área con mejor desempeño de la gestión municipal?	Área mejor desempeño	
P33	Gestión municipal	qualitative	¿Según su opinión, cúal es el área con peor desempeño de la gestión municipal?	Área peor desempeño	
P34	Gestión municipal	qualitative	De los siguientes servicios ¿Cúal considera necesario mejorar?	Servicios	
P35	Gestión municipal	qualitative	Según su opinión ¿Cúal es el principal problema de seguridad en el municipio?	Seguridad	
P36	Gestión municipal	qualitative	¿Podría indicarnos como calificaría la actual gestión de Martin Marinucci en Ferrocarriles Argentinos?	Gestión de Martín Marinucci en FFAA	
P37	Reach de intención de voto nacional	reach	Si Alberto Fernández fuese candidato a presidente, ud...	Preferencia de voto a Lucas Ghi	
P38	Reach de intención de voto nacional	reach	Si Sergio Massa fuese candidato a presidente, ud...	Preferencia de voto a Sergio Massa	
P39	Reach de intención de voto nacional	reach	Si Daniel Scioli fuese candidato a presidente, ud...	Preferencia de voto a Daniel Scioli	
P40	Reach de intención de voto nacional	reach	Si Horacio Rodríguez Larreta fuese candidato a presidente, ud...	Preferencia de voto a Horacio Rodríguez Larreta	
P41	Reach de intención de voto nacional	reach	Si Patricia Bullrich fuese candidata a presidente, ud...	Preferencia de voto a Patricia Bullrich	
P42	Reach de intención de voto nacional	reach	Si Facundo Manes fuese candidato a presidente, ud...	Preferencia de voto a Facundo Manes	
P43	Reach de intención de voto nacional	reach	Si Gerardo Morales fuese candidato a presidente, ud...	Preferencia de voto a Gerardo Morales	
P44	Reach de intención de voto nacional	reach	Si Javier Milei fuese candidato a presidente, ud...	Preferencia de voto a Javier Milei	
P45	Reach de intención de voto nacional	reach	Si José Luis Espert fuese candidato a presidente, ud...	Preferencia de voto a José Luis Espert	
P24	Imágen de dirigentes	imagen	¿Qué imágen tiene de Lucas Ghi?	imágen de Lucas Ghi	
P25	Imágen de dirigentes	imagen	¿Qué imágen tiene de Martín Marinucci?	imágen de Martín Marinucci	
P26	Imágen de dirigentes	imagen	¿Qué imágen tiene de Ramiro Tagliaferro?	imágen de Ramiro Tagliaferro	
P27	Imágen de dirigentes	imagen	¿Qué imágen tiene de Analía Zapulla?	imágen de Analía Zapulla	
P28	Imágen de dirigentes	imagen	¿Qué imágen tiene de Roly Moreto?	imágen de Roly Moreto	
P29	Imágen de dirigentes	imagen	¿Qué imágen tiene de Ariel Diguan?	imágen de Ariel Diguan	
P46	Imágen de dirigentes	imagen	¿Qué imágen tiene de Alberto Fernández?	Imágen de Alberto Fernández	
P47	Imágen de dirigentes	imagen	¿Qué imágen tiene de Mauricio Macri?	Imágen de Mauricio Macri	
P48	Imágen de dirigentes	imagen	¿Qué imágen tiene de Cristina Fernández de Kirchner?	Imágen de CFK	
P49	Imágen de dirigentes	imagen	¿Qué imágen tiene de Horacio Rodriguez Larreta?	Imágen de Horacio Rodríguez Larreta	
P50	Imágen de dirigentes	imagen	¿Qué imágen tiene de Sergio Massa?	Imágen de Sergio Massa	
P51	Imágen de dirigentes	imagen	¿Qué imágen tiene de Patricia Bullrich?	Imágen de Patricia Bullrich	
P52	Imágen de dirigentes	imagen	¿Qué imágen tiene de Javier Milei?	Imágen de Javier Milei	
