"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P07","Cambia Bariloche",0.249,0.131,0.106,0.142
"P07","Juntos Somos Río Negro",0.149,0.233,0.189,0.136
"P07","Unidos Bariloche",0.044,0.05,0.052,0.015
"P07","Podemos Bariloche",0.011,0.033,0.035,0.046
"P07","Vamos con Todos",0.079,0.063,0.066,0.079
"P07","Nos Une Río Negro",0.06,0.028,0.021,0.027
"P07","No sabe",0.408,0.462,0.531,0.555
"P08","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.225,0.174,0.137,0.276
"P08","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.114,0.147,0.112,0.079
"P08","Arabella Carreras por Unidos Bariloche",0.15,0.161,0.143,0.066
"P08","Pablo Chamátropulos por Podemos Bariloche",0.029,0.049,0.041,0.12
"P08","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.139,0.129,0.204,0.065
"P08","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.049,0.076,0.091,0.135
"P08","No sabe",0.294,0.264,0.272,0.259
"P09","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.177,0.212,0.179,0.18
"P09","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.108,0.216,0.163,0.161
"P09","Arabella Carreras por Unidos Bariloche",0.16,0.126,0.101,0.04
"P09","Pablo Chamátropulos por Podemos Bariloche",0.047,0.057,0.04,0.039
"P09","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.168,0.096,0.145,0.088
"P09","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.058,0.068,0.129,0.159
"P09","No sabe",0.282,0.225,0.243,0.333
"P10","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.15,0.174,0.175,0.172
"P10","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.126,0.1,0.103,0.152
"P10","Arabella Carreras por Unidos Bariloche",0.19,0.209,0.111,0.093
"P10","Pablo Chamátropulos por Podemos Bariloche",0.056,0.049,0.049,0.042
"P10","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.141,0.116,0.197,0.105
"P10","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.094,0.052,0.087,0.161
"P10","No sabe",0.243,0.3,0.278,0.275
"P11","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.167,0.264,0.205,0.165
"P11","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.157,0.174,0.099,0.171
"P11","Arabella Carreras por Unidos Bariloche",0.11,0.125,0.133,0.128
"P11","Pablo Chamátropulos por Podemos Bariloche",0.038,0.054,0.042,0.019
"P11","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.18,0.105,0.15,0.064
"P11","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.079,0.042,0.089,0.104
"P11","No sabe",0.269,0.236,0.282,0.349
"P12","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.256,0.203,0.207,0.225
"P12","Juan Pablo Ferrari por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.133,0.209,0.142,0.189
"P12","Arabella Carreras por Unidos Bariloche",0.127,0.162,0.102,0.027
"P12","Pablo Chamátropulos por Podemos Bariloche",0.012,0.04,0.028,0.009
"P12","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.119,0.132,0.135,0.159
"P12","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.091,0.063,0.107,0.138
"P12","No sabe",0.262,0.191,0.279,0.253
"P13","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.316,0.241,0.186,0.16
"P13","Juan Pablo Ferrari por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.138,0.161,0.126,0.129
"P13","Arabella Carreras por Unidos Bariloche",0.115,0.113,0.142,0.086
"P13","Pablo Chamátropulos por Podemos Bariloche",0.037,0.058,0.04,0.089
"P13","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.108,0.181,0.168,0.109
"P13","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.08,0.066,0.061,0.094
"P13","No sabe",0.206,0.18,0.277,0.333
"P14","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.191,0.175,0.196,0.107
"P14","Marcela Gonzalez Abdala por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.139,0.19,0.13,0.182
"P14","Arabella Carreras por Unidos Bariloche",0.157,0.154,0.148,0.047
"P14","Pablo Chamátropulos por Podemos Bariloche",0.04,0.051,0.041,0.031
"P14","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.161,0.087,0.129,0.15
"P14","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.063,0.109,0.102,0.144
"P14","No sabe",0.249,0.234,0.254,0.339
"P15","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.221,0.188,0.177,0.319
