"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Siempre",0.274,0.235,0.309,0.258
"P05","Casi siempre",0.098,0.384,0.381,0.325
"P05","Casi nunca",0.337,0.237,0.254,0.239
"P05","Nunca, pero esta es una excepción",0.291,0.144,0.056,0.178
"P07","Cambia Bariloche",0.275,0.18,0.164,0.156
"P07","Juntos Somos Río Negro",0.112,0.361,0.224,0.347
"P07","Unidos Bariloche",0,0.032,0.035,0
"P07","Podemos Bariloche",0.101,0,0.051,0
"P07","Vamos con Todos",0.191,0.052,0.045,0
"P07","Nos Une Río Negro",0.067,0.008,0.037,0
"P07","No sabe",0.254,0.367,0.444,0.497
"P08","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.385,0.097,0.179,0.252
"P08","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.053,0.232,0.163,0.098
"P08","Arabella Carreras por Unidos Bariloche",0.109,0.018,0.175,0.066
"P08","Pablo Chamátropulos por Podemos Bariloche",0.162,0.035,0.063,0.038
"P08","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.024,0.343,0.15,0.078
"P08","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.147,0.183,0.008,0
"P08","No sabe",0.12,0.092,0.262,0.468
"P09","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.268,0.211,0.205,0.156
"P09","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.198,0.282,0.161,0.135
"P09","Arabella Carreras por Unidos Bariloche",0.011,0.033,0.18,0.115
"P09","Pablo Chamátropulos por Podemos Bariloche",0,0.008,0.076,0.038
"P09","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.07,0.195,0.11,0.128
"P09","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.352,0.202,0.008,0.054
"P09","No sabe",0.101,0.069,0.26,0.374
"P10","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.498,0.06,0.139,0.156
"P10","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.108,0.249,0.106,0.072
"P10","Arabella Carreras por Unidos Bariloche",0.117,0.086,0.236,0.087
"P10","Pablo Chamátropulos por Podemos Bariloche",0,0.035,0.066,0.207
"P10","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.051,0.26,0.13,0.137
"P10","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.188,0.249,0.047,0
"P10","No sabe",0.038,0.061,0.276,0.341
"P11","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.272,0.134,0.198,0.252
"P11","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.27,0.24,0.185,0.082
"P11","Arabella Carreras por Unidos Bariloche",0.112,0.197,0.157,0.066
"P11","Pablo Chamátropulos por Podemos Bariloche",0.005,0,0.067,0.038
"P11","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.05,0.185,0.128,0.127
"P11","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.181,0.182,0.005,0
"P11","No sabe",0.11,0.062,0.26,0.435
"P12","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.57,0.097,0.222,0.214
"P12","Juan Pablo Ferrari por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.108,0.262,0.195,0.097
"P12","Arabella Carreras por Unidos Bariloche",0.047,0.058,0.177,0.104
"P12","Pablo Chamátropulos por Podemos Bariloche",0,0,0.057,0.038
"P12","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.056,0.204,0.117,0.079
"P12","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.19,0.325,0.027,0
"P12","No sabe",0.029,0.054,0.205,0.468
"P13","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.299,0.171,0.271,0.252
"P13","Juan Pablo Ferrari por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.05,0.366,0.172,0.073
"P13","Arabella Carreras por Unidos Bariloche",0.055,0.121,0.17,0.048
"P13","Pablo Chamátropulos por Podemos Bariloche",0.188,0,0.056,0.056
"P13","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.106,0.203,0.136,0.103
"P13","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.152,0.062,0.026,0
"P13","No sabe",0.15,0.077,0.169,0.468
"P14","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.456,0,0.205,0.156
"P14","Marcela Gonzalez Abdala por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.108,0.343,0.14,0.233
"P14","Arabella Carreras por Unidos Bariloche",0.04,0.018,0.198,0.066
"P14","Pablo Chamátropulos por Podemos Bariloche",0,0.032,0.077,0.038
"P14","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.024,0.229,0.17,0.078
"P14","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.362,0.264,0.012,0.049
"P14","No sabe",0.01,0.114,0.198,0.38
"P15","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.511,0.171,0.232,0.118
"P15","Marcela Gonzalez Abdala por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.189,0.41,0.153,0.087
"P15","Arabella Carreras por Unidos Bariloche",0.054,0.076,0.179,0.144
"P15","Pablo Chamátropulos por Podemos Bariloche",0,0,0.069,0.056
"P15","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.024,0.204,0.125,0.182
"P15","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.157,0.047,0.014,0
"P15","No sabe",0.065,0.092,0.228,0.413
"P16","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.295,0.203,0.198,0.252
"P16","Carlos Valeri  por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.243,0.174,0.141,0.052
"P16","Arabella Carreras por Unidos Bariloche",0.031,0.116,0.187,0.097
"P16","Pablo Chamátropulos por Podemos Bariloche",0,0,0.097,0.056
"P16","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.186,0.225,0.116,0.109
"P16","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.19,0.227,0.008,0
"P16","No sabe",0.055,0.055,0.253,0.434
"P17","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.347,0.076,0.238,0.089
"P17","Carlos Valeri por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.174,0.212,0.101,0.057
"P17","Arabella Carreras por Unidos Bariloche",0.037,0.089,0.17,0.153
"P17","Pablo Chamátropulos por Podemos Bariloche",0,0.035,0.098,0.038
"P17","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.07,0.292,0.088,0.109
"P17","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.158,0.167,0.03,0
"P17","No sabe",0.214,0.129,0.275,0.554
"P18","La votaría",0.668,0.068,0.113,0.103
"P18","Puede que la vote",0.063,0.415,0.159,0.066
"P18","Nunca la votaría",0.167,0.305,0.548,0.211
"P18","No sabe",0.102,0.212,0.18,0.62
"P19","Lo votaría",0.439,0.126,0.15,0.118
"P19","Puede que lo vote",0.108,0.467,0.188,0
"P19","Nunca lo votaría",0.361,0.336,0.6,0.108
"P19","No sabe",0.092,0.071,0.062,0.774
"P20","La votaría",0.713,0.081,0.151,0.157
"P20","Puede que la vote",0.063,0.426,0.178,0.167
"P20","Nunca la votaría",0.167,0.413,0.659,0.216
"P20","No sabe",0.057,0.08,0.012,0.46
"P21","Lo votaría",0.439,0.112,0.111,0.096
"P21","Puede que lo vote",0.161,0.393,0.191,0.118
"P21","Nunca lo votaría",0.332,0.406,0.617,0.134
"P21","No sabe",0.068,0.089,0.081,0.652
"P22","Lo votaría",0.709,0.008,0.096,0.129
"P22","Puede que lo vote",0.064,0.603,0.164,0.115
"P22","Nunca lo votaría",0.195,0.278,0.712,0.099
"P22","No sabe",0.032,0.111,0.028,0.657
"P23","Lo votaría",0.628,0.052,0.111,0.23
"P23","Puede que lo vote",0.127,0.52,0.133,0
"P23","Nunca lo votaría",0.185,0.375,0.693,0.153
"P23","No sabe",0.06,0.053,0.063,0.617
"P24","La votaría",0.69,0.059,0.076,0.01
"P24","Puede que la vote",0.058,0.38,0.09,0.072
"P24","Nunca la votaría",0.231,0.51,0.779,0.074
"P24","No sabe",0.021,0.051,0.055,0.844
"P25","Lo votaría",0.608,0.008,0.09,0.049
"P25","Puede que lo vote",0.178,0.667,0.153,0.059
"P25","Nunca lo votaría",0.188,0.28,0.718,0.063
"P25","No sabe",0.026,0.045,0.039,0.829
"P26","Lo votaría",0.608,0.044,0.089,0.038
"P26","Puede que lo vote",0.1,0.595,0.14,0.086
"P26","Nunca lo votaría",0.221,0.31,0.722,0.063
"P26","No sabe",0.071,0.051,0.049,0.813
"P27","Lo votaría",0.752,0.069,0.086,0
"P27","Puede que lo vote",0.041,0.697,0.142,0.109
"P27","Nunca lo votaría",0.171,0.197,0.711,0.063
"P27","No sabe",0.036,0.037,0.061,0.828
"P28","Lo votaría",0.736,0.167,0.038,0.041
"P28","Puede que lo vote",0.046,0.551,0.084,0.049
"P28","Nunca lo votaría",0.165,0.089,0.835,0.024
"P28","No sabe",0.053,0.193,0.043,0.886
"P30","La votaría",0.583,0.191,0.028,0.069
"P30","Puede que la vote",0.223,0.593,0.084,0.036
