"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck/Pesatti","Tortoriello/Álvarez Guerrero","Horne/Costa Brutten","Rivero/Astuena","Casas/Villarroel","Zamaro/Roca"
"Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.191,0.176,0.207,0.22,0.149,0.198,0.233,0.212,0.169,0.211,0.122,0.441,0.109,0.273,0.041,0.209
"Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.118,0.098,0.139,0.121,0.129,0.116,0.074,0.114,0.121,0.117,0.175,0.12,0.107,0.166,0.145,0.026
"Arabella Carreras por Unidos Bariloche",0.138,0.122,0.156,0.075,0.17,0.12,0.253,0.089,0.142,0.177,0.168,0.142,0.119,0.041,0.147,0.39
"Pablo Chamátropulos por Podemos Bariloche",0.052,0.069,0.035,0.066,0.035,0.058,0.061,0.034,0.08,0.02,0.029,0.013,0.005,0.21,0.048,0
"Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.145,0.175,0.112,0.173,0.128,0.153,0.102,0.238,0.097,0.143,0.176,0.099,0.347,0.066,0.385,0.08
"Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.083,0.061,0.106,0.101,0.081,0.063,0.071,0.018,0.103,0.106,0.078,0.033,0.187,0.021,0.184,0.098
"No sabe",0.273,0.299,0.245,0.244,0.308,0.292,0.206,0.295,0.288,0.226,0.252,0.152,0.126,0.223,0.05,0.197
