"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck/Pesatti","Tortoriello/Álvarez Guerrero","Horne/Costa Brutten","Rivero/Astuena","Casas/Villarroel","Zamaro/Roca"
"Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.205,0.195,0.217,0.276,0.141,0.19,0.244,0.21,0.178,0.248,0.102,0.409,0.239,0.247,0.158,0
"Carlos Valeri  por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.135,0.101,0.172,0.148,0.142,0.105,0.128,0.132,0.156,0.101,0.255,0.154,0,0.054,0.147,0.014
"Arabella Carreras por Unidos Bariloche",0.142,0.147,0.136,0.069,0.173,0.15,0.227,0.141,0.124,0.174,0.19,0.151,0.099,0.128,0.037,0.159
"Pablo Chamátropulos por Podemos Bariloche",0.047,0.05,0.044,0.048,0.05,0.052,0.029,0.049,0.066,0.013,0.044,0.006,0.01,0.23,0,0
"Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.145,0.172,0.115,0.189,0.122,0.148,0.089,0.161,0.139,0.14,0.093,0.099,0.334,0.197,0.488,0.103
"Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.07,0.072,0.068,0.051,0.1,0.062,0.042,0.02,0.078,0.103,0.08,0.011,0.106,0.028,0.098,0.069
"No sabe",0.256,0.263,0.248,0.219,0.272,0.293,0.241,0.287,0.259,0.221,0.236,0.17,0.212,0.116,0.072,0.655
