"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Siempre",0.388,0.429,0.228,0.304
"P05","Casi siempre",0.105,0.324,0.404,0.279
"P05","Casi nunca",0.187,0.172,0.309,0.257
"P05","Nunca, pero esta es una excepción",0.32,0.075,0.059,0.16
"P07","Cambia Bariloche",0.299,0.244,0.149,0.086
"P07","Juntos Somos Río Negro",0.214,0.292,0.214,0.302
"P07","Unidos Bariloche",0,0.013,0.036,0.072
"P07","Podemos Bariloche",0.069,0,0.058,0.009
"P07","Vamos con Todos",0.138,0.123,0.04,0
"P07","Nos Une Río Negro",0.008,0,0.041,0.077
"P07","No sabe",0.272,0.328,0.462,0.454
"P08","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.479,0.192,0.147,0.205
"P08","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.063,0.51,0.123,0.048
"P08","Arabella Carreras por Unidos Bariloche",0.055,0.076,0.196,0.07
"P08","Pablo Chamátropulos por Podemos Bariloche",0.138,0,0.066,0.064
"P08","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.051,0.097,0.185,0.073
"P08","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0,0.013,0.069,0.014
"P08","No sabe",0.214,0.112,0.214,0.526
"P09","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.295,0.331,0.213,0.066
"P09","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.21,0.248,0.159,0.095
"P09","Arabella Carreras por Unidos Bariloche",0.004,0.074,0.188,0.118
"P09","Pablo Chamátropulos por Podemos Bariloche",0,0.104,0.06,0.036
"P09","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.07,0.106,0.117,0.15
"P09","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.138,0,0.084,0.066
"P09","No sabe",0.283,0.137,0.179,0.469
"P10","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.412,0.118,0.152,0.066
"P10","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.242,0.341,0.084,0.025
"P10","Arabella Carreras por Unidos Bariloche",0.098,0.183,0.231,0.105
"P10","Pablo Chamátropulos por Podemos Bariloche",0,0,0.072,0.174
"P10","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.075,0.183,0.128,0.15
"P10","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.024,0.039,0.119,0.014
