"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Siempre",0.392,0.246,0.273,0.271
"P05","Casi siempre",0.079,0.37,0.376,0.348
"P05","Casi nunca",0.362,0.156,0.285,0.214
"P05","Nunca, pero esta es una excepción",0.167,0.228,0.066,0.167
"P07","Cambia Bariloche",0.31,0.198,0.164,0.14
"P07","Juntos Somos Río Negro",0.031,0.192,0.224,0.434
"P07","Unidos Bariloche",0,0.015,0.04,0
"P07","Podemos Bariloche",0.13,0.006,0.056,0
"P07","Vamos con Todos",0.111,0.261,0.023,0
"P07","Nos Une Río Negro",0.011,0,0.053,0.024
"P07","No sabe",0.407,0.328,0.44,0.402
"P08","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.398,0,0.208,0.199
"P08","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.199,0.218,0.137,0.067
"P08","Arabella Carreras por Unidos Bariloche",0.099,0.136,0.157,0.112
"P08","Pablo Chamátropulos por Podemos Bariloche",0,0.189,0.069,0.057
"P08","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.133,0.247,0.138,0.051
"P08","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.014,0.138,0.032,0.043
"P08","No sabe",0.157,0.072,0.259,0.471
"P09","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.381,0.09,0.225,0.136
"P09","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.194,0.191,0.152,0.183
"P09","Arabella Carreras por Unidos Bariloche",0,0.103,0.173,0.129
"P09","Pablo Chamátropulos por Podemos Bariloche",0.105,0.006,0.062,0.034
"P09","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.132,0.227,0.095,0.035
"P09","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.046,0.32,0.034,0.113
"P09","No sabe",0.142,0.063,0.259,0.37
"P10","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.399,0.226,0.155,0.13
"P10","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.046,0.232,0.094,0.07
"P10","Arabella Carreras por Unidos Bariloche",0.142,0.102,0.234,0.15
"P10","Pablo Chamátropulos por Podemos Bariloche",0,0,0.074,0.184
"P10","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.301,0.208,0.092,0.041
"P10","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.087,0.171,0.074,0.047
