"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck/Pesatti","Tortoriello/Álvarez Guerrero","Horne/Costa Brutten","Rivero/Astuena","Casas/Villarroel","Zamaro/Roca"
"Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.211,0.199,0.224,0.238,0.165,0.232,0.259,0.188,0.2,0.247,0.088,0.413,0.141,0.276,0.095,0
"Marcela Gonzalez Abdala por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.17,0.164,0.177,0.246,0.145,0.139,0.12,0.251,0.159,0.125,0.274,0.23,0.071,0.127,0,0.021
"Arabella Carreras por Unidos Bariloche",0.11,0.108,0.113,0.013,0.171,0.125,0.128,0.063,0.107,0.153,0.185,0.104,0.064,0.047,0.191,0.26
"Pablo Chamátropulos por Podemos Bariloche",0.038,0.031,0.045,0.02,0.044,0.044,0.049,0.044,0.045,0.02,0.029,0.038,0.005,0.229,0,0
"Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.136,0.123,0.151,0.169,0.108,0.159,0.109,0.185,0.111,0.14,0.141,0.097,0.402,0.107,0.48,0.082
"Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.079,0.099,0.056,0.068,0.093,0.056,0.096,0.031,0.085,0.107,0.074,0.009,0.221,0.029,0.168,0
"No sabe",0.256,0.276,0.234,0.246,0.274,0.245,0.239,0.238,0.293,0.208,0.209,0.109,0.096,0.185,0.066,0.637
