"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P7","Al candidato del Frente de Todos",0.159,0.282,0.278,0.598,0.69,0.567
"P7","Al candidato de Juntos por el Cambio",0.667,0.437,0.246,0.112,0.079,0.017
"P7","Al candidato de los liberales - libertarios",0.114,0.13,0.343,0.141,0.076,0.014
"P7","Al candidato de la Izquierda",0.004,0.017,0.016,0.017,0.073,0
"P7","A otro candidato",0.03,0.082,0.021,0.08,0.046,0.141
"P7","No sabe",0.026,0.052,0.096,0.052,0.036,0.261
"P8","A Julio Zamora por el Frente de Todos",0.127,0.259,0.276,0.547,0.55,0.369
"P8","A Malena Galmarini por el Frente de Todos",0.024,0.142,0.114,0.139,0.159,0
"P8","A Segundo Cernadas por Cambiemos",0.497,0.347,0.336,0.13,0.083,0
"P8","A Nicolás Massot por Cambiemos",0.233,0.09,0.066,0.05,0.023,0
"P8","Al candidato de los liberales libertarios",0.093,0.135,0.156,0.044,0.081,0.014
"P8","A Paula Akerfeld por el Frente de Izquierda",0,0.011,0.016,0.032,0.043,0.046
"P8","No sabe",0.026,0.016,0.036,0.058,0.061,0.571
"P10","A Julio Zamora por el Frente de Todos",0.151,0.266,0.322,0.558,0.616,0.49
"P10","A Segundo Cernadas por Cambiemos",0.581,0.487,0.305,0.134,0.103,0.074
"P10","Al candidato de los liberales libertarios",0.192,0.122,0.178,0.172,0.104,0.014
"P10","A Paula Akerfeld por el Frente de Izquierda",0.018,0.033,0.066,0.027,0.075,0
"P10","No sabe",0.058,0.092,0.129,0.109,0.102,0.422
"P12","A Malena Galmarini por el Frente de Todos",0.078,0.266,0.258,0.399,0.538,0.361
"P12","A Segundo Cernadas por Cambiemos",0.731,0.424,0.35,0.134,0.173,0.074
"P12","Al candidato de los liberales libertarios",0.112,0.192,0.231,0.171,0.101,0.101
"P12","A Paula Akerfeld por el Frente de Izquierda",0.005,0.005,0.067,0.035,0.07,0
"P12","No sabe",0.074,0.113,0.094,0.261,0.118,0.464
"P14","Muy buena",0.105,0.147,0.141,0.118,0.171,0
"P14","Buena",0.028,0.178,0.125,0.184,0.236,0.361
"P14","Ni buena ni mala",0.085,0.164,0.267,0.334,0.285,0.139
"P14","Mala",0.111,0.162,0.222,0.181,0.129,0.074
"P14","Muy mala",0.644,0.326,0.125,0.137,0.146,0.039
"P14","No sabe",0.027,0.023,0.12,0.046,0.033,0.387
"P15","Muy buena",0.181,0.135,0.173,0.254,0.277,0.017
"P15","Buena",0.077,0.219,0.147,0.173,0.318,0.386
"P15","Ni buena ni mala",0.21,0.273,0.353,0.334,0.207,0.122
"P15","Mala",0.234,0.206,0.178,0.166,0.067,0.074
"P15","Muy mala",0.291,0.155,0.109,0.057,0.111,0.014
"P15","No sabe",0.007,0.012,0.04,0.016,0.02,0.387
"P16","Muy buena",0.45,0.209,0.173,0.047,0.061,0
"P16","Buena",0.232,0.376,0.181,0.101,0.073,0.46
"P16","Ni buena ni mala",0.156,0.277,0.329,0.445,0.258,0.153
